SOG_ID,LAU_ID,LAU_NAME,AREA_KM2,POP_2023,stations_count,stations_unique,stations_density_km2,stations_with_operator_share,operator_count,stations_per_10k_pop,stations_within_1km_count,stations_within_5km_count,stations_in_muni_plus_1km_count,stations_in_muni_plus_5km_count,min_distance_km_to_station,mean_distance_km_to_station,accessible_count,accessible_share,category_connectivity
ES_05239,05239,Sotalbo,2.76883492,250.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05240,05240,Sotillo de la Adrada,112.16951383,4852.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05243,05243,Tolbaños,1.73109167,90.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05244,05244,Tormellas,3.89794197,36.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05245,05245,Tornadizos de Ávila,4.79753208,458.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05247,05247,"Torre, La",3.85698431,225.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05249,05249,Umbrías,9.0746614,106.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05251,05251,Vadillo de la Sierra,1.27834963,59.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05252,05252,Valdecasa,2.79754047,61.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05256,05256,Villaflor,5.56960695,103.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_05257,05257,Villafranca de la Sierra,3.40658218,134.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03042,03042,"Poble Nou de Benitatxell, el",388.24900498,4926.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
