PROV_CODE,PROV_NAME,date,mean,min,max,stdDev
25776,Almería,2021-01,1.6956956819701645,0.3050000071525574,117.92750549316406,6.235703435612653
25777,Cádiz,2021-01,2.852597041723975,0.3474999964237213,209.614990234375,11.517301819335675
25778,Córdoba,2021-01,1.2145576855207487,0.3050000071525574,105.84500122070312,4.511684389747894
25779,Granada,2021-01,1.3083926741158287,0.32249999046325684,116.38999938964844,4.672813159281311
25780,Huelva,2021-01,1.3540101531210922,0.33250001072883606,229.58499145507812,6.270671042962571
25781,Jaén,2021-01,1.1366555891238628,0.32499998807907104,135.00999450683594,4.073897922783604
25782,Málaga,2021-01,3.083847716180722,0.3474999964237213,142.99249267578125,10.466718387938283
25783,Sevilla,2021-01,2.3544081932275023,0.33250001072883606,140.62249755859375,8.449352340490197
25784,Huesca,2021-01,0.9131870297413311,0.2800000011920929,176.97250366210938,3.6038228401023185
25785,Teruel,2021-01,0.9757010518269051,0.3199999928474426,233.45748901367188,4.072469989341656
25786,Zaragoza,2021-01,1.7456458753716044,0.3174999952316284,202.9375,7.312069907986648
25789,Las Palmas,2021-01,3.2937472234667604,0.08750000596046448,127.11000061035156,9.073013647932413
25790,Santa Cruz de Tenerife,2021-01,2.578462923384034,0.04500000178813934,75.99500274658203,6.552238336895789
25791,Cantabria,2021-01,2.083581945918977,0.0,191.78750610351562,5.838599538334223
25801,Albacete,2021-01,0.9840892819571948,0.33500000834465027,120.05500793457031,3.3690710901684846
25802,Ciudad Real,2021-01,0.8876217788245231,0.3075000047683716,213.52999877929688,3.7342064580797567
25803,Cuenca,2021-01,1.058255700568675,0.3349999785423279,112.58499908447266,3.0572818177614054
25804,Guadalajara,2021-01,1.4844853032479566,0.3349999785423279,122.36750030517578,5.408299170699294
25805,Toledo,2021-01,2.3052753676973845,0.32499998807907104,184.74749755859375,7.517109566187159
25792,Ávila,2021-01,1.0987871380745295,0.3149999976158142,85.82499694824219,3.168830612557952
25793,Burgos,2021-01,1.101081441635332,0.0,124.67750549316406,4.208980966537159
25794,León,2021-01,1.0533220325933266,0.2775000035762787,67.56500244140625,2.6015661098603275
25795,Palencia,2021-01,0.9093529399038742,0.23749999701976776,105.85250091552734,3.0084426042624464
25796,Salamanca,2021-01,1.0335031723290196,0.29750001430511475,154.11000061035156,4.25551402951643
25797,Segovia,2021-01,1.4180921074846973,0.375,105.46500396728516,3.887919857633718
25798,Soria,2021-01,1.0016463948896999,0.3375000059604645,311.97998046875,4.870124070433057
25799,Valladolid,2021-01,1.7413230358177052,0.3149999976158142,120.35000610351562,5.653741634859019
25800,Zamora,2021-01,0.7412225129997725,0.26749998331069946,92.01750183105469,2.4261103191536293
25806,Barcelona,2021-01,7.283416329072488,0.3174999952316284,461.42498779296875,18.71500779194952
25807,Girona,2021-01,2.639264402136551,0.3100000023841858,109.58000183105469,7.168047703491113
25808,Lleida,2021-01,1.2060933790690485,0.28999999165534973,67.26000213623047,3.0436112549983205
25809,Tarragona,2021-01,2.968972193288843,0.30000001192092896,255.21250915527344,9.426577440098718
25810,Ceuta,2021-01,17.086959388261818,0.7749999761581421,76.87249755859375,18.936103204455762
25821,Melilla,2021-01,43.84633880904224,0.45749998092651367,169.63999938964844,42.51779183706621
25820,Madrid,2021-01,20.948807115401735,0.4124999940395355,600.3574829101562,46.41133986352954
25823,Navarra,2021-01,1.6936490957061296,0.2775000035762787,223.54000854492188,5.669937512135815
25811,Alicante/Alacant,2021-01,6.13960368926866,0.45249998569488525,148.42250061035156,14.110663001734403
