PROV_CODE,PROV_NAME,date,mean,min,max,stdDev
25776,Almería,2022-01,1.7706075681691236,0.23499999940395355,258.0375061035156,6.795427479777555
25777,Cádiz,2022-01,2.899952253020208,0.3174999952316284,190.57249450683594,11.30494224823314
25778,Córdoba,2022-01,1.1533211471865092,0.22749999165534973,108.56999969482422,4.435846413562859
25779,Granada,2022-01,1.3563997612043477,0.24500000476837158,126.01000213623047,5.233303329152438
25780,Huelva,2022-01,1.2771765635707826,0.2524999976158142,185.74000549316406,6.315251792418064
25781,Jaén,2022-01,1.0739062275111957,0.22999998927116394,89.52999877929688,3.810797713966772
25782,Málaga,2022-01,3.2751994238831,0.3174999952316284,151.2274932861328,10.828808115372166
25783,Sevilla,2022-01,2.4073400987931555,0.26499998569488525,137.47000122070312,8.761044811637303
25784,Huesca,2022-01,0.748375528642053,0.22499999403953552,178.59500122070312,3.2348344227623316
25785,Teruel,2022-01,0.6094102441967235,0.22999998927116394,95.95000457763672,1.9703380101008063
25786,Zaragoza,2022-01,1.3868908393925896,0.2150000035762787,182.34500122070312,6.469640152349825
25789,Las Palmas,2022-01,3.7095084327641112,0.1600000113248825,130.41500854492188,10.537765853684588
25790,Santa Cruz de Tenerife,2022-01,2.886929509835797,0.08749999850988388,111.76249694824219,7.767893115261317
25791,Cantabria,2022-01,1.645207061303157,0.1875,112.81749725341797,4.669273687800482
25801,Albacete,2022-01,0.7009117036711624,0.2474999874830246,72.3499984741211,2.2374479499515934
25802,Ciudad Real,2022-01,0.7990154094544584,0.2175000011920929,268.7724914550781,3.9284877254441724
25803,Cuenca,2022-01,0.6682071122127801,0.23499999940395355,63.525001525878906,1.8055244595231916
25804,Guadalajara,2022-01,0.8383620564537502,0.2224999964237213,60.970001220703125,2.8503456065275428
25805,Toledo,2022-01,1.3346341683269165,0.23999999463558197,85.08000183105469,3.8087301620892138
25792,Ávila,2022-01,0.7302199952145477,0.24500000476837158,46.494998931884766,1.7033239741363508
25793,Burgos,2022-01,0.826423570223055,0.2224999964237213,130.6999969482422,3.59891706661806
25794,León,2022-01,0.9255393936281082,0.19499999284744263,188.9375,3.2267654672222297
25795,Palencia,2022-01,0.7740560635922763,0.20749999582767487,95.0,2.836420056902769
