Codigo,Nombre,Consumo eléctrico,Total
14006,Añora,Viviendas totales,1250
14006,Añora,Viviendas vacías,192
14006,Añora,Mediana consumo anual,2268
14006,Añora,Viviendas con bajo consumo,88
14006,Añora,Viviendas de uso esporádico,159
14006,Añora,Viviendas de uso esporádico (entre 251 y 500 kwh),79
14006,Añora,Viviendas de uso esporádico (entre 501 y 750 kwh),80
14006,Añora,Viviendas con consumo entre 751 y 1.000 kwh,60
14006,Añora,Viviendas con consumo entre 1.001 y 2.000 kwh,220
14006,Añora,Viviendas con consumo entre 2.001 y 3.000 kwh,192
14006,Añora,Viviendas con consumo entre 3.001 y 4.000 kwh,151
14006,Añora,Viviendas con consumo entre 4.001 y 5.000 kwh,81
14006,Añora,Viviendas con consumo entre 5.001 y 6.000 kwh,41
14006,Añora,Viviendas con consumo entre 6.001 y 7.000 kwh,22
14006,Añora,Viviendas con consumo entre 7.001 y 8.000 kwh,13
14006,Añora,Viviendas con consumo entre 8.001 y 9.000 kwh,8
14006,Añora,Viviendas con consumo entre 9.001 y 10.000 kwh,5
14006,Añora,Viviendas con consumo mayor de 10.000 kwh,18
14007,Baena,Viviendas totales,9842
14007,Baena,Viviendas vacías,1656
14007,Baena,Mediana consumo anual,2774
14007,Baena,Viviendas con bajo consumo,334
14007,Baena,Viviendas de uso esporádico,807
14007,Baena,Viviendas de uso esporádico (entre 251 y 500 kwh),446
14007,Baena,Viviendas de uso esporádico (entre 501 y 750 kwh),361
14007,Baena,Viviendas con consumo entre 751 y 1.000 kwh,367
14007,Baena,Viviendas con consumo entre 1.001 y 2.000 kwh,1495
14007,Baena,Viviendas con consumo entre 2.001 y 3.000 kwh,1651
14007,Baena,Viviendas con consumo entre 3.001 y 4.000 kwh,1292
14007,Baena,Viviendas con consumo entre 4.001 y 5.000 kwh,929
14007,Baena,Viviendas con consumo entre 5.001 y 6.000 kwh,536
14007,Baena,Viviendas con consumo entre 6.001 y 7.000 kwh,313
14007,Baena,Viviendas con consumo entre 7.001 y 8.000 kwh,169
14007,Baena,Viviendas con consumo entre 8.001 y 9.000 kwh,95
14007,Baena,Viviendas con consumo entre 9.001 y 10.000 kwh,67
14007,Baena,Viviendas con consumo mayor de 10.000 kwh,131
14008,Belalcázar,Viviendas totales,2617
14008,Belalcázar,Viviendas vacías,692
14008,Belalcázar,Mediana consumo anual,2077
14008,Belalcázar,Viviendas con bajo consumo,170
14008,Belalcázar,Viviendas de uso esporádico,328
14008,Belalcázar,Viviendas de uso esporádico (entre 251 y 500 kwh),187
14008,Belalcázar,Viviendas de uso esporádico (entre 501 y 750 kwh),141
14008,Belalcázar,Viviendas con consumo entre 751 y 1.000 kwh,119
14008,Belalcázar,Viviendas con consumo entre 1.001 y 2.000 kwh,404
14008,Belalcázar,Viviendas con consumo entre 2.001 y 3.000 kwh,317
14008,Belalcázar,Viviendas con consumo entre 3.001 y 4.000 kwh,230
14008,Belalcázar,Viviendas con consumo entre 4.001 y 5.000 kwh,155
14008,Belalcázar,Viviendas con consumo entre 5.001 y 6.000 kwh,73
14008,Belalcázar,Viviendas con consumo entre 6.001 y 7.000 kwh,37
14008,Belalcázar,Viviendas con consumo entre 7.001 y 8.000 kwh,32
14008,Belalcázar,Viviendas con consumo entre 8.001 y 9.000 kwh,14
14008,Belalcázar,Viviendas con consumo entre 9.001 y 10.000 kwh,14
14008,Belalcázar,Viviendas con consumo mayor de 10.000 kwh,32
14009,Belmez,Viviendas totales,2156
14009,Belmez,Viviendas vacías,505
14009,Belmez,Mediana consumo anual,2126
14009,Belmez,Viviendas con bajo consumo,114
14009,Belmez,Viviendas de uso esporádico,233
14009,Belmez,Viviendas de uso esporádico (entre 251 y 500 kwh),132
14009,Belmez,Viviendas de uso esporádico (entre 501 y 750 kwh),101
14009,Belmez,Viviendas con consumo entre 751 y 1.000 kwh,105
14009,Belmez,Viviendas con consumo entre 1.001 y 2.000 kwh,373
14009,Belmez,Viviendas con consumo entre 2.001 y 3.000 kwh,298
14009,Belmez,Viviendas con consumo entre 3.001 y 4.000 kwh,187
14009,Belmez,Viviendas con consumo entre 4.001 y 5.000 kwh,123
14009,Belmez,Viviendas con consumo entre 5.001 y 6.000 kwh,75
14009,Belmez,Viviendas con consumo entre 6.001 y 7.000 kwh,43
14009,Belmez,Viviendas con consumo entre 7.001 y 8.000 kwh,32
14009,Belmez,Viviendas con consumo entre 8.001 y 9.000 kwh,19
14009,Belmez,Viviendas con consumo entre 9.001 y 10.000 kwh,16
14009,Belmez,Viviendas con consumo mayor de 10.000 kwh,33
14010,Benamejí,Viviendas totales,2691
14010,Benamejí,Viviendas vacías,435
14010,Benamejí,Mediana consumo anual,2874
14010,Benamejí,Viviendas con bajo consumo,114
14010,Benamejí,Viviendas de uso esporádico,251
14010,Benamejí,Viviendas de uso esporádico (entre 251 y 500 kwh),127
14010,Benamejí,Viviendas de uso esporádico (entre 501 y 750 kwh),124
14010,Benamejí,Viviendas con consumo entre 751 y 1.000 kwh,119
14010,Benamejí,Viviendas con consumo entre 1.001 y 2.000 kwh,382
14010,Benamejí,Viviendas con consumo entre 2.001 y 3.000 kwh,361
14010,Benamejí,Viviendas con consumo entre 3.001 y 4.000 kwh,376
14010,Benamejí,Viviendas con consumo entre 4.001 y 5.000 kwh,260
14010,Benamejí,Viviendas con consumo entre 5.001 y 6.000 kwh,181
14010,Benamejí,Viviendas con consumo entre 6.001 y 7.000 kwh,80
14010,Benamejí,Viviendas con consumo entre 7.001 y 8.000 kwh,50
14010,Benamejí,Viviendas con consumo entre 8.001 y 9.000 kwh,29
14010,Benamejí,Viviendas con consumo entre 9.001 y 10.000 kwh,16
14010,Benamejí,Viviendas con consumo mayor de 10.000 kwh,37
14012,Bujalance,Viviendas totales,3509
14012,Bujalance,Viviendas vacías,476
14012,Bujalance,Mediana consumo anual,3111
14012,Bujalance,Viviendas con bajo consumo,104
14012,Bujalance,Viviendas de uso esporádico,300
14012,Bujalance,Viviendas de uso esporádico (entre 251 y 500 kwh),165
14012,Bujalance,Viviendas de uso esporádico (entre 501 y 750 kwh),135
14012,Bujalance,Viviendas con consumo entre 751 y 1.000 kwh,129
14012,Bujalance,Viviendas con consumo entre 1.001 y 2.000 kwh,487
14012,Bujalance,Viviendas con consumo entre 2.001 y 3.000 kwh,495
14012,Bujalance,Viviendas con consumo entre 3.001 y 4.000 kwh,461
14012,Bujalance,Viviendas con consumo entre 4.001 y 5.000 kwh,370
14012,Bujalance,Viviendas con consumo entre 5.001 y 6.000 kwh,268
14012,Bujalance,Viviendas con consumo entre 6.001 y 7.000 kwh,170
14012,Bujalance,Viviendas con consumo entre 7.001 y 8.000 kwh,107
14012,Bujalance,Viviendas con consumo entre 8.001 y 9.000 kwh,36
14012,Bujalance,Viviendas con consumo entre 9.001 y 10.000 kwh,35
14012,Bujalance,Viviendas con consumo mayor de 10.000 kwh,71
14013,Cabra,Viviendas totales,10928
14013,Cabra,Viviendas vacías,1205
14013,Cabra,Mediana consumo anual,2852
14013,Cabra,Viviendas con bajo consumo,332
14013,Cabra,Viviendas de uso esporádico,903
14013,Cabra,Viviendas de uso esporádico (entre 251 y 500 kwh),462
14013,Cabra,Viviendas de uso esporádico (entre 501 y 750 kwh),441
14013,Cabra,Viviendas con consumo entre 751 y 1.000 kwh,422
14013,Cabra,Viviendas con consumo entre 1.001 y 2.000 kwh,1733
14013,Cabra,Viviendas con consumo entre 2.001 y 3.000 kwh,1924
14013,Cabra,Viviendas con consumo entre 3.001 y 4.000 kwh,1747
14013,Cabra,Viviendas con consumo entre 4.001 y 5.000 kwh,1125
14013,Cabra,Viviendas con consumo entre 5.001 y 6.000 kwh,661
14013,Cabra,Viviendas con consumo entre 6.001 y 7.000 kwh,344
14013,Cabra,Viviendas con consumo entre 7.001 y 8.000 kwh,205
14013,Cabra,Viviendas con consumo entre 8.001 y 9.000 kwh,111
14013,Cabra,Viviendas con consumo entre 9.001 y 10.000 kwh,72
14013,Cabra,Viviendas con consumo mayor de 10.000 kwh,144
14014,Cañete de las Torres,Viviendas totales,1734
14014,Cañete de las Torres,Viviendas vacías,254
14014,Cañete de las Torres,Mediana consumo anual,3373
14014,Cañete de las Torres,Viviendas con bajo consumo,50
14014,Cañete de las Torres,Viviendas de uso esporádico,145
14014,Cañete de las Torres,Viviendas de uso esporádico (entre 251 y 500 kwh),77
14014,Cañete de las Torres,Viviendas de uso esporádico (entre 501 y 750 kwh),68
14014,Cañete de las Torres,Viviendas con consumo entre 751 y 1.000 kwh,40
14014,Cañete de las Torres,Viviendas con consumo entre 1.001 y 2.000 kwh,219
14014,Cañete de las Torres,Viviendas con consumo entre 2.001 y 3.000 kwh,221
14014,Cañete de las Torres,Viviendas con consumo entre 3.001 y 4.000 kwh,238
14014,Cañete de las Torres,Viviendas con consumo entre 4.001 y 5.000 kwh,207
14014,Cañete de las Torres,Viviendas con consumo entre 5.001 y 6.000 kwh,148
14014,Cañete de las Torres,Viviendas con consumo entre 6.001 y 7.000 kwh,90
14014,Cañete de las Torres,Viviendas con consumo entre 7.001 y 8.000 kwh,50
14014,Cañete de las Torres,Viviendas con consumo entre 8.001 y 9.000 kwh,20
14014,Cañete de las Torres,Viviendas con consumo entre 9.001 y 10.000 kwh,19
14014,Cañete de las Torres,Viviendas con consumo mayor de 10.000 kwh,33
14015,Carcabuey,Viviendas totales,1716
14015,Carcabuey,Viviendas vacías,307
14015,Carcabuey,Mediana consumo anual,2447
14015,Carcabuey,Viviendas con bajo consumo,90
14015,Carcabuey,Viviendas de uso esporádico,228
14015,Carcabuey,Viviendas de uso esporádico (entre 251 y 500 kwh),119
14015,Carcabuey,Viviendas de uso esporádico (entre 501 y 750 kwh),109
14015,Carcabuey,Viviendas con consumo entre 751 y 1.000 kwh,79
14015,Carcabuey,Viviendas con consumo entre 1.001 y 2.000 kwh,243
14015,Carcabuey,Viviendas con consumo entre 2.001 y 3.000 kwh,249
14015,Carcabuey,Viviendas con consumo entre 3.001 y 4.000 kwh,166
14015,Carcabuey,Viviendas con consumo entre 4.001 y 5.000 kwh,144
14015,Carcabuey,Viviendas con consumo entre 5.001 y 6.000 kwh,83
14015,Carcabuey,Viviendas con consumo entre 6.001 y 7.000 kwh,46
14015,Carcabuey,Viviendas con consumo entre 7.001 y 8.000 kwh,26
14015,Carcabuey,Viviendas con consumo entre 8.001 y 9.000 kwh,19
14015,Carcabuey,Viviendas con consumo entre 9.001 y 10.000 kwh,13
14015,Carcabuey,Viviendas con consumo mayor de 10.000 kwh,23
14016,Cardeña,Viviendas totales,1629
14016,Cardeña,Viviendas vacías,707
14016,Cardeña,Mediana consumo anual,1882
14016,Cardeña,Viviendas con bajo consumo,87
14016,Cardeña,Viviendas de uso esporádico,157
14016,Cardeña,Viviendas de uso esporádico (entre 251 y 500 kwh),83
14016,Cardeña,Viviendas de uso esporádico (entre 501 y 750 kwh),74
14016,Cardeña,Viviendas con consumo entre 751 y 1.000 kwh,67
14016,Cardeña,Viviendas con consumo entre 1.001 y 2.000 kwh,216
14016,Cardeña,Viviendas con consumo entre 2.001 y 3.000 kwh,157
14016,Cardeña,Viviendas con consumo entre 3.001 y 4.000 kwh,113
14016,Cardeña,Viviendas con consumo entre 4.001 y 5.000 kwh,58
14016,Cardeña,Viviendas con consumo entre 5.001 y 6.000 kwh,32
14016,Cardeña,Viviendas con consumo entre 6.001 y 7.000 kwh,13
14016,Cardeña,Viviendas con consumo entre 7.001 y 8.000 kwh,6
14016,Cardeña,Viviendas con consumo entre 8.001 y 9.000 kwh,4
14016,Cardeña,Viviendas con consumo entre 9.001 y 10.000 kwh,1
14016,Cardeña,Viviendas con consumo mayor de 10.000 kwh,11
14017,"Carlota, La",Viviendas totales,7327
14017,"Carlota, La",Viviendas vacías,767
14017,"Carlota, La",Mediana consumo anual,3186
14017,"Carlota, La",Viviendas con bajo consumo,131
14017,"Carlota, La",Viviendas de uso esporádico,555
14017,"Carlota, La",Viviendas de uso esporádico (entre 251 y 500 kwh),291
14017,"Carlota, La",Viviendas de uso esporádico (entre 501 y 750 kwh),264
14017,"Carlota, La",Viviendas con consumo entre 751 y 1.000 kwh,246
14017,"Carlota, La",Viviendas con consumo entre 1.001 y 2.000 kwh,1087
14017,"Carlota, La",Viviendas con consumo entre 2.001 y 3.000 kwh,1145
14017,"Carlota, La",Viviendas con consumo entre 3.001 y 4.000 kwh,1076
14017,"Carlota, La",Viviendas con consumo entre 4.001 y 5.000 kwh,852
14017,"Carlota, La",Viviendas con consumo entre 5.001 y 6.000 kwh,572
14017,"Carlota, La",Viviendas con consumo entre 6.001 y 7.000 kwh,355
14017,"Carlota, La",Viviendas con consumo entre 7.001 y 8.000 kwh,210
14017,"Carlota, La",Viviendas con consumo entre 8.001 y 9.000 kwh,107
14017,"Carlota, La",Viviendas con consumo entre 9.001 y 10.000 kwh,85
14017,"Carlota, La",Viviendas con consumo mayor de 10.000 kwh,139
14018,"Carpio, El",Viviendas totales,2334
14018,"Carpio, El",Viviendas vacías,370
14018,"Carpio, El",Mediana consumo anual,3682
14018,"Carpio, El",Viviendas con bajo consumo,45
14018,"Carpio, El",Viviendas de uso esporádico,140
14018,"Carpio, El",Viviendas de uso esporádico (entre 251 y 500 kwh),81
14018,"Carpio, El",Viviendas de uso esporádico (entre 501 y 750 kwh),59
14018,"Carpio, El",Viviendas con consumo entre 751 y 1.000 kwh,72
14018,"Carpio, El",Viviendas con consumo entre 1.001 y 2.000 kwh,252
14018,"Carpio, El",Viviendas con consumo entre 2.001 y 3.000 kwh,275
14018,"Carpio, El",Viviendas con consumo entre 3.001 y 4.000 kwh,321
14018,"Carpio, El",Viviendas con consumo entre 4.001 y 5.000 kwh,290
14018,"Carpio, El",Viviendas con consumo entre 5.001 y 6.000 kwh,212
14018,"Carpio, El",Viviendas con consumo entre 6.001 y 7.000 kwh,140
14018,"Carpio, El",Viviendas con consumo entre 7.001 y 8.000 kwh,94
14018,"Carpio, El",Viviendas con consumo entre 8.001 y 9.000 kwh,40
14018,"Carpio, El",Viviendas con consumo entre 9.001 y 10.000 kwh,27
14018,"Carpio, El",Viviendas con consumo mayor de 10.000 kwh,56
14019,Castro del Río,Viviendas totales,3748
14019,Castro del Río,Viviendas vacías,512
14019,Castro del Río,Mediana consumo anual,3230
14019,Castro del Río,Viviendas con bajo consumo,110
14019,Castro del Río,Viviendas de uso esporádico,305
14019,Castro del Río,Viviendas de uso esporádico (entre 251 y 500 kwh),161
14019,Castro del Río,Viviendas de uso esporádico (entre 501 y 750 kwh),144
14019,Castro del Río,Viviendas con consumo entre 751 y 1.000 kwh,134
14019,Castro del Río,Viviendas con consumo entre 1.001 y 2.000 kwh,534
14019,Castro del Río,Viviendas con consumo entre 2.001 y 3.000 kwh,477
14019,Castro del Río,Viviendas con consumo entre 3.001 y 4.000 kwh,505
14019,Castro del Río,Viviendas con consumo entre 4.001 y 5.000 kwh,436
14019,Castro del Río,Viviendas con consumo entre 5.001 y 6.000 kwh,271
14019,Castro del Río,Viviendas con consumo entre 6.001 y 7.000 kwh,177
14019,Castro del Río,Viviendas con consumo entre 7.001 y 8.000 kwh,111
14019,Castro del Río,Viviendas con consumo entre 8.001 y 9.000 kwh,70
14019,Castro del Río,Viviendas con consumo entre 9.001 y 10.000 kwh,35
14019,Castro del Río,Viviendas con consumo mayor de 10.000 kwh,71
14021,Córdoba,Viviendas totales,155400
14021,Córdoba,Viviendas vacías,10054
14021,Córdoba,Mediana consumo anual,3156
14021,Córdoba,Viviendas con bajo consumo,2094
14021,Córdoba,Viviendas de uso esporádico,8220
14021,Córdoba,Viviendas de uso esporádico (entre 251 y 500 kwh),3973
14021,Córdoba,Viviendas de uso esporádico (entre 501 y 750 kwh),4247
14021,Córdoba,Viviendas con consumo entre 751 y 1.000 kwh,4627
14021,Córdoba,Viviendas con consumo entre 1.001 y 2.000 kwh,24214
14021,Córdoba,Viviendas con consumo entre 2.001 y 3.000 kwh,30032
14021,Córdoba,Viviendas con consumo entre 3.001 y 4.000 kwh,27198
14021,Córdoba,Viviendas con consumo entre 4.001 y 5.000 kwh,19665
14021,Córdoba,Viviendas con consumo entre 5.001 y 6.000 kwh,12205
14021,Córdoba,Viviendas con consumo entre 6.001 y 7.000 kwh,6886
14021,Córdoba,Viviendas con consumo entre 7.001 y 8.000 kwh,3938
14021,Córdoba,Viviendas con consumo entre 8.001 y 9.000 kwh,2129
14021,Córdoba,Viviendas con consumo entre 9.001 y 10.000 kwh,1258
14021,Córdoba,Viviendas con consumo mayor de 10.000 kwh,2880
14022,Doña Mencía,Viviendas totales,2302
14022,Doña Mencía,Viviendas vacías,309
14022,Doña Mencía,Mediana consumo anual,2771
14022,Doña Mencía,Viviendas con bajo consumo,75
14022,Doña Mencía,Viviendas de uso esporádico,228
14022,Doña Mencía,Viviendas de uso esporádico (entre 251 y 500 kwh),122
14022,Doña Mencía,Viviendas de uso esporádico (entre 501 y 750 kwh),106
14022,Doña Mencía,Viviendas con consumo entre 751 y 1.000 kwh,100
14022,Doña Mencía,Viviendas con consumo entre 1.001 y 2.000 kwh,321
14022,Doña Mencía,Viviendas con consumo entre 2.001 y 3.000 kwh,406
14022,Doña Mencía,Viviendas con consumo entre 3.001 y 4.000 kwh,373
14022,Doña Mencía,Viviendas con consumo entre 4.001 y 5.000 kwh,214
14022,Doña Mencía,Viviendas con consumo entre 5.001 y 6.000 kwh,138
14022,Doña Mencía,Viviendas con consumo entre 6.001 y 7.000 kwh,54
14022,Doña Mencía,Viviendas con consumo entre 7.001 y 8.000 kwh,37
14022,Doña Mencía,Viviendas con consumo entre 8.001 y 9.000 kwh,12
14022,Doña Mencía,Viviendas con consumo entre 9.001 y 10.000 kwh,11
14022,Doña Mencía,Viviendas con consumo mayor de 10.000 kwh,24
14023,Dos Torres,Viviendas totales,1616
14023,Dos Torres,Viviendas vacías,315
14023,Dos Torres,Mediana consumo anual,1982
14023,Dos Torres,Viviendas con bajo consumo,143
14023,Dos Torres,Viviendas de uso esporádico,215
14023,Dos Torres,Viviendas de uso esporádico (entre 251 y 500 kwh),111
14023,Dos Torres,Viviendas de uso esporádico (entre 501 y 750 kwh),104
14023,Dos Torres,Viviendas con consumo entre 751 y 1.000 kwh,75
14023,Dos Torres,Viviendas con consumo entre 1.001 y 2.000 kwh,294
14023,Dos Torres,Viviendas con consumo entre 2.001 y 3.000 kwh,220
14023,Dos Torres,Viviendas con consumo entre 3.001 y 4.000 kwh,155
14023,Dos Torres,Viviendas con consumo entre 4.001 y 5.000 kwh,73
14023,Dos Torres,Viviendas con consumo entre 5.001 y 6.000 kwh,50
14023,Dos Torres,Viviendas con consumo entre 6.001 y 7.000 kwh,21
14023,Dos Torres,Viviendas con consumo entre 7.001 y 8.000 kwh,14
14023,Dos Torres,Viviendas con consumo entre 8.001 y 9.000 kwh,12
14023,Dos Torres,Viviendas con consumo entre 9.001 y 10.000 kwh,9
14023,Dos Torres,Viviendas con consumo mayor de 10.000 kwh,20
14024,Encinas Reales,Viviendas totales,1327
14024,Encinas Reales,Viviendas vacías,239
14024,Encinas Reales,Mediana consumo anual,2901
14024,Encinas Reales,Viviendas con bajo consumo,51
14024,Encinas Reales,Viviendas de uso esporádico,133
14024,Encinas Reales,Viviendas de uso esporádico (entre 251 y 500 kwh),74
14024,Encinas Reales,Viviendas de uso esporádico (entre 501 y 750 kwh),59
14024,Encinas Reales,Viviendas con consumo entre 751 y 1.000 kwh,45
14024,Encinas Reales,Viviendas con consumo entre 1.001 y 2.000 kwh,189
14024,Encinas Reales,Viviendas con consumo entre 2.001 y 3.000 kwh,176
14024,Encinas Reales,Viviendas con consumo entre 3.001 y 4.000 kwh,180
14024,Encinas Reales,Viviendas con consumo entre 4.001 y 5.000 kwh,138
14024,Encinas Reales,Viviendas con consumo entre 5.001 y 6.000 kwh,72
14024,Encinas Reales,Viviendas con consumo entre 6.001 y 7.000 kwh,40
14024,Encinas Reales,Viviendas con consumo entre 7.001 y 8.000 kwh,23
14024,Encinas Reales,Viviendas con consumo entre 8.001 y 9.000 kwh,17
14024,Encinas Reales,Viviendas con consumo entre 9.001 y 10.000 kwh,6
14024,Encinas Reales,Viviendas con consumo mayor de 10.000 kwh,18
14025,Espejo,Viviendas totales,1829
14025,Espejo,Viviendas vacías,303
14025,Espejo,Mediana consumo anual,2834
14025,Espejo,Viviendas con bajo consumo,54
14025,Espejo,Viviendas de uso esporádico,151
14025,Espejo,Viviendas de uso esporádico (entre 251 y 500 kwh),81
14025,Espejo,Viviendas de uso esporádico (entre 501 y 750 kwh),70
14025,Espejo,Viviendas con consumo entre 751 y 1.000 kwh,75
14025,Espejo,Viviendas con consumo entre 1.001 y 2.000 kwh,271
14025,Espejo,Viviendas con consumo entre 2.001 y 3.000 kwh,281
14025,Espejo,Viviendas con consumo entre 3.001 y 4.000 kwh,274
14025,Espejo,Viviendas con consumo entre 4.001 y 5.000 kwh,172
14025,Espejo,Viviendas con consumo entre 5.001 y 6.000 kwh,107
14025,Espejo,Viviendas con consumo entre 6.001 y 7.000 kwh,48
14025,Espejo,Viviendas con consumo entre 7.001 y 8.000 kwh,34
14025,Espejo,Viviendas con consumo entre 8.001 y 9.000 kwh,24
14025,Espejo,Viviendas con consumo entre 9.001 y 10.000 kwh,9
14025,Espejo,Viviendas con consumo mayor de 10.000 kwh,26
14026,Espiel,Viviendas totales,1393
14026,Espiel,Viviendas vacías,181
14026,Espiel,Mediana consumo anual,2629
14026,Espiel,Viviendas con bajo consumo,55
14026,Espiel,Viviendas de uso esporádico,151
14026,Espiel,Viviendas de uso esporádico (entre 251 y 500 kwh),75
14026,Espiel,Viviendas de uso esporádico (entre 501 y 750 kwh),76
14026,Espiel,Viviendas con consumo entre 751 y 1.000 kwh,68
14026,Espiel,Viviendas con consumo entre 1.001 y 2.000 kwh,231
14026,Espiel,Viviendas con consumo entre 2.001 y 3.000 kwh,217
14026,Espiel,Viviendas con consumo entre 3.001 y 4.000 kwh,169
14026,Espiel,Viviendas con consumo entre 4.001 y 5.000 kwh,130
14026,Espiel,Viviendas con consumo entre 5.001 y 6.000 kwh,83
14026,Espiel,Viviendas con consumo entre 6.001 y 7.000 kwh,37
14026,Espiel,Viviendas con consumo entre 7.001 y 8.000 kwh,30
14026,Espiel,Viviendas con consumo entre 8.001 y 9.000 kwh,17
14026,Espiel,Viviendas con consumo entre 9.001 y 10.000 kwh,4
14026,Espiel,Viviendas con consumo mayor de 10.000 kwh,20
14027,Fernán-Núñez,Viviendas totales,5132
14027,Fernán-Núñez,Viviendas vacías,982
14027,Fernán-Núñez,Mediana consumo anual,3054
14027,Fernán-Núñez,Viviendas con bajo consumo,175
14027,Fernán-Núñez,Viviendas de uso esporádico,472
14027,Fernán-Núñez,Viviendas de uso esporádico (entre 251 y 500 kwh),262
14027,Fernán-Núñez,Viviendas de uso esporádico (entre 501 y 750 kwh),210
14027,Fernán-Núñez,Viviendas con consumo entre 751 y 1.000 kwh,154
14027,Fernán-Núñez,Viviendas con consumo entre 1.001 y 2.000 kwh,682
14027,Fernán-Núñez,Viviendas con consumo entre 2.001 y 3.000 kwh,640
14027,Fernán-Núñez,Viviendas con consumo entre 3.001 y 4.000 kwh,653
14027,Fernán-Núñez,Viviendas con consumo entre 4.001 y 5.000 kwh,496
14027,Fernán-Núñez,Viviendas con consumo entre 5.001 y 6.000 kwh,348
14027,Fernán-Núñez,Viviendas con consumo entre 6.001 y 7.000 kwh,218
14027,Fernán-Núñez,Viviendas con consumo entre 7.001 y 8.000 kwh,142
14027,Fernán-Núñez,Viviendas con consumo entre 8.001 y 9.000 kwh,66
14027,Fernán-Núñez,Viviendas con consumo entre 9.001 y 10.000 kwh,40
14027,Fernán-Núñez,Viviendas con consumo mayor de 10.000 kwh,64
14029,Fuente Obejuna,Viviendas totales,3804
14029,Fuente Obejuna,Viviendas vacías,1083
14029,Fuente Obejuna,Mediana consumo anual,1994
14029,Fuente Obejuna,Viviendas con bajo consumo,247
14029,Fuente Obejuna,Viviendas de uso esporádico,453
14029,Fuente Obejuna,Viviendas de uso esporádico (entre 251 y 500 kwh),246
14029,Fuente Obejuna,Viviendas de uso esporádico (entre 501 y 750 kwh),207
14029,Fuente Obejuna,Viviendas con consumo entre 751 y 1.000 kwh,177
14029,Fuente Obejuna,Viviendas con consumo entre 1.001 y 2.000 kwh,613
14029,Fuente Obejuna,Viviendas con consumo entre 2.001 y 3.000 kwh,488
14029,Fuente Obejuna,Viviendas con consumo entre 3.001 y 4.000 kwh,323
14029,Fuente Obejuna,Viviendas con consumo entre 4.001 y 5.000 kwh,187
14029,Fuente Obejuna,Viviendas con consumo entre 5.001 y 6.000 kwh,80
14029,Fuente Obejuna,Viviendas con consumo entre 6.001 y 7.000 kwh,55
14029,Fuente Obejuna,Viviendas con consumo entre 7.001 y 8.000 kwh,23
14029,Fuente Obejuna,Viviendas con consumo entre 8.001 y 9.000 kwh,18
14029,Fuente Obejuna,Viviendas con consumo entre 9.001 y 10.000 kwh,11
14029,Fuente Obejuna,Viviendas con consumo mayor de 10.000 kwh,46
14030,Fuente Palmera,Viviendas totales,5012
14030,Fuente Palmera,Viviendas vacías,407
14030,Fuente Palmera,Mediana consumo anual,3267
14030,Fuente Palmera,Viviendas con bajo consumo,90
14030,Fuente Palmera,Viviendas de uso esporádico,364
14030,Fuente Palmera,Viviendas de uso esporádico (entre 251 y 500 kwh),211
14030,Fuente Palmera,Viviendas de uso esporádico (entre 501 y 750 kwh),153
14030,Fuente Palmera,Viviendas con consumo entre 751 y 1.000 kwh,158
14030,Fuente Palmera,Viviendas con consumo entre 1.001 y 2.000 kwh,704
14030,Fuente Palmera,Viviendas con consumo entre 2.001 y 3.000 kwh,824
14030,Fuente Palmera,Viviendas con consumo entre 3.001 y 4.000 kwh,793
14030,Fuente Palmera,Viviendas con consumo entre 4.001 y 5.000 kwh,653
14030,Fuente Palmera,Viviendas con consumo entre 5.001 y 6.000 kwh,433
14030,Fuente Palmera,Viviendas con consumo entre 6.001 y 7.000 kwh,252
14030,Fuente Palmera,Viviendas con consumo entre 7.001 y 8.000 kwh,140
14030,Fuente Palmera,Viviendas con consumo entre 8.001 y 9.000 kwh,72
14030,Fuente Palmera,Viviendas con consumo entre 9.001 y 10.000 kwh,42
14030,Fuente Palmera,Viviendas con consumo mayor de 10.000 kwh,80
14033,Guadalcázar,Viviendas totales,833
14033,Guadalcázar,Viviendas vacías,139
14033,Guadalcázar,Mediana consumo anual,3398
14033,Guadalcázar,Viviendas con bajo consumo,14
14033,Guadalcázar,Viviendas de uso esporádico,54
14033,Guadalcázar,Viviendas de uso esporádico (entre 251 y 500 kwh),22
14033,Guadalcázar,Viviendas de uso esporádico (entre 501 y 750 kwh),32
14033,Guadalcázar,Viviendas con consumo entre 751 y 1.000 kwh,26
14033,Guadalcázar,Viviendas con consumo entre 1.001 y 2.000 kwh,100
14033,Guadalcázar,Viviendas con consumo entre 2.001 y 3.000 kwh,106
14033,Guadalcázar,Viviendas con consumo entre 3.001 y 4.000 kwh,131
14033,Guadalcázar,Viviendas con consumo entre 4.001 y 5.000 kwh,95
14033,Guadalcázar,Viviendas con consumo entre 5.001 y 6.000 kwh,75
14033,Guadalcázar,Viviendas con consumo entre 6.001 y 7.000 kwh,40
14033,Guadalcázar,Viviendas con consumo entre 7.001 y 8.000 kwh,20
14033,Guadalcázar,Viviendas con consumo entre 8.001 y 9.000 kwh,14
14033,Guadalcázar,Viviendas con consumo entre 9.001 y 10.000 kwh,2
14033,Guadalcázar,Viviendas con consumo mayor de 10.000 kwh,17
14035,Hinojosa del Duque,Viviendas totales,4973
14035,Hinojosa del Duque,Viviendas vacías,1249
14035,Hinojosa del Duque,Mediana consumo anual,2122
14035,Hinojosa del Duque,Viviendas con bajo consumo,315
