cod_prov,NombreProvincia,year,PoblacionProvincial
26,La Rioja,2010,193745.0
26,La Rioja,2011,192727.0
26,La Rioja,2012,191316.0
26,La Rioja,2013,188878.0
26,La Rioja,2014,186117.0
26,La Rioja,2015,183885.0
26,La Rioja,2016,181057.0
26,La Rioja,2017,178243.0
26,La Rioja,2018,175662.0
26,La Rioja,2019,173318.0
26,La Rioja,2020,171301.0
26,La Rioja,2021,169165.0
26,La Rioja,2022,167868.0
26,La Rioja,2023,166927.0
26,La Rioja,2024,166253.0
09,Burgos,1990,839141.0
09,Burgos,1991,837748.0
09,Burgos,1992,839426.0
09,Burgos,1993,842352.0
09,Burgos,1994,844561.0
09,Burgos,1995,846910.0
09,Burgos,1996,848946.0
09,Burgos,1997,851017.0
09,Burgos,1998,853046.0
09,Burgos,1999,854746.0
09,Burgos,2000,856527.0
09,Burgos,2001,859136.0
09,Burgos,2002,867473.0
09,Burgos,2003,878629.0
09,Burgos,2004,887654.0
09,Burgos,2005,900705.0
09,Burgos,2006,915041.0
09,Burgos,2007,930532.0
09,Burgos,2008,955319.0
09,Burgos,2009,969879.0
09,Burgos,2010,972287.0
09,Burgos,2011,973433.0
09,Burgos,2012,975054.0
09,Burgos,2013,971807.0
09,Burgos,2014,967541.0
09,Burgos,2015,965052.0
09,Burgos,2016,960170.0
09,Burgos,2017,959338.0
09,Burgos,2018,958391.0
09,Burgos,2019,965673.0
09,Burgos,2020,973740.0
09,Burgos,2021,973684.0
09,Burgos,2022,968886.0
09,Burgos,2023,979365.0
09,Burgos,2024,987763.0
11,Cádiz,1990,272041.0
11,Cádiz,1991,272499.0
11,Cádiz,1992,273726.0
11,Cádiz,1993,275212.0
11,Cádiz,1994,276638.0
11,Cádiz,1995,277795.0
11,Cádiz,1996,278897.0
11,Cádiz,1997,280128.0
11,Cádiz,1998,281403.0
11,Cádiz,1999,282637.0
11,Cádiz,2000,283795.0
11,Cádiz,2001,285198.0
11,Cádiz,2002,286646.0
11,Cádiz,2003,290747.0
11,Cádiz,2004,294301.0
11,Cádiz,2005,298832.0
11,Cádiz,2006,302491.0
11,Cádiz,2007,306482.0
11,Cádiz,2008,310940.0
11,Cádiz,2009,315284.0
11,Cádiz,2010,317733.0
11,Cádiz,2011,319847.0
11,Cádiz,2012,320564.0
11,Cádiz,2013,320199.0
11,Cádiz,2014,320451.0
11,Cádiz,2015,321541.0
11,Cádiz,2016,322974.0
11,Cádiz,2017,325250.0
11,Cádiz,2018,327763.0
11,Cádiz,2019,330104.0
11,Cádiz,2020,332874.0
11,Cádiz,2021,333485.0
11,Cádiz,2022,333909.0
11,Cádiz,2023,336308.0
11,Cádiz,2024,338594.0
29,Málaga,1990,176093.0
29,Málaga,1991,174732.0
29,Málaga,1992,173776.0
29,Málaga,1993,172921.0
29,Málaga,1994,172131.0
29,Málaga,1995,171183.0
29,Málaga,1996,170224.0
29,Málaga,1997,169195.0
29,Málaga,1998,168108.0
29,Málaga,1999,166790.0
29,Málaga,2000,165615.0
29,Málaga,2001,164465.0
29,Málaga,2002,163191.0
29,Málaga,2003,163545.0
29,Málaga,2004,164656.0
29,Málaga,2005,166158.0
29,Málaga,2006,167953.0
29,Málaga,2007,170208.0
29,Málaga,2008,173293.0
29,Málaga,2009,173817.0
29,Málaga,2010,173371.0
29,Málaga,2011,172776.0
29,Málaga,2012,171365.0
29,Málaga,2013,169373.0
29,Málaga,2014,167265.0
29,Málaga,2015,165694.0
29,Málaga,2016,163669.0
29,Málaga,2017,161782.0
29,Málaga,2018,160104.0
29,Málaga,2019,159237.0
29,Málaga,2020,158819.0
29,Málaga,2021,158898.0
29,Málaga,2022,159103.0
29,Málaga,2023,159764.0
29,Málaga,2024,160463.0
