SOG_ID,LAU_ID,LAU_NAME,AREA_KM2,POP_2023,stations_count,stations_unique,stations_density_km2,stations_with_operator_share,operator_count,stations_per_10k_pop,stations_within_1km_count,stations_within_5km_count,stations_in_muni_plus_1km_count,stations_in_muni_plus_5km_count,min_distance_km_to_station,mean_distance_km_to_station,accessible_count,accessible_share,category_connectivity
ES_03016,03016,Almudaina,12.59055564,111.0,0,0,0.0,0.0,0,0.0,0,1,0,1,4.33572970304888,15.119511016098695,0,0.0,periferico
ES_03018,03018,Altea,697.37837532,24020.0,21,21,0.030112777716062546,0.5714285714285714,12,8.742714404662781,0,21,28,68,1.7223653345057506,14.164046458572813,0,0.0,directo
ES_03019,03019,Aspe,304.6921259,21469.0,1,1,0.0032820014532577717,0.0,0,0.4657878801993572,0,1,2,40,3.339086550210478,13.50739040993211,0,0.0,directo
ES_03020,03020,Balones,10.76342987,121.0,1,1,0.09290718777173582,0.0,0,82.64462809917356,0,2,1,2,1.7055297812667756,16.298339176393657,0,0.0,directo
ES_03021,03021,Banyeres de Mariola,144.27492813,7255.0,1,1,0.006931211215707157,0.0,0,1.3783597518952446,0,1,1,2,2.6963256168389833,17.289753475295164,0,0.0,directo
ES_03022,03022,Benasau,19.12591952,173.0,0,0,0.0,0.0,0,0.0,0,2,0,4,2.90742379167551,15.092949889002798,0,0.0,periferico
ES_03023,03023,Beneixama,48.80231662,1704.0,0,0,0.0,0.0,0,0.0,0,0,0,5,8.319816651612543,14.462960572522336,0,0.0,periferico
ES_03025,03025,Benferri,162.99064616,2016.0,2,2,0.01227064280754306,0.0,0,9.920634920634921,0,2,2,2,2.4703406440189193,15.810555707781209,0,0.0,directo
ES_03026,03026,Beniarbeig,323.28267308,2394.0,6,6,0.01855960897265667,0.0,0,25.06265664160401,2,31,8,36,0.980322977392136,11.46293715830367,0,0.0,directo
ES_03027,03027,Beniardà,16.15153062,254.0,0,0,0.0,0.0,0,0.0,0,7,2,8,2.8213042335202103,15.197983822673386,0,0.0,funcional
ES_03029,03029,Benigembla,29.69387579,548.0,1,1,0.03367697794225871,0.0,0,18.248175182481752,0,1,1,8,1.1705055358161356,14.812987338302841,0,0.0,directo
ES_03030,03030,Benidoleig,166.36500727,1245.0,2,2,0.012021758859145932,0.0,0,16.06425702811245,2,15,2,35,0.15610019517668708,13.431076651523869,0,0.0,directo
ES_03031,03031,Benidorm,1873.57842296,72184.0,237,237,0.1264959059603025,0.8945147679324894,212,32.832760722597804,7,240,285,355,0.6935257971036471,6.277028636172389,3,0.012658227848101266,directo
ES_03032,03032,Benifallim,8.19243882,112.0,0,0,0.0,0.0,0,0.0,0,0,0,0,7.803690676359236,10.923642611933788,0,0.0,aislado
ES_03033,03033,Benifato,11.78553518,140.0,1,1,0.08484977429764883,1.0,1,71.42857142857143,0,5,1,8,2.549306910935793,16.86213861467482,0,0.0,directo
ES_03035,03035,Benilloba,77.40034768,738.0,0,0,0.0,0.0,0,0.0,0,0,0,14,6.725850088368581,9.408328481576003,0,0.0,periferico
ES_03036,03036,Benillup,31.82339984,108.0,0,0,0.0,0.0,0,0.0,0,1,0,25,4.934334119923537,13.004999789227252,0,0.0,periferico
ES_03037,03037,Benimantell,14.15137914,536.0,2,2,0.14132898145219222,0.5,1,37.3134328358209,0,4,5,13,4.240462023121606,16.379878075159695,0,0.0,directo
ES_03039,03039,Benimassot,11.03151389,105.0,0,0,0.0,0.0,0,0.0,0,1,0,2,4.858304828486575,16.531850571446498,0,0.0,periferico
ES_03040,03040,Benimeli,130.06024371,456.0,2,2,0.015377489253822034,0.0,0,43.859649122807014,0,15,8,36,1.2120850012148212,12.55788524547012,0,0.0,directo
ES_03041,03041,Benissa,177.3969585,12372.0,8,8,0.045096601811242434,0.125,1,6.466214031684449,0,3,11,43,2.923135375676217,13.350202351640194,0,0.0,directo
ES_05109,05109,Langa,18.45642582,451.0,0,0,0.0,0.0,0,0.0,0,1,1,3,4.90816307600868,16.86880536883228,0,0.0,funcional
