Id,Name,ContentDate.Start,ContentDate.End,ContentType,ContentLength,OriginDate,@odata.mediaContentType,GeoFootprint.type,GeoFootprint.coordinates
52835f10-3e39-4b0b-80fd-b71908bb5fba,S2C_MSIL2A_20251103T110241_N0511_R094_T30TVK_20251103T144215.SAFE,2025-11-03T11:02:41.025000Z,2025-11-03T11:02:41.025000Z,application/octet-stream,1230991562,2025-11-03T15:33:23.000000Z,application/octet-stream,Polygon,"[[[-4.183172606603149, 40.64479480422486], [-4.166131695553713, 39.655752572676114], [-2.886220085473723, 39.66155122739065], [-2.884556932380293, 40.65079881136531], [-4.183172606603149, 40.64479480422486]]]"
c184e6d1-eeab-456f-b43c-cb42691b18e0,S2C_MSIL2A_20251103T110241_N0511_R094_T30TVL_20251103T144215.SAFE,2025-11-03T11:02:41.025000Z,2025-11-03T11:02:41.025000Z,application/octet-stream,1214345415,2025-11-03T15:33:05.000000Z,application/octet-stream,Polygon,"[[[-4.194206388001289, 41.25479961537002], [-4.181620292199121, 40.556706911840905], [-2.884708435471752, 40.5626923872254], [-2.882968365611183, 41.55178511688993], [-4.105101048924596, 41.546032840927055], [-4.109410390800229, 41.53225590817523], [-4.154826498176767, 41.385214590869566], [-4.194206388001289, 41.25479961537002]]]"
36a8dcda-1b68-4b3a-a0da-d1290276799b,S2B_MSIL2A_20251101T111119_N0511_R137_T30TVL_20251101T135730.SAFE,2025-11-01T11:11:19.024000Z,2025-11-01T11:11:19.024000Z,application/octet-stream,657296496,2025-11-01T14:32:22.000000Z,application/octet-stream,Polygon,"[[[-2.957740584405144, 41.55143318256829], [-4.199449101633379, 41.54558876800179], [-4.181620292199121, 40.556706911840905], [-3.319998096636433, 40.56068344919425], [-3.268911040967225, 40.70303646645322], [-3.215763390914371, 40.84931527466261], [-3.162831143096923, 40.99564262131253], [-3.10977906160577, 41.14203038575152], [-3.055803748376979, 41.28817992427874], [-3.001324548885127, 41.43418822886018], [-2.957740584405144, 41.55143318256829]]]"
6478340b-4929-404f-9ea9-93dcf8cf4f0c,S2B_MSIL2A_20251101T111119_N0511_R137_T30TVK_20251101T135730.SAFE,2025-11-01T11:11:19.024000Z,2025-11-01T11:11:19.024000Z,application/octet-stream,552686368,2025-11-01T14:26:59.000000Z,application/octet-stream,Polygon,"[[[-3.288327818160329, 40.64893202095961], [-4.183172606603149, 40.64479480422486], [-4.166131695553713, 39.655752572676114], [-3.641654242791321, 39.65812872399014], [-3.634292438889903, 39.67894100957076], [-3.582462651985221, 39.82523403241148], [-3.530935071395682, 39.971586594443785], [-3.478849664309231, 40.11786014636558], [-3.426773338029098, 40.26416275245322], [-3.374110258906545, 40.41038218507406], [-3.321444496682672, 40.55665308557183], [-3.288327818160329, 40.64893202095961]]]"
0d0263c2-aa21-4858-9214-70ddcc1cfa25,S2A_MSIL2A_20251029T111211_N0511_R137_T30TVK_20251029T150516.SAFE,2025-10-29T11:12:11.024000Z,2025-10-29T11:12:11.024000Z,application/octet-stream,392916682,2025-10-29T15:50:32.000000Z,application/octet-stream,Polygon,"[[[-3.29448736299633, 40.64890354297963], [-4.183172606603149, 40.64479480422486], [-4.166131695553713, 39.655752572676114], [-3.647477430737574, 39.65810234196815], [-3.636169392822703, 39.6899667486455], [-3.58426878661784, 39.8363064970299], [-3.532675540149392, 39.9826552312912], [-3.480515549610805, 40.12877739027943], [-3.428811881753987, 40.27499191157728], [-3.376435806902359, 40.42109812485028], [-3.323849387565345, 40.56737576737639], [-3.29448736299633, 40.64890354297963]]]"
e63ccea0-a39b-49ce-8b14-4c85533a6769,S2A_MSIL2A_20251029T111211_N0511_R137_T30TVL_20251029T150516.SAFE,2025-10-29T11:12:11.024000Z,2025-10-29T11:12:11.024000Z,application/octet-stream,642502464,2025-10-29T15:51:08.000000Z,application/octet-stream,Polygon,"[[[-2.962791366756143, 41.551409409786245], [-4.199449101633379, 41.54558876800179], [-4.181620292199121, 40.556706911840905], [-3.326265656743738, 40.56065452330654], [-3.323849387565345, 40.56737576737639], [-3.271147891436023, 40.71370885623704], [-3.217823512751568, 40.859983363564616], [-3.164859261313478, 41.006408019735694], [-3.111411016786505, 41.15275637228208], [-3.057070389674047, 41.29888059195884], [-3.00244387530192, 41.44495644711941], [-2.962791366756143, 41.551409409786245]]]"
7ae7438c-f28b-4344-93f3-8c81273fe508,S2B_MSIL2A_20251029T110059_N0511_R094_T30TVL_20251029T150230.SAFE,2025-10-29T11:00:59.024000Z,2025-10-29T11:00:59.024000Z,application/octet-stream,773110223,2025-10-29T15:37:11.000000Z,application/octet-stream,Polygon,"[[[-4.193442160959121, 41.21241146495682], [-4.181620292199121, 40.556706911840905], [-2.884708435471752, 40.5626923872254], [-2.882968365611183, 41.55178511688993], [-4.089433433701199, 41.5461065845129], [-4.103522705447707, 41.50074992417164], [-4.149603155851782, 41.35371427761488], [-4.193442160959121, 41.21241146495682]]]"
f526e050-d360-4cff-83f2-8de26ad0e7aa,S2B_MSIL2A_20251029T110059_N0511_R094_T30TVK_20251029T150230.SAFE,2025-10-29T11:00:59.024000Z,2025-10-29T11:00:59.024000Z,application/octet-stream,718049678,2025-10-29T15:44:17.000000Z,application/octet-stream,Polygon,"[[[-4.183172606603149, 40.64479480422486], [-4.166131695553713, 39.655752572676114], [-2.886220085473723, 39.66155122739065], [-2.884556932380293, 40.65079881136531], [-4.183172606603149, 40.64479480422486]]]"
