osm_id,source_type,name,lat,lon,tags
node/29206752,node,Casa Manolo Cruz,28.5413436,-17.8122016,"{'bus': 'yes', 'name': 'Casa Manolo Cruz', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '209'}"
node/29207000,node,Tigalate Arriba B,28.5540789,-17.8012355,"{'bus': 'yes', 'name': 'Tigalate Arriba B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '963'}"
node/29208741,node,Manuel Crispín B,28.5665155,-17.7847242,"{'bus': 'yes', 'name': 'Manuel Crispín B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '233', 'shelter': 'no'}"
node/29208756,node,La Cruz B,28.5711881,-17.7800073,"{'bus': 'yes', 'name': 'La Cruz B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '234'}"
node/29208773,node,Belmaco,28.57397,-17.7778984,"{'bus': 'yes', 'name': 'Belmaco', 'public_transport': 'stop_position'}"
node/29208837,node,Casa Marcelo,28.5752811,-17.7872462,"{'bus': 'yes', 'name': 'Casa Marcelo', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '671'}"
node/29208862,node,La Casa Jalisco,28.5880232,-17.7715075,"{'bus': 'yes', 'name': 'La Casa Jalisco', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '195'}"
node/264979042,node,Mirador de Los Roques,28.1091258,-17.2146894,"{'bus': 'yes', 'name': 'Mirador de Los Roques', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/264980299,node,Roque de Agando,28.1073127,-17.2134894,"{'bus': 'yes', 'name': 'Roque de Agando', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/290656859,node,La Cabaña B,28.5844779,-17.7733181,"{'bus': 'yes', 'name': 'La Cabaña B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '237'}"
node/290659551,node,Iglesia Tigalate B,28.5506369,-17.8021519,"{'alt_name': 'Malpaises', 'bus': 'yes', 'name': 'Iglesia Tigalate B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '228'}"
node/290661464,node,Casa Augusto,28.5360039,-17.8152271,"{'bus': 'yes', 'name': 'Casa Augusto', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '212'}"
node/290708327,node,Iglesia Tigalate,28.5500291,-17.8030467,"{'alt_name': 'Malpaises', 'bus': 'yes', 'name': 'Iglesia Tigalate', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '206'}"
node/292851895,node,Panadero,28.6453292,-17.8863152,"{'bus': 'yes', 'name': 'Panadero', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '295'}"
node/294508170,node,Las Cabezadas,28.5024235,-17.8573781,"{'bus': 'yes', 'name': 'Las Cabezadas', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '683'}"
node/294516003,node,Bodegón Tamanca B,28.5966952,-17.8802524,"{'bus': 'yes', 'name': 'Bodegón Tamanca B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '640'}"
node/294516181,node,Mirador del Charco A,28.5351532,-17.8658139,"{'bus': 'yes', 'name': 'Mirador del Charco A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '612'}"
node/294516290,node,La Fajana A,28.4964437,-17.8514028,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'name': 'La Fajana A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '609', 'shelter': 'yes'}"
node/294831367,node,Las Norias B,28.6050276,-17.9074082,"{'bus': 'yes', 'name': 'Las Norias B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '593'}"
node/294831374,node,Canchas de Tenis B,28.598669,-17.90982,"{'bus': 'yes', 'name': 'Canchas de Tenis B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '592'}"
node/294835239,node,Las Martelas 2 B,28.6425217,-17.9100763,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Las Martelas 2 B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '603', 'shelter': 'no', 'tactile_paving': 'no'}"
node/294835260,node,El Laurel,28.6344475,-17.9084662,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'El Laurel', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '572', 'shelter': 'no'}"
node/295039015,node,La Marina B,28.6388945,-17.9310123,"{'bus': 'yes', 'name': 'La Marina B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '979'}"
node/298765537,node,,28.6072051,-17.8831661,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/306195906,node,El Guro - Casa de la Seda,28.1071194,-17.3257429,"{'bus': 'yes', 'name': 'El Guro - Casa de la Seda', 'operator': 'GuaguaGomera S.A.U.', 'public_transport': 'stop_position'}"
node/306195946,node,El Palmar,28.0902097,-17.3362583,"{'bus': 'yes', 'name': 'El Palmar', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/306364569,node,,28.030661,-17.1903103,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/308257668,node,Casa de la Cultura,28.084176,-17.2411041,"{'bus': 'yes', 'name': 'Casa de la Cultura', 'public_transport': 'stop_position'}"
node/308257677,node,Imada,28.0860867,-17.2415287,"{'bus': 'yes', 'name': 'Imada', 'public_transport': 'stop_position'}"
node/315394504,node,Borbalán,28.087283,-17.3351435,"{'bus': 'yes', 'name': 'Borbalán', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/316528275,node,Arure,28.1314043,-17.3209288,"{'bus': 'yes', 'name': 'Arure', 'operator': 'GuaguaGomera S.A.U.', 'public_transport': 'stop_position'}"
node/316534432,node,Acardece,28.140024,-17.312158,"{'bus': 'yes', 'name': 'Acardece', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/317815938,node,La Paredes,28.0998006,-17.2470973,"{'bus': 'yes', 'name': 'La Paredes', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/318782086,node,Agulo,28.1855866,-17.1944533,"{'bus': 'yes', 'name': 'Agulo', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/319070707,node,,28.0575051,-17.2342332,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/319254423,node,El Retamal,28.1160238,-17.3122932,"{'bus': 'yes', 'name': 'El Retamal', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/319566595,node,Anden,28.1464719,-17.1990735,"{'bus': 'yes', 'name': 'Anden', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/320037097,node,,28.1955824,-17.2587041,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/320037292,node,Simancas,28.1849553,-17.2334661,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'covered': 'yes', 'highway': 'bus_stop', 'name': 'Simancas', 'public_transport': 'platform', 'shelter': 'yes'}"
node/320258244,node,Corral del Buey,28.0824632,-17.2417403,"{'bus': 'yes', 'name': 'Corral del Buey', 'public_transport': 'stop_position'}"
node/320987225,node,Igualero,28.1026117,-17.2505336,"{'bus': 'yes', 'name': 'Igualero', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/321005034,node,Casa Forestal,28.111256,-17.2636968,"{'bus': 'yes', 'name': 'Casa Forestal', 'public_transport': 'stop_position'}"
node/323135064,node,Chipude,28.1098166,-17.2815916,"{'bus': 'yes', 'name': 'Chipude', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/323135067,node,Chipude,28.10989,-17.2815131,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Chipude', 'operator': 'Guaguagomera', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/332058089,node,Igualero,28.1026495,-17.2504946,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Igualero', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/332060682,node,Degollada de Peraza,28.0987362,-17.1831422,"{'bus': 'yes', 'name': 'Degollada de Peraza', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/332075150,node,,28.1601455,-17.198272,"{'bench': 'no', 'bin': 'yes', 'check_date:shelter': '2024-03-13', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/364848465,node,Las Manchas,28.5952128,-17.88829,"{'bus': 'yes', 'name': 'Las Manchas', 'public_transport': 'stop_position'}"
node/391871927,node,Casa Amado B,28.5377007,-17.8143006,"{'bus': 'yes', 'name': 'Casa Amado B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '224'}"
node/409720339,node,,28.5010635,-17.8276642,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/418595583,node,Pajarito,28.1083754,-17.2418137,"{'bus': 'yes', 'name': 'Pajarito', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/493772922,node,,28.0290898,-17.1967123,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/583236341,node,Playa de Zamora,28.5131066,-17.8726919,"{'bus': 'yes', 'name': 'Playa de Zamora', 'public_transport': 'stop_position'}"
node/583542158,node,San Nicolás,28.6024348,-17.881039,"{'bus': 'yes', 'name': 'San Nicolás', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '627'}"
node/585094561,node,,28.0995399,-17.1846169,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/620876665,node,La Playa,28.0948554,-17.3412717,"{'bus': 'yes', 'name': 'La Playa', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/660204478,node,Vista Alegre A,28.6415366,-17.7671943,"{'bus': 'yes', 'name': 'Vista Alegre A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '176'}"
node/672943606,node,El Hierro (Valverde),27.7826055,-17.901101,"{'amenity': 'ferry_terminal', 'ferry': 'yes', 'name': 'El Hierro (Valverde)', 'public_transport': 'station', 'wheelchair': 'yes'}"
node/690987066,node,Los Canarios A,28.4937604,-17.8430063,"{'bus': 'yes', 'name': 'Los Canarios A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '216'}"
node/690987074,node,Mendo A,28.5582232,-17.8700262,"{'bus': 'yes', 'name': 'Mendo A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '1041'}"
node/702921088,node,Instituto Mazo,28.6046079,-17.7785347,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Instituto Mazo', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '189', 'shelter': 'yes', 'wheelchair': 'yes'}"
node/702960456,node,Casa Pancho B,28.6345541,-17.7705943,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Pancho B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '249', 'shelter': 'yes'}"
node/702960492,node,Churreria B,28.6456441,-17.7677762,"{'bus': 'yes', 'name': 'Churreria B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '252'}"
node/702969071,node,El Lomo B,28.6206815,-17.7701041,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'El Lomo B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '245', 'shelter': 'yes'}"
node/702973329,node,La Cruz B,28.6453253,-17.9297354,"{'bus': 'yes', 'name': 'La Cruz B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '790'}"
node/702973330,node,La Cruz B,28.6453645,-17.9297937,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'no', 'name': 'La Cruz B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '790', 'shelter': 'no', 'tactile_paving': 'no'}"
node/702973809,node,La Avenida,28.6425939,-17.9339276,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'La Avenida', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '437', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/704808671,node,Urbanización Celta B,28.6463823,-17.8999006,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'check_date:shelter': '2025-12-21', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Urbanización Celta B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '317', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/704808673,node,Urbanización Celta,28.646221,-17.8993247,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Urbanización Celta', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '303', 'shelter': 'no', 'tactile_paving': 'no'}"
node/705045274,node,Iglesia Tajuya B,28.6346749,-17.8894919,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'check_date:shelter': '2025-12-18', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Iglesia Tajuya B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '322', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/705045282,node,Colegio Tendiña,28.64216,-17.8971269,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'check_date:shelter': '2025-12-18', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Colegio Tendiña', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '302', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/705046563,node,,28.6379113,-17.8772532,"{'bus': 'yes', 'description': 'Die Haltestelle ist nur für Schulbuse eingerichtet.', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/837656026,node,Hotel Princess,28.5023253,-17.8734413,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Hotel Princess', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '788', 'shelter': 'no', 'tactile_paving': 'no'}"
node/932244713,node,Hotel Sol B,28.5830604,-17.9055093,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Hotel Sol B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '589', 'shelter': 'yes'}"
node/945068773,node,Puerto Naos,28.587883,-17.9099122,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Puerto Naos', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '584', 'shelter': 'no'}"
node/1121313449,node,,27.7824274,-17.9059717,"{'bus': 'yes', 'direction': 'forward', 'public_transport': 'stop_position'}"
node/1138171856,node,Casa Pestana,28.5318203,-17.8157509,"{'bus': 'yes', 'name': 'Casa Pestana', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '213'}"
node/1197633824,node,El Canario,28.5775965,-17.7855546,"{'bus': 'yes', 'name': 'El Canario', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '670'}"
node/1407209915,node,,28.0694779,-17.2390401,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'route_ref': '1; 4', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/1491707717,node,Entrada al Cedro,28.1341239,-17.2017985,"{'bus': 'yes', 'name': 'Entrada al Cedro', 'public_transport': 'stop_position'}"
node/1493426490,node,Las Rosas,28.1855862,-17.2205867,"{'bus': 'yes', 'name': 'Las Rosas', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/1494053977,node,Hermigua,28.1647065,-17.1979715,"{'bus': 'yes', 'name': 'Hermigua', 'operator': 'Guaguagomera', 'public_transport': 'stop_position'}"
node/1524849054,node,,28.1354158,-17.3180533,"{'bench': 'yes', 'bin': 'yes', 'check_date:shelter': '2024-03-05', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/1558434088,node,el Cabo,28.1488594,-17.198493,"{'bus': 'yes', 'name': 'el Cabo', 'public_transport': 'stop_position'}"
node/1571261493,node,,28.0934887,-17.1938413,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1571261674,node,,28.099639,-17.1845788,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'check_date:shelter': '2024-03-09', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/1571727623,node,,28.0941015,-17.2039988,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1571868031,node,,28.0772613,-17.2088777,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1572923880,node,,28.0620757,-17.2033411,"{'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1573192035,node,,28.0447444,-17.196181,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'no'}"
node/1577456609,node,Calle Plaza,28.1680611,-17.1932957,"{'bus': 'yes', 'name': 'Calle Plaza', 'public_transport': 'stop_position'}"
node/1681626503,node,,28.6474675,-17.7678281,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}"
node/1681781127,node,Iglesia San Miguel,28.6440504,-17.9337159,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Iglesia San Miguel', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '436', 'shelter': 'no'}"
node/1728875203,node,Entrada Sur San José,28.6413707,-17.7748823,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Entrada Sur San José', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '731', 'shelter': 'yes'}"
node/1757412663,node,Recta Eufracio A,28.6377989,-17.7736101,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Recta Eufracio A', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '654'}"
node/1764668482,node,,28.0305948,-17.1902307,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1764668499,node,,28.0324016,-17.1931448,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1764668500,node,,28.0324059,-17.1930992,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/1765560539,node,,28.0445329,-17.2281237,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/1765672467,node,,28.0447254,-17.2278076,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1766421011,node,,28.0574465,-17.2342583,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}"
node/1766421242,node,,28.0621614,-17.2370857,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/1766421243,node,,28.0621729,-17.2370314,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no'}"
node/1766421392,node,,28.0694774,-17.2389826,"{'bus': 'yes', 'public_transport': 'stop_position'}"
node/1779024588,node,La Molina,28.6373201,-17.7695913,"{'bus': 'yes', 'name': 'La Molina', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '854'}"
node/1964070210,node,Refugio del Pilar,28.6446504,-17.8324391,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Refugio del Pilar', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '285', 'route_ref': '300', 'shelter': 'no', 'tactile_paving': 'no'}"
node/1993602466,node,Teleclub Las Ledas,28.6410459,-17.7819697,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Teleclub Las Ledas', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '550', 'shelter': 'yes'}"
node/1993736865,node,Casa Pancho A,28.6344845,-17.7708329,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Pancho A', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '177', 'shelter': 'yes'}"
node/2004641846,node,La Molina B,28.6374377,-17.7694427,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'La Molina B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '250', 'shelter': 'yes'}"
node/2015140185,node,La Molina,28.6373258,-17.7696894,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'La Molina', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '854'}"
node/2016683672,node,Recta Eufracio B,28.6377891,-17.7737647,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Recta Eufracio B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '732', 'shelter': 'yes'}"
node/2090961797,node,Correos Mazo B,28.6056997,-17.7799595,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Correos Mazo B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '722', 'shelter': 'yes', 'wheelchair': 'yes'}"
node/2090961798,node,Correos Mazo,28.6063691,-17.7802524,"{'bus': 'yes', 'name': 'Correos Mazo', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '664'}"
node/2092417936,node,Casa Pestana,28.5317929,-17.8158406,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Pestana', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '213', 'shelter': 'yes'}"
node/2092417937,node,Casa Pestana B,28.5311658,-17.8154678,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Pestana B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '221', 'shelter': 'yes'}"
node/2092417939,node,Casa Augusto B,28.5342359,-17.8159063,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Augusto B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '222', 'shelter': 'yes'}"
node/2092417940,node,Casa Amado,28.5381842,-17.8141184,"{'bus': 'yes', 'name': 'Casa Amado', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '210', 'shelter': 'yes'}"
node/2092417942,node,Casa Manolo Cruz B,28.5406375,-17.8123965,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Manolo Cruz B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '225', 'shelter': 'no'}"
node/2092417944,node,Domingo El Cojo,28.5436784,-17.8111824,"{'bus': 'yes', 'name': 'Domingo El Cojo', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '208', 'shelter': 'no'}"
node/2092417951,node,Casa Marcelo B,28.5751048,-17.7872928,"{'bus': 'yes', 'name': 'Casa Marcelo B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '715', 'shelter': 'yes'}"
node/2092417952,node,El Canario B,28.5778898,-17.7854212,"{'bus': 'yes', 'name': 'El Canario B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '716'}"
node/2092417980,node,Colegio Tiguerorte B,28.5584529,-17.7922188,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Colegio Tiguerorte B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '231', 'shelter': 'yes'}"
node/2092417987,node,Belmaco B,28.581012,-17.7746288,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Belmaco B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '236', 'shelter': 'no'}"
node/2092417988,node,La Sabina 1 B,28.58399,-17.783427,"{'bus': 'yes', 'name': 'La Sabina 1 B', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '717', 'shelter': 'yes'}"
node/2092417989,node,La Sabina A,28.5843425,-17.7836784,"{'bus': 'yes', 'name': 'La Sabina A', 'operator': 'TILP', 'public_transport': 'stop_position', 'ref': '669', 'shelter': 'no'}"
node/2092417990,node,Casa Hermógenes B,28.5890783,-17.7821755,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Hermógenes B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '852', 'shelter': 'no'}"
node/2092417991,node,Casa Hermógenes,28.5893029,-17.781984,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Casa Hermógenes', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '668', 'shelter': 'yes'}"
node/2092417992,node,La Cabaña B,28.5844613,-17.7732272,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'La Cabaña B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '237', 'shelter': 'yes'}"
node/2092417998,node,La Casa Jalisco B,28.5875594,-17.7715892,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'La Casa Jalisco B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '238', 'shelter': 'yes'}"
node/2092418119,node,Las Costoneras,28.5945326,-17.7707992,"{'amenity': 'shelter', 'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Las Costoneras', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '194', 'shelter': 'no', 'shelter_type': 'public_transport'}"
node/2092418121,node,Bajada Salemera B,28.6039079,-17.770393,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Bajada Salemera B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '240', 'shelter': 'yes'}"
node/2092418136,node,El Molino,28.6110539,-17.7720044,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'El Molino', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '184', 'shelter': 'no'}"
node/2092418137,node,Hoyo De Mazo B,28.6146887,-17.7706081,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Hoyo De Mazo B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '243', 'shelter': 'yes'}"
node/2092418418,node,Santa Rosalía 1 B,28.6280798,-17.7704817,"{'bench': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Santa Rosalía 1 B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '248', 'shelter': 'no'}"
node/2092418428,node,Vista Alegre B,28.6418667,-17.7671318,"{'bench': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Vista Alegre B', 'operator': 'Transportes Cabildo de La Palma', 'public_transport': 'platform', 'ref': '251', 'shelter': 'no'}"
