cod_prov,cod_muni,municipio,year,population
,,Añover de Tormes. Total. Total habitantes. Personas. ,2024,89.0
,,Añover de Tormes. Total. Total habitantes. Personas. ,2023,89.0
,,Añover de Tormes. Total. Total habitantes. Personas. ,2022,89.0
,,Añover de Tormes. Total. Total habitantes. Personas. ,2021,91.0
,,Añover de Tormes. Total. Total habitantes. Personas. ,2020,89.0
,,Añover de Tormes. Hombres. Total habitantes. Personas. ,2024,48.0
,,Añover de Tormes. Hombres. Total habitantes. Personas. ,2023,48.0
,,Añover de Tormes. Hombres. Total habitantes. Personas. ,2022,47.0
,,Añover de Tormes. Hombres. Total habitantes. Personas. ,2021,47.0
,,Añover de Tormes. Hombres. Total habitantes. Personas. ,2020,46.0
,,Añover de Tormes. Mujeres. Total habitantes. Personas. ,2024,41.0
,,Añover de Tormes. Mujeres. Total habitantes. Personas. ,2023,41.0
,,Añover de Tormes. Mujeres. Total habitantes. Personas. ,2022,42.0
,,Añover de Tormes. Mujeres. Total habitantes. Personas. ,2021,44.0
,,Añover de Tormes. Mujeres. Total habitantes. Personas. ,2020,43.0
,,Aoiz/Agoitz. Total. Total habitantes. Personas. ,2024,3007.0
,,Aoiz/Agoitz. Total. Total habitantes. Personas. ,2023,2970.0
,,Aoiz/Agoitz. Total. Total habitantes. Personas. ,2022,2892.0
,,Aoiz/Agoitz. Total. Total habitantes. Personas. ,2021,2791.0
,,Aoiz/Agoitz. Total. Total habitantes. Personas. ,2020,2777.0
,,Aoiz/Agoitz. Hombres. Total habitantes. Personas. ,2024,1516.0
,,Aoiz/Agoitz. Hombres. Total habitantes. Personas. ,2023,1489.0
,,Aoiz/Agoitz. Hombres. Total habitantes. Personas. ,2022,1463.0
,,Aoiz/Agoitz. Hombres. Total habitantes. Personas. ,2021,1411.0
,,Aoiz/Agoitz. Hombres. Total habitantes. Personas. ,2020,1414.0
,,Aoiz/Agoitz. Mujeres. Total habitantes. Personas. ,2024,1491.0
,,Aoiz/Agoitz. Mujeres. Total habitantes. Personas. ,2023,1481.0
,,Aoiz/Agoitz. Mujeres. Total habitantes. Personas. ,2022,1429.0
,,Aoiz/Agoitz. Mujeres. Total habitantes. Personas. ,2021,1380.0
,,Aoiz/Agoitz. Mujeres. Total habitantes. Personas. ,2020,1363.0
,,Arabayona de Mógica. Total. Total habitantes. Personas. ,2024,325.0
,,Arabayona de Mógica. Total. Total habitantes. Personas. ,2023,333.0
,,Arabayona de Mógica. Total. Total habitantes. Personas. ,2022,338.0
,,Arabayona de Mógica. Total. Total habitantes. Personas. ,2021,339.0
,,Arabayona de Mógica. Total. Total habitantes. Personas. ,2020,343.0
,,Arabayona de Mógica. Hombres. Total habitantes. Personas. ,2024,185.0
,,Arabayona de Mógica. Hombres. Total habitantes. Personas. ,2023,190.0
,,Arabayona de Mógica. Hombres. Total habitantes. Personas. ,2022,191.0
,,Arabayona de Mógica. Hombres. Total habitantes. Personas. ,2021,192.0
,,Arabayona de Mógica. Hombres. Total habitantes. Personas. ,2020,192.0
,,Arabayona de Mógica. Mujeres. Total habitantes. Personas. ,2024,140.0
,,Arabayona de Mógica. Mujeres. Total habitantes. Personas. ,2023,143.0
,,Arabayona de Mógica. Mujeres. Total habitantes. Personas. ,2022,147.0
,,Arabayona de Mógica. Mujeres. Total habitantes. Personas. ,2021,147.0
,,Arabayona de Mógica. Mujeres. Total habitantes. Personas. ,2020,151.0
,,Aracena. Total. Total habitantes. Personas. ,2024,8392.0
,,Aracena. Total. Total habitantes. Personas. ,2023,8340.0
,,Aracena. Total. Total habitantes. Personas. ,2022,8240.0
,,Aracena. Total. Total habitantes. Personas. ,2021,8215.0
,,Aracena. Total. Total habitantes. Personas. ,2020,8255.0
,,Aracena. Hombres. Total habitantes. Personas. ,2024,4132.0
,,Aracena. Hombres. Total habitantes. Personas. ,2023,4118.0
,,Aracena. Hombres. Total habitantes. Personas. ,2022,4055.0
,,Aracena. Hombres. Total habitantes. Personas. ,2021,4051.0
,,Aracena. Hombres. Total habitantes. Personas. ,2020,4059.0
,,Aracena. Mujeres. Total habitantes. Personas. ,2024,4260.0
,,Aracena. Mujeres. Total habitantes. Personas. ,2023,4222.0
,,Aracena. Mujeres. Total habitantes. Personas. ,2022,4185.0
,,Aracena. Mujeres. Total habitantes. Personas. ,2021,4164.0
,,Aracena. Mujeres. Total habitantes. Personas. ,2020,4196.0
,,Arafo. Total. Total habitantes. Personas. ,2024,5776.0
,,Arafo. Total. Total habitantes. Personas. ,2023,5712.0
,,Arafo. Total. Total habitantes. Personas. ,2022,5623.0
,,Arafo. Total. Total habitantes. Personas. ,2021,5604.0
,,Arafo. Total. Total habitantes. Personas. ,2020,5593.0
,,Arafo. Hombres. Total habitantes. Personas. ,2024,2901.0
,,Arafo. Hombres. Total habitantes. Personas. ,2023,2878.0
,,Arafo. Hombres. Total habitantes. Personas. ,2022,2823.0
,,Arafo. Hombres. Total habitantes. Personas. ,2021,2794.0
,,Arafo. Hombres. Total habitantes. Personas. ,2020,2769.0
,,Arafo. Mujeres. Total habitantes. Personas. ,2024,2875.0
,,Arafo. Mujeres. Total habitantes. Personas. ,2023,2834.0
,,Arafo. Mujeres. Total habitantes. Personas. ,2022,2800.0
,,Arafo. Mujeres. Total habitantes. Personas. ,2021,2810.0
,,Arafo. Mujeres. Total habitantes. Personas. ,2020,2824.0
,,Aragüés del Puerto. Total. Total habitantes. Personas. ,2024,114.0
,,Aragüés del Puerto. Total. Total habitantes. Personas. ,2023,120.0
,,Aragüés del Puerto. Total. Total habitantes. Personas. ,2022,117.0
,,Aragüés del Puerto. Total. Total habitantes. Personas. ,2021,116.0
,,Aragüés del Puerto. Total. Total habitantes. Personas. ,2020,111.0
,,Aragüés del Puerto. Hombres. Total habitantes. Personas. ,2024,60.0
,,Aragüés del Puerto. Hombres. Total habitantes. Personas. ,2023,68.0
,,Aragüés del Puerto. Hombres. Total habitantes. Personas. ,2022,65.0
,,Aragüés del Puerto. Hombres. Total habitantes. Personas. ,2021,63.0
,,Aragüés del Puerto. Hombres. Total habitantes. Personas. ,2020,60.0
,,Aragüés del Puerto. Mujeres. Total habitantes. Personas. ,2024,54.0
,,Aragüés del Puerto. Mujeres. Total habitantes. Personas. ,2023,52.0
,,Aragüés del Puerto. Mujeres. Total habitantes. Personas. ,2022,52.0
,,Aragüés del Puerto. Mujeres. Total habitantes. Personas. ,2021,53.0
,,Aragüés del Puerto. Mujeres. Total habitantes. Personas. ,2020,51.0
,,Arahal. Total. Total habitantes. Personas. ,2024,19417.0
,,Arahal. Total. Total habitantes. Personas. ,2023,19491.0
,,Arahal. Total. Total habitantes. Personas. ,2022,19476.0
,,Arahal. Total. Total habitantes. Personas. ,2021,19497.0
,,Arahal. Total. Total habitantes. Personas. ,2020,19533.0
,,Arahal. Hombres. Total habitantes. Personas. ,2024,9628.0
,,Arahal. Hombres. Total habitantes. Personas. ,2023,9666.0
,,Arahal. Hombres. Total habitantes. Personas. ,2022,9673.0
,,Arahal. Hombres. Total habitantes. Personas. ,2021,9651.0
,,Arahal. Hombres. Total habitantes. Personas. ,2020,9675.0
,,Arahal. Mujeres. Total habitantes. Personas. ,2024,9789.0
,,Arahal. Mujeres. Total habitantes. Personas. ,2023,9825.0
,,Arahal. Mujeres. Total habitantes. Personas. ,2022,9803.0
,,Arahal. Mujeres. Total habitantes. Personas. ,2021,9846.0
,,Arahal. Mujeres. Total habitantes. Personas. ,2020,9858.0
,,Arahuetes. Total. Total habitantes. Personas. ,2024,31.0
,,Arahuetes. Total. Total habitantes. Personas. ,2023,25.0
,,Arahuetes. Total. Total habitantes. Personas. ,2022,26.0
,,Arahuetes. Total. Total habitantes. Personas. ,2021,28.0
,,Arahuetes. Total. Total habitantes. Personas. ,2020,28.0
,,Arahuetes. Hombres. Total habitantes. Personas. ,2024,21.0
,,Arahuetes. Hombres. Total habitantes. Personas. ,2023,18.0
,,Arahuetes. Hombres. Total habitantes. Personas. ,2022,21.0
,,Arahuetes. Hombres. Total habitantes. Personas. ,2021,23.0
,,Arahuetes. Hombres. Total habitantes. Personas. ,2020,21.0
,,Arahuetes. Mujeres. Total habitantes. Personas. ,2024,10.0
,,Arahuetes. Mujeres. Total habitantes. Personas. ,2023,7.0
,,Arahuetes. Mujeres. Total habitantes. Personas. ,2022,5.0
,,Arahuetes. Mujeres. Total habitantes. Personas. ,2021,5.0
,,Arahuetes. Mujeres. Total habitantes. Personas. ,2020,7.0
,,Araitz. Total. Total habitantes. Personas. ,2024,520.0
,,Araitz. Total. Total habitantes. Personas. ,2023,525.0
,,Araitz. Total. Total habitantes. Personas. ,2022,512.0
,,Araitz. Total. Total habitantes. Personas. ,2021,512.0
,,Araitz. Total. Total habitantes. Personas. ,2020,523.0
,,Araitz. Hombres. Total habitantes. Personas. ,2024,286.0
,,Araitz. Hombres. Total habitantes. Personas. ,2023,286.0
,,Araitz. Hombres. Total habitantes. Personas. ,2022,285.0
,,Araitz. Hombres. Total habitantes. Personas. ,2021,284.0
,,Araitz. Hombres. Total habitantes. Personas. ,2020,289.0
,,Araitz. Mujeres. Total habitantes. Personas. ,2024,234.0
,,Araitz. Mujeres. Total habitantes. Personas. ,2023,239.0
,,Araitz. Mujeres. Total habitantes. Personas. ,2022,227.0
,,Araitz. Mujeres. Total habitantes. Personas. ,2021,228.0
,,Araitz. Mujeres. Total habitantes. Personas. ,2020,234.0
,,Arakaldo. Total. Total habitantes. Personas. ,2024,160.0
,,Arakaldo. Total. Total habitantes. Personas. ,2023,164.0
,,Arakaldo. Total. Total habitantes. Personas. ,2022,158.0
,,Arakaldo. Total. Total habitantes. Personas. ,2021,160.0
,,Arakaldo. Total. Total habitantes. Personas. ,2020,165.0
,,Arakaldo. Hombres. Total habitantes. Personas. ,2024,74.0
,,Arakaldo. Hombres. Total habitantes. Personas. ,2023,75.0
,,Arakaldo. Hombres. Total habitantes. Personas. ,2022,75.0
,,Arakaldo. Hombres. Total habitantes. Personas. ,2021,76.0
,,Arakaldo. Hombres. Total habitantes. Personas. ,2020,81.0
,,Arakaldo. Mujeres. Total habitantes. Personas. ,2024,86.0
,,Arakaldo. Mujeres. Total habitantes. Personas. ,2023,89.0
,,Arakaldo. Mujeres. Total habitantes. Personas. ,2022,83.0
,,Arakaldo. Mujeres. Total habitantes. Personas. ,2021,84.0
,,Arakaldo. Mujeres. Total habitantes. Personas. ,2020,84.0
,,Arakil. Total. Total habitantes. Personas. ,2024,999.0
,,Arakil. Total. Total habitantes. Personas. ,2023,987.0
,,Arakil. Total. Total habitantes. Personas. ,2022,967.0
,,Arakil. Total. Total habitantes. Personas. ,2021,966.0
,,Arakil. Total. Total habitantes. Personas. ,2020,962.0
,,Arakil. Hombres. Total habitantes. Personas. ,2024,537.0
,,Arakil. Hombres. Total habitantes. Personas. ,2023,528.0
,,Arakil. Hombres. Total habitantes. Personas. ,2022,505.0
,,Arakil. Hombres. Total habitantes. Personas. ,2021,506.0
,,Arakil. Hombres. Total habitantes. Personas. ,2020,506.0
,,Arakil. Mujeres. Total habitantes. Personas. ,2024,462.0
,,Arakil. Mujeres. Total habitantes. Personas. ,2023,459.0
,,Arakil. Mujeres. Total habitantes. Personas. ,2022,462.0
,,Arakil. Mujeres. Total habitantes. Personas. ,2021,460.0
,,Arakil. Mujeres. Total habitantes. Personas. ,2020,456.0
,,Arama. Total. Total habitantes. Personas. ,2024,178.0
,,Arama. Total. Total habitantes. Personas. ,2023,189.0
,,Arama. Total. Total habitantes. Personas. ,2022,192.0
,,Arama. Total. Total habitantes. Personas. ,2021,200.0
,,Arama. Total. Total habitantes. Personas. ,2020,202.0
,,Arama. Hombres. Total habitantes. Personas. ,2024,85.0
,,Arama. Hombres. Total habitantes. Personas. ,2023,91.0
,,Arama. Hombres. Total habitantes. Personas. ,2022,94.0
,,Arama. Hombres. Total habitantes. Personas. ,2021,97.0
,,Arama. Hombres. Total habitantes. Personas. ,2020,99.0
,,Arama. Mujeres. Total habitantes. Personas. ,2024,93.0
,,Arama. Mujeres. Total habitantes. Personas. ,2023,98.0
,,Arama. Mujeres. Total habitantes. Personas. ,2022,98.0
,,Arama. Mujeres. Total habitantes. Personas. ,2021,103.0
,,Arama. Mujeres. Total habitantes. Personas. ,2020,103.0
,,Aramaio. Total. Total habitantes. Personas. ,2024,1381.0
,,Aramaio. Total. Total habitantes. Personas. ,2023,1409.0
,,Aramaio. Total. Total habitantes. Personas. ,2022,1431.0
,,Aramaio. Total. Total habitantes. Personas. ,2021,1456.0
,,Aramaio. Total. Total habitantes. Personas. ,2020,1442.0
,,Aramaio. Hombres. Total habitantes. Personas. ,2024,709.0
,,Aramaio. Hombres. Total habitantes. Personas. ,2023,732.0
,,Aramaio. Hombres. Total habitantes. Personas. ,2022,741.0
,,Aramaio. Hombres. Total habitantes. Personas. ,2021,756.0
,,Aramaio. Hombres. Total habitantes. Personas. ,2020,748.0
,,Aramaio. Mujeres. Total habitantes. Personas. ,2024,672.0
,,Aramaio. Mujeres. Total habitantes. Personas. ,2023,677.0
,,Aramaio. Mujeres. Total habitantes. Personas. ,2022,690.0
,,Aramaio. Mujeres. Total habitantes. Personas. ,2021,700.0
,,Aramaio. Mujeres. Total habitantes. Personas. ,2020,694.0
,,Aranarache/Aranaratxe. Total. Total habitantes. Personas. ,2024,70.0
,,Aranarache/Aranaratxe. Total. Total habitantes. Personas. ,2023,70.0
,,Aranarache/Aranaratxe. Total. Total habitantes. Personas. ,2022,71.0
,,Aranarache/Aranaratxe. Total. Total habitantes. Personas. ,2021,69.0
,,Aranarache/Aranaratxe. Total. Total habitantes. Personas. ,2020,70.0
,,Aranarache/Aranaratxe. Hombres. Total habitantes. Personas. ,2024,42.0
,,Aranarache/Aranaratxe. Hombres. Total habitantes. Personas. ,2023,41.0
,,Aranarache/Aranaratxe. Hombres. Total habitantes. Personas. ,2022,42.0
,,Aranarache/Aranaratxe. Hombres. Total habitantes. Personas. ,2021,40.0
,,Aranarache/Aranaratxe. Hombres. Total habitantes. Personas. ,2020,40.0
,,Aranarache/Aranaratxe. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Aranarache/Aranaratxe. Mujeres. Total habitantes. Personas. ,2023,29.0
,,Aranarache/Aranaratxe. Mujeres. Total habitantes. Personas. ,2022,29.0
,,Aranarache/Aranaratxe. Mujeres. Total habitantes. Personas. ,2021,29.0
,,Aranarache/Aranaratxe. Mujeres. Total habitantes. Personas. ,2020,30.0
,,Arancón. Total. Total habitantes. Personas. ,2024,76.0
,,Arancón. Total. Total habitantes. Personas. ,2023,82.0
,,Arancón. Total. Total habitantes. Personas. ,2022,82.0
,,Arancón. Total. Total habitantes. Personas. ,2021,84.0
,,Arancón. Total. Total habitantes. Personas. ,2020,84.0
,,Arancón. Hombres. Total habitantes. Personas. ,2024,51.0
,,Arancón. Hombres. Total habitantes. Personas. ,2023,53.0
,,Arancón. Hombres. Total habitantes. Personas. ,2022,53.0
,,Arancón. Hombres. Total habitantes. Personas. ,2021,55.0
,,Arancón. Hombres. Total habitantes. Personas. ,2020,56.0
,,Arancón. Mujeres. Total habitantes. Personas. ,2024,25.0
,,Arancón. Mujeres. Total habitantes. Personas. ,2023,29.0
,,Arancón. Mujeres. Total habitantes. Personas. ,2022,29.0
,,Arancón. Mujeres. Total habitantes. Personas. ,2021,29.0
,,Arancón. Mujeres. Total habitantes. Personas. ,2020,28.0
,,Aranda de Duero. Total. Total habitantes. Personas. ,2024,33757.0
,,Aranda de Duero. Total. Total habitantes. Personas. ,2023,33626.0
,,Aranda de Duero. Total. Total habitantes. Personas. ,2022,33172.0
,,Aranda de Duero. Total. Total habitantes. Personas. ,2021,33084.0
,,Aranda de Duero. Total. Total habitantes. Personas. ,2020,33187.0
,,Aranda de Duero. Hombres. Total habitantes. Personas. ,2024,16363.0
,,Aranda de Duero. Hombres. Total habitantes. Personas. ,2023,16349.0
,,Aranda de Duero. Hombres. Total habitantes. Personas. ,2022,16123.0
,,Aranda de Duero. Hombres. Total habitantes. Personas. ,2021,16021.0
,,Aranda de Duero. Hombres. Total habitantes. Personas. ,2020,16064.0
,,Aranda de Duero. Mujeres. Total habitantes. Personas. ,2024,17394.0
,,Aranda de Duero. Mujeres. Total habitantes. Personas. ,2023,17277.0
,,Aranda de Duero. Mujeres. Total habitantes. Personas. ,2022,17049.0
,,Aranda de Duero. Mujeres. Total habitantes. Personas. ,2021,17063.0
,,Aranda de Duero. Mujeres. Total habitantes. Personas. ,2020,17123.0
,,Aranda de Moncayo. Total. Total habitantes. Personas. ,2024,117.0
,,Aranda de Moncayo. Total. Total habitantes. Personas. ,2023,129.0
,,Aranda de Moncayo. Total. Total habitantes. Personas. ,2022,132.0
,,Aranda de Moncayo. Total. Total habitantes. Personas. ,2021,140.0
,,Aranda de Moncayo. Total. Total habitantes. Personas. ,2020,145.0
,,Aranda de Moncayo. Hombres. Total habitantes. Personas. ,2024,79.0
,,Aranda de Moncayo. Hombres. Total habitantes. Personas. ,2023,85.0
,,Aranda de Moncayo. Hombres. Total habitantes. Personas. ,2022,83.0
,,Aranda de Moncayo. Hombres. Total habitantes. Personas. ,2021,88.0
,,Aranda de Moncayo. Hombres. Total habitantes. Personas. ,2020,92.0
,,Aranda de Moncayo. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Aranda de Moncayo. Mujeres. Total habitantes. Personas. ,2023,44.0
,,Aranda de Moncayo. Mujeres. Total habitantes. Personas. ,2022,49.0
,,Aranda de Moncayo. Mujeres. Total habitantes. Personas. ,2021,52.0
,,Aranda de Moncayo. Mujeres. Total habitantes. Personas. ,2020,53.0
,,Arándiga. Total. Total habitantes. Personas. ,2024,264.0
,,Arándiga. Total. Total habitantes. Personas. ,2023,266.0
,,Arándiga. Total. Total habitantes. Personas. ,2022,287.0
,,Arándiga. Total. Total habitantes. Personas. ,2021,274.0
,,Arándiga. Total. Total habitantes. Personas. ,2020,278.0
,,Arándiga. Hombres. Total habitantes. Personas. ,2024,150.0
,,Arándiga. Hombres. Total habitantes. Personas. ,2023,148.0
,,Arándiga. Hombres. Total habitantes. Personas. ,2022,155.0
,,Arándiga. Hombres. Total habitantes. Personas. ,2021,143.0
,,Arándiga. Hombres. Total habitantes. Personas. ,2020,145.0
,,Arándiga. Mujeres. Total habitantes. Personas. ,2024,114.0
,,Arándiga. Mujeres. Total habitantes. Personas. ,2023,118.0
,,Arándiga. Mujeres. Total habitantes. Personas. ,2022,132.0
,,Arándiga. Mujeres. Total habitantes. Personas. ,2021,131.0
,,Arándiga. Mujeres. Total habitantes. Personas. ,2020,133.0
,,Arandilla. Total. Total habitantes. Personas. ,2024,155.0
,,Arandilla. Total. Total habitantes. Personas. ,2023,156.0
,,Arandilla. Total. Total habitantes. Personas. ,2022,153.0
,,Arandilla. Total. Total habitantes. Personas. ,2021,158.0
,,Arandilla. Total. Total habitantes. Personas. ,2020,162.0
,,Arandilla. Hombres. Total habitantes. Personas. ,2024,101.0
,,Arandilla. Hombres. Total habitantes. Personas. ,2023,102.0
,,Arandilla. Hombres. Total habitantes. Personas. ,2022,98.0
,,Arandilla. Hombres. Total habitantes. Personas. ,2021,103.0
,,Arandilla. Hombres. Total habitantes. Personas. ,2020,102.0
,,Arandilla. Mujeres. Total habitantes. Personas. ,2024,54.0
,,Arandilla. Mujeres. Total habitantes. Personas. ,2023,54.0
,,Arandilla. Mujeres. Total habitantes. Personas. ,2022,55.0
,,Arandilla. Mujeres. Total habitantes. Personas. ,2021,55.0
,,Arandilla. Mujeres. Total habitantes. Personas. ,2020,60.0
,,Arandilla del Arroyo. Total. Total habitantes. Personas. ,2024,14.0
,,Arandilla del Arroyo. Total. Total habitantes. Personas. ,2023,11.0
,,Arandilla del Arroyo. Total. Total habitantes. Personas. ,2022,9.0
,,Arandilla del Arroyo. Total. Total habitantes. Personas. ,2021,7.0
,,Arandilla del Arroyo. Total. Total habitantes. Personas. ,2020,7.0
,,Arandilla del Arroyo. Hombres. Total habitantes. Personas. ,2024,7.0
,,Arandilla del Arroyo. Hombres. Total habitantes. Personas. ,2023,6.0
,,Arandilla del Arroyo. Hombres. Total habitantes. Personas. ,2022,6.0
,,Arandilla del Arroyo. Hombres. Total habitantes. Personas. ,2021,5.0
,,Arandilla del Arroyo. Hombres. Total habitantes. Personas. ,2020,5.0
,,Arandilla del Arroyo. Mujeres. Total habitantes. Personas. ,2024,7.0
,,Arandilla del Arroyo. Mujeres. Total habitantes. Personas. ,2023,5.0
,,Arandilla del Arroyo. Mujeres. Total habitantes. Personas. ,2022,3.0
,,Arandilla del Arroyo. Mujeres. Total habitantes. Personas. ,2021,2.0
,,Arandilla del Arroyo. Mujeres. Total habitantes. Personas. ,2020,2.0
,,Aranga. Total. Total habitantes. Personas. ,2024,1799.0
,,Aranga. Total. Total habitantes. Personas. ,2023,1815.0
,,Aranga. Total. Total habitantes. Personas. ,2022,1837.0
,,Aranga. Total. Total habitantes. Personas. ,2021,1833.0
,,Aranga. Total. Total habitantes. Personas. ,2020,1834.0
,,Aranga. Hombres. Total habitantes. Personas. ,2024,921.0
,,Aranga. Hombres. Total habitantes. Personas. ,2023,924.0
,,Aranga. Hombres. Total habitantes. Personas. ,2022,937.0
,,Aranga. Hombres. Total habitantes. Personas. ,2021,941.0
,,Aranga. Hombres. Total habitantes. Personas. ,2020,948.0
,,Aranga. Mujeres. Total habitantes. Personas. ,2024,878.0
,,Aranga. Mujeres. Total habitantes. Personas. ,2023,891.0
,,Aranga. Mujeres. Total habitantes. Personas. ,2022,900.0
,,Aranga. Mujeres. Total habitantes. Personas. ,2021,892.0
,,Aranga. Mujeres. Total habitantes. Personas. ,2020,886.0
,,Aranguren. Total. Total habitantes. Personas. ,2024,12787.0
,,Aranguren. Total. Total habitantes. Personas. ,2023,12517.0
,,Aranguren. Total. Total habitantes. Personas. ,2022,12156.0
,,Aranguren. Total. Total habitantes. Personas. ,2021,11726.0
,,Aranguren. Total. Total habitantes. Personas. ,2020,11306.0
,,Aranguren. Hombres. Total habitantes. Personas. ,2024,6423.0
,,Aranguren. Hombres. Total habitantes. Personas. ,2023,6276.0
,,Aranguren. Hombres. Total habitantes. Personas. ,2022,6123.0
,,Aranguren. Hombres. Total habitantes. Personas. ,2021,5920.0
,,Aranguren. Hombres. Total habitantes. Personas. ,2020,5698.0
,,Aranguren. Mujeres. Total habitantes. Personas. ,2024,6364.0
,,Aranguren. Mujeres. Total habitantes. Personas. ,2023,6241.0
,,Aranguren. Mujeres. Total habitantes. Personas. ,2022,6033.0
,,Aranguren. Mujeres. Total habitantes. Personas. ,2021,5806.0
,,Aranguren. Mujeres. Total habitantes. Personas. ,2020,5608.0
,,Aranjuez. Total. Total habitantes. Personas. ,2024,62292.0
,,Aranjuez. Total. Total habitantes. Personas. ,2023,60668.0
,,Aranjuez. Total. Total habitantes. Personas. ,2022,59762.0
,,Aranjuez. Total. Total habitantes. Personas. ,2021,59833.0
,,Aranjuez. Total. Total habitantes. Personas. ,2020,60332.0
,,Aranjuez. Hombres. Total habitantes. Personas. ,2024,30346.0
,,Aranjuez. Hombres. Total habitantes. Personas. ,2023,29482.0
,,Aranjuez. Hombres. Total habitantes. Personas. ,2022,29046.0
,,Aranjuez. Hombres. Total habitantes. Personas. ,2021,29126.0
,,Aranjuez. Hombres. Total habitantes. Personas. ,2020,29420.0
,,Aranjuez. Mujeres. Total habitantes. Personas. ,2024,31946.0
,,Aranjuez. Mujeres. Total habitantes. Personas. ,2023,31186.0
,,Aranjuez. Mujeres. Total habitantes. Personas. ,2022,30716.0
,,Aranjuez. Mujeres. Total habitantes. Personas. ,2021,30707.0
,,Aranjuez. Mujeres. Total habitantes. Personas. ,2020,30912.0
,,Arano. Total. Total habitantes. Personas. ,2024,110.0
,,Arano. Total. Total habitantes. Personas. ,2023,110.0
,,Arano. Total. Total habitantes. Personas. ,2022,111.0
,,Arano. Total. Total habitantes. Personas. ,2021,114.0
,,Arano. Total. Total habitantes. Personas. ,2020,116.0
,,Arano. Hombres. Total habitantes. Personas. ,2024,61.0
,,Arano. Hombres. Total habitantes. Personas. ,2023,62.0
,,Arano. Hombres. Total habitantes. Personas. ,2022,61.0
,,Arano. Hombres. Total habitantes. Personas. ,2021,61.0
,,Arano. Hombres. Total habitantes. Personas. ,2020,62.0
,,Arano. Mujeres. Total habitantes. Personas. ,2024,49.0
,,Arano. Mujeres. Total habitantes. Personas. ,2023,48.0
,,Arano. Mujeres. Total habitantes. Personas. ,2022,50.0
,,Arano. Mujeres. Total habitantes. Personas. ,2021,53.0
,,Arano. Mujeres. Total habitantes. Personas. ,2020,54.0
,,Arantza. Total. Total habitantes. Personas. ,2024,619.0
,,Arantza. Total. Total habitantes. Personas. ,2023,609.0
,,Arantza. Total. Total habitantes. Personas. ,2022,591.0
,,Arantza. Total. Total habitantes. Personas. ,2021,606.0
,,Arantza. Total. Total habitantes. Personas. ,2020,608.0
,,Arantza. Hombres. Total habitantes. Personas. ,2024,321.0
,,Arantza. Hombres. Total habitantes. Personas. ,2023,323.0
,,Arantza. Hombres. Total habitantes. Personas. ,2022,316.0
,,Arantza. Hombres. Total habitantes. Personas. ,2021,320.0
,,Arantza. Hombres. Total habitantes. Personas. ,2020,323.0
,,Arantza. Mujeres. Total habitantes. Personas. ,2024,298.0
,,Arantza. Mujeres. Total habitantes. Personas. ,2023,286.0
,,Arantza. Mujeres. Total habitantes. Personas. ,2022,275.0
,,Arantza. Mujeres. Total habitantes. Personas. ,2021,286.0
,,Arantza. Mujeres. Total habitantes. Personas. ,2020,285.0
,,Arantzazu. Total. Total habitantes. Personas. ,2024,394.0
,,Arantzazu. Total. Total habitantes. Personas. ,2023,389.0
,,Arantzazu. Total. Total habitantes. Personas. ,2022,401.0
,,Arantzazu. Total. Total habitantes. Personas. ,2021,399.0
,,Arantzazu. Total. Total habitantes. Personas. ,2020,408.0
,,Arantzazu. Hombres. Total habitantes. Personas. ,2024,198.0
,,Arantzazu. Hombres. Total habitantes. Personas. ,2023,198.0
,,Arantzazu. Hombres. Total habitantes. Personas. ,2022,199.0
,,Arantzazu. Hombres. Total habitantes. Personas. ,2021,196.0
,,Arantzazu. Hombres. Total habitantes. Personas. ,2020,199.0
,,Arantzazu. Mujeres. Total habitantes. Personas. ,2024,196.0
,,Arantzazu. Mujeres. Total habitantes. Personas. ,2023,191.0
,,Arantzazu. Mujeres. Total habitantes. Personas. ,2022,202.0
,,Arantzazu. Mujeres. Total habitantes. Personas. ,2021,203.0
,,Arantzazu. Mujeres. Total habitantes. Personas. ,2020,209.0
,,Aranzueque. Total. Total habitantes. Personas. ,2024,396.0
,,Aranzueque. Total. Total habitantes. Personas. ,2023,381.0
,,Aranzueque. Total. Total habitantes. Personas. ,2022,358.0
,,Aranzueque. Total. Total habitantes. Personas. ,2021,370.0
,,Aranzueque. Total. Total habitantes. Personas. ,2020,358.0
,,Aranzueque. Hombres. Total habitantes. Personas. ,2024,208.0
,,Aranzueque. Hombres. Total habitantes. Personas. ,2023,200.0
,,Aranzueque. Hombres. Total habitantes. Personas. ,2022,195.0
,,Aranzueque. Hombres. Total habitantes. Personas. ,2021,206.0
,,Aranzueque. Hombres. Total habitantes. Personas. ,2020,194.0
,,Aranzueque. Mujeres. Total habitantes. Personas. ,2024,188.0
,,Aranzueque. Mujeres. Total habitantes. Personas. ,2023,181.0
,,Aranzueque. Mujeres. Total habitantes. Personas. ,2022,163.0
,,Aranzueque. Mujeres. Total habitantes. Personas. ,2021,164.0
,,Aranzueque. Mujeres. Total habitantes. Personas. ,2020,164.0
,,Arañuel. Total. Total habitantes. Personas. ,2024,159.0
,,Arañuel. Total. Total habitantes. Personas. ,2023,165.0
,,Arañuel. Total. Total habitantes. Personas. ,2022,162.0
,,Arañuel. Total. Total habitantes. Personas. ,2021,152.0
