cod_prov,cod_muni,municipio,year,population
,,Rivas-Vaciamadrid. Mujeres. Total habitantes. Personas. ,2022,48801.0
,,Rivas-Vaciamadrid. Mujeres. Total habitantes. Personas. ,2021,46893.0
,,Rivas-Vaciamadrid. Mujeres. Total habitantes. Personas. ,2020,45900.0
,,Rivilla de Barajas. Total. Total habitantes. Personas. ,2024,56.0
,,Rivilla de Barajas. Total. Total habitantes. Personas. ,2023,62.0
,,Rivilla de Barajas. Total. Total habitantes. Personas. ,2022,58.0
,,Rivilla de Barajas. Total. Total habitantes. Personas. ,2021,67.0
,,Rivilla de Barajas. Total. Total habitantes. Personas. ,2020,67.0
,,Rivilla de Barajas. Hombres. Total habitantes. Personas. ,2024,26.0
,,Rivilla de Barajas. Hombres. Total habitantes. Personas. ,2023,29.0
,,Rivilla de Barajas. Hombres. Total habitantes. Personas. ,2022,26.0
,,Rivilla de Barajas. Hombres. Total habitantes. Personas. ,2021,32.0
,,Rivilla de Barajas. Hombres. Total habitantes. Personas. ,2020,31.0
,,Rivilla de Barajas. Mujeres. Total habitantes. Personas. ,2024,30.0
,,Rivilla de Barajas. Mujeres. Total habitantes. Personas. ,2023,33.0
,,Rivilla de Barajas. Mujeres. Total habitantes. Personas. ,2022,32.0
,,Rivilla de Barajas. Mujeres. Total habitantes. Personas. ,2021,35.0
,,Rivilla de Barajas. Mujeres. Total habitantes. Personas. ,2020,36.0
,,Roa. Total. Total habitantes. Personas. ,2024,2244.0
,,Roa. Total. Total habitantes. Personas. ,2023,2220.0
,,Roa. Total. Total habitantes. Personas. ,2022,2201.0
,,Roa. Total. Total habitantes. Personas. ,2021,2196.0
,,Roa. Total. Total habitantes. Personas. ,2020,2167.0
,,Roa. Hombres. Total habitantes. Personas. ,2024,1161.0
,,Roa. Hombres. Total habitantes. Personas. ,2023,1145.0
,,Roa. Hombres. Total habitantes. Personas. ,2022,1122.0
,,Roa. Hombres. Total habitantes. Personas. ,2021,1108.0
,,Roa. Hombres. Total habitantes. Personas. ,2020,1091.0
,,Roa. Mujeres. Total habitantes. Personas. ,2024,1083.0
,,Roa. Mujeres. Total habitantes. Personas. ,2023,1075.0
,,Roa. Mujeres. Total habitantes. Personas. ,2022,1079.0
,,Roa. Mujeres. Total habitantes. Personas. ,2021,1088.0
,,Roa. Mujeres. Total habitantes. Personas. ,2020,1076.0
,,Roales. Total. Total habitantes. Personas. ,2024,1022.0
,,Roales. Total. Total habitantes. Personas. ,2023,1010.0
,,Roales. Total. Total habitantes. Personas. ,2022,1001.0
,,Roales. Total. Total habitantes. Personas. ,2021,987.0
,,Roales. Total. Total habitantes. Personas. ,2020,942.0
,,Roales. Hombres. Total habitantes. Personas. ,2024,525.0
,,Roales. Hombres. Total habitantes. Personas. ,2023,530.0
,,Roales. Hombres. Total habitantes. Personas. ,2022,518.0
,,Roales. Hombres. Total habitantes. Personas. ,2021,514.0
,,Roales. Hombres. Total habitantes. Personas. ,2020,495.0
,,Roales. Mujeres. Total habitantes. Personas. ,2024,497.0
,,Roales. Mujeres. Total habitantes. Personas. ,2023,480.0
,,Roales. Mujeres. Total habitantes. Personas. ,2022,483.0
,,Roales. Mujeres. Total habitantes. Personas. ,2021,473.0
,,Roales. Mujeres. Total habitantes. Personas. ,2020,447.0
,,Roales de Campos. Total. Total habitantes. Personas. ,2024,165.0
,,Roales de Campos. Total. Total habitantes. Personas. ,2023,165.0
,,Roales de Campos. Total. Total habitantes. Personas. ,2022,175.0
,,Roales de Campos. Total. Total habitantes. Personas. ,2021,160.0
,,Roales de Campos. Total. Total habitantes. Personas. ,2020,161.0
,,Roales de Campos. Hombres. Total habitantes. Personas. ,2024,91.0
,,Roales de Campos. Hombres. Total habitantes. Personas. ,2023,92.0
,,Roales de Campos. Hombres. Total habitantes. Personas. ,2022,98.0
,,Roales de Campos. Hombres. Total habitantes. Personas. ,2021,88.0
,,Roales de Campos. Hombres. Total habitantes. Personas. ,2020,89.0
,,Roales de Campos. Mujeres. Total habitantes. Personas. ,2024,74.0
,,Roales de Campos. Mujeres. Total habitantes. Personas. ,2023,73.0
,,Roales de Campos. Mujeres. Total habitantes. Personas. ,2022,77.0
,,Roales de Campos. Mujeres. Total habitantes. Personas. ,2021,72.0
,,Roales de Campos. Mujeres. Total habitantes. Personas. ,2020,72.0
,,"Robla, La. Total. Total habitantes. Personas. ",2024,3605.0
,,"Robla, La. Total. Total habitantes. Personas. ",2023,3637.0
,,"Robla, La. Total. Total habitantes. Personas. ",2022,3654.0
,,"Robla, La. Total. Total habitantes. Personas. ",2021,3714.0
,,"Robla, La. Total. Total habitantes. Personas. ",2020,3752.0
,,"Robla, La. Hombres. Total habitantes. Personas. ",2024,1791.0
,,"Robla, La. Hombres. Total habitantes. Personas. ",2023,1801.0
,,"Robla, La. Hombres. Total habitantes. Personas. ",2022,1803.0
,,"Robla, La. Hombres. Total habitantes. Personas. ",2021,1845.0
,,"Robla, La. Hombres. Total habitantes. Personas. ",2020,1862.0
,,"Robla, La. Mujeres. Total habitantes. Personas. ",2024,1814.0
,,"Robla, La. Mujeres. Total habitantes. Personas. ",2023,1836.0
,,"Robla, La. Mujeres. Total habitantes. Personas. ",2022,1851.0
,,"Robla, La. Mujeres. Total habitantes. Personas. ",2021,1869.0
,,"Robla, La. Mujeres. Total habitantes. Personas. ",2020,1890.0
,,Robladillo. Total. Total habitantes. Personas. ,2024,87.0
,,Robladillo. Total. Total habitantes. Personas. ,2023,90.0
,,Robladillo. Total. Total habitantes. Personas. ,2022,87.0
,,Robladillo. Total. Total habitantes. Personas. ,2021,89.0
,,Robladillo. Total. Total habitantes. Personas. ,2020,91.0
,,Robladillo. Hombres. Total habitantes. Personas. ,2024,49.0
,,Robladillo. Hombres. Total habitantes. Personas. ,2023,52.0
,,Robladillo. Hombres. Total habitantes. Personas. ,2022,50.0
,,Robladillo. Hombres. Total habitantes. Personas. ,2021,52.0
,,Robladillo. Hombres. Total habitantes. Personas. ,2020,54.0
,,Robladillo. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Robladillo. Mujeres. Total habitantes. Personas. ,2023,38.0
,,Robladillo. Mujeres. Total habitantes. Personas. ,2022,37.0
,,Robladillo. Mujeres. Total habitantes. Personas. ,2021,37.0
,,Robladillo. Mujeres. Total habitantes. Personas. ,2020,37.0
,,Robleda. Total. Total habitantes. Personas. ,2024,457.0
,,Robleda. Total. Total habitantes. Personas. ,2023,462.0
,,Robleda. Total. Total habitantes. Personas. ,2022,458.0
,,Robleda. Total. Total habitantes. Personas. ,2021,470.0
,,Robleda. Total. Total habitantes. Personas. ,2020,471.0
,,Robleda. Hombres. Total habitantes. Personas. ,2024,256.0
,,Robleda. Hombres. Total habitantes. Personas. ,2023,256.0
,,Robleda. Hombres. Total habitantes. Personas. ,2022,256.0
,,Robleda. Hombres. Total habitantes. Personas. ,2021,261.0
,,Robleda. Hombres. Total habitantes. Personas. ,2020,261.0
,,Robleda. Mujeres. Total habitantes. Personas. ,2024,201.0
,,Robleda. Mujeres. Total habitantes. Personas. ,2023,206.0
,,Robleda. Mujeres. Total habitantes. Personas. ,2022,202.0
,,Robleda. Mujeres. Total habitantes. Personas. ,2021,209.0
,,Robleda. Mujeres. Total habitantes. Personas. ,2020,210.0
,,Robleda-Cervantes. Total. Total habitantes. Personas. ,2024,400.0
,,Robleda-Cervantes. Total. Total habitantes. Personas. ,2023,415.0
,,Robleda-Cervantes. Total. Total habitantes. Personas. ,2022,395.0
,,Robleda-Cervantes. Total. Total habitantes. Personas. ,2021,392.0
,,Robleda-Cervantes. Total. Total habitantes. Personas. ,2020,395.0
,,Robleda-Cervantes. Hombres. Total habitantes. Personas. ,2024,210.0
,,Robleda-Cervantes. Hombres. Total habitantes. Personas. ,2023,220.0
,,Robleda-Cervantes. Hombres. Total habitantes. Personas. ,2022,212.0
,,Robleda-Cervantes. Hombres. Total habitantes. Personas. ,2021,209.0
,,Robleda-Cervantes. Hombres. Total habitantes. Personas. ,2020,210.0
,,Robleda-Cervantes. Mujeres. Total habitantes. Personas. ,2024,190.0
,,Robleda-Cervantes. Mujeres. Total habitantes. Personas. ,2023,195.0
,,Robleda-Cervantes. Mujeres. Total habitantes. Personas. ,2022,183.0
,,Robleda-Cervantes. Mujeres. Total habitantes. Personas. ,2021,183.0
,,Robleda-Cervantes. Mujeres. Total habitantes. Personas. ,2020,185.0
,,Robledillo de Gata. Total. Total habitantes. Personas. ,2024,94.0
,,Robledillo de Gata. Total. Total habitantes. Personas. ,2023,86.0
,,Robledillo de Gata. Total. Total habitantes. Personas. ,2022,86.0
,,Robledillo de Gata. Total. Total habitantes. Personas. ,2021,85.0
,,Robledillo de Gata. Total. Total habitantes. Personas. ,2020,90.0
,,Robledillo de Gata. Hombres. Total habitantes. Personas. ,2024,56.0
,,Robledillo de Gata. Hombres. Total habitantes. Personas. ,2023,50.0
,,Robledillo de Gata. Hombres. Total habitantes. Personas. ,2022,52.0
,,Robledillo de Gata. Hombres. Total habitantes. Personas. ,2021,48.0
,,Robledillo de Gata. Hombres. Total habitantes. Personas. ,2020,50.0
,,Robledillo de Gata. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Robledillo de Gata. Mujeres. Total habitantes. Personas. ,2023,36.0
,,Robledillo de Gata. Mujeres. Total habitantes. Personas. ,2022,34.0
,,Robledillo de Gata. Mujeres. Total habitantes. Personas. ,2021,37.0
,,Robledillo de Gata. Mujeres. Total habitantes. Personas. ,2020,40.0
,,Robledillo de la Jara. Total. Total habitantes. Personas. ,2024,131.0
,,Robledillo de la Jara. Total. Total habitantes. Personas. ,2023,135.0
,,Robledillo de la Jara. Total. Total habitantes. Personas. ,2022,114.0
,,Robledillo de la Jara. Total. Total habitantes. Personas. ,2021,97.0
,,Robledillo de la Jara. Total. Total habitantes. Personas. ,2020,95.0
,,Robledillo de la Jara. Hombres. Total habitantes. Personas. ,2024,68.0
,,Robledillo de la Jara. Hombres. Total habitantes. Personas. ,2023,70.0
,,Robledillo de la Jara. Hombres. Total habitantes. Personas. ,2022,59.0
,,Robledillo de la Jara. Hombres. Total habitantes. Personas. ,2021,50.0
,,Robledillo de la Jara. Hombres. Total habitantes. Personas. ,2020,48.0
,,Robledillo de la Jara. Mujeres. Total habitantes. Personas. ,2024,63.0
,,Robledillo de la Jara. Mujeres. Total habitantes. Personas. ,2023,65.0
,,Robledillo de la Jara. Mujeres. Total habitantes. Personas. ,2022,55.0
,,Robledillo de la Jara. Mujeres. Total habitantes. Personas. ,2021,47.0
,,Robledillo de la Jara. Mujeres. Total habitantes. Personas. ,2020,47.0
,,Robledillo de la Vera. Total. Total habitantes. Personas. ,2024,259.0
,,Robledillo de la Vera. Total. Total habitantes. Personas. ,2023,263.0
,,Robledillo de la Vera. Total. Total habitantes. Personas. ,2022,252.0
,,Robledillo de la Vera. Total. Total habitantes. Personas. ,2021,262.0
,,Robledillo de la Vera. Total. Total habitantes. Personas. ,2020,258.0
,,Robledillo de la Vera. Hombres. Total habitantes. Personas. ,2024,135.0
,,Robledillo de la Vera. Hombres. Total habitantes. Personas. ,2023,133.0
,,Robledillo de la Vera. Hombres. Total habitantes. Personas. ,2022,126.0
,,Robledillo de la Vera. Hombres. Total habitantes. Personas. ,2021,131.0
,,Robledillo de la Vera. Hombres. Total habitantes. Personas. ,2020,130.0
,,Robledillo de la Vera. Mujeres. Total habitantes. Personas. ,2024,124.0
,,Robledillo de la Vera. Mujeres. Total habitantes. Personas. ,2023,130.0
,,Robledillo de la Vera. Mujeres. Total habitantes. Personas. ,2022,126.0
,,Robledillo de la Vera. Mujeres. Total habitantes. Personas. ,2021,131.0
,,Robledillo de la Vera. Mujeres. Total habitantes. Personas. ,2020,128.0
,,Robledillo de Mohernando. Total. Total habitantes. Personas. ,2024,183.0
,,Robledillo de Mohernando. Total. Total habitantes. Personas. ,2023,178.0
,,Robledillo de Mohernando. Total. Total habitantes. Personas. ,2022,148.0
,,Robledillo de Mohernando. Total. Total habitantes. Personas. ,2021,127.0
,,Robledillo de Mohernando. Total. Total habitantes. Personas. ,2020,117.0
,,Robledillo de Mohernando. Hombres. Total habitantes. Personas. ,2024,111.0
,,Robledillo de Mohernando. Hombres. Total habitantes. Personas. ,2023,106.0
,,Robledillo de Mohernando. Hombres. Total habitantes. Personas. ,2022,87.0
,,Robledillo de Mohernando. Hombres. Total habitantes. Personas. ,2021,71.0
,,Robledillo de Mohernando. Hombres. Total habitantes. Personas. ,2020,61.0
,,Robledillo de Mohernando. Mujeres. Total habitantes. Personas. ,2024,72.0
,,Robledillo de Mohernando. Mujeres. Total habitantes. Personas. ,2023,72.0
,,Robledillo de Mohernando. Mujeres. Total habitantes. Personas. ,2022,61.0
,,Robledillo de Mohernando. Mujeres. Total habitantes. Personas. ,2021,56.0
,,Robledillo de Mohernando. Mujeres. Total habitantes. Personas. ,2020,56.0
,,Robledillo de Trujillo. Total. Total habitantes. Personas. ,2024,368.0
,,Robledillo de Trujillo. Total. Total habitantes. Personas. ,2023,356.0
,,Robledillo de Trujillo. Total. Total habitantes. Personas. ,2022,349.0
,,Robledillo de Trujillo. Total. Total habitantes. Personas. ,2021,362.0
,,Robledillo de Trujillo. Total. Total habitantes. Personas. ,2020,360.0
,,Robledillo de Trujillo. Hombres. Total habitantes. Personas. ,2024,194.0
,,Robledillo de Trujillo. Hombres. Total habitantes. Personas. ,2023,183.0
,,Robledillo de Trujillo. Hombres. Total habitantes. Personas. ,2022,182.0
,,Robledillo de Trujillo. Hombres. Total habitantes. Personas. ,2021,183.0
,,Robledillo de Trujillo. Hombres. Total habitantes. Personas. ,2020,179.0
,,Robledillo de Trujillo. Mujeres. Total habitantes. Personas. ,2024,174.0
,,Robledillo de Trujillo. Mujeres. Total habitantes. Personas. ,2023,173.0
,,Robledillo de Trujillo. Mujeres. Total habitantes. Personas. ,2022,167.0
,,Robledillo de Trujillo. Mujeres. Total habitantes. Personas. ,2021,179.0
,,Robledillo de Trujillo. Mujeres. Total habitantes. Personas. ,2020,181.0
,,Robledo. Total. Total habitantes. Personas. ,2024,393.0
,,Robledo. Total. Total habitantes. Personas. ,2023,394.0
,,Robledo. Total. Total habitantes. Personas. ,2022,385.0
,,Robledo. Total. Total habitantes. Personas. ,2021,391.0
,,Robledo. Total. Total habitantes. Personas. ,2020,376.0
,,Robledo. Hombres. Total habitantes. Personas. ,2024,219.0
,,Robledo. Hombres. Total habitantes. Personas. ,2023,215.0
,,Robledo. Hombres. Total habitantes. Personas. ,2022,209.0
,,Robledo. Hombres. Total habitantes. Personas. ,2021,211.0
,,Robledo. Hombres. Total habitantes. Personas. ,2020,206.0
,,Robledo. Mujeres. Total habitantes. Personas. ,2024,174.0
,,Robledo. Mujeres. Total habitantes. Personas. ,2023,179.0
,,Robledo. Mujeres. Total habitantes. Personas. ,2022,176.0
,,Robledo. Mujeres. Total habitantes. Personas. ,2021,180.0
,,Robledo. Mujeres. Total habitantes. Personas. ,2020,170.0
,,Robledo de Chavela. Total. Total habitantes. Personas. ,2024,4725.0
,,Robledo de Chavela. Total. Total habitantes. Personas. ,2023,4705.0
,,Robledo de Chavela. Total. Total habitantes. Personas. ,2022,4587.0
,,Robledo de Chavela. Total. Total habitantes. Personas. ,2021,4479.0
,,Robledo de Chavela. Total. Total habitantes. Personas. ,2020,4364.0
,,Robledo de Chavela. Hombres. Total habitantes. Personas. ,2024,2454.0
,,Robledo de Chavela. Hombres. Total habitantes. Personas. ,2023,2450.0
,,Robledo de Chavela. Hombres. Total habitantes. Personas. ,2022,2400.0
,,Robledo de Chavela. Hombres. Total habitantes. Personas. ,2021,2352.0
,,Robledo de Chavela. Hombres. Total habitantes. Personas. ,2020,2274.0
,,Robledo de Chavela. Mujeres. Total habitantes. Personas. ,2024,2271.0
,,Robledo de Chavela. Mujeres. Total habitantes. Personas. ,2023,2255.0
,,Robledo de Chavela. Mujeres. Total habitantes. Personas. ,2022,2187.0
,,Robledo de Chavela. Mujeres. Total habitantes. Personas. ,2021,2127.0
,,Robledo de Chavela. Mujeres. Total habitantes. Personas. ,2020,2090.0
,,Robledo de Corpes. Total. Total habitantes. Personas. ,2024,40.0
,,Robledo de Corpes. Total. Total habitantes. Personas. ,2023,45.0
,,Robledo de Corpes. Total. Total habitantes. Personas. ,2022,42.0
,,Robledo de Corpes. Total. Total habitantes. Personas. ,2021,40.0
,,Robledo de Corpes. Total. Total habitantes. Personas. ,2020,44.0
,,Robledo de Corpes. Hombres. Total habitantes. Personas. ,2024,22.0
,,Robledo de Corpes. Hombres. Total habitantes. Personas. ,2023,24.0
,,Robledo de Corpes. Hombres. Total habitantes. Personas. ,2022,21.0
,,Robledo de Corpes. Hombres. Total habitantes. Personas. ,2021,23.0
,,Robledo de Corpes. Hombres. Total habitantes. Personas. ,2020,27.0
,,Robledo de Corpes. Mujeres. Total habitantes. Personas. ,2024,18.0
,,Robledo de Corpes. Mujeres. Total habitantes. Personas. ,2023,21.0
,,Robledo de Corpes. Mujeres. Total habitantes. Personas. ,2022,21.0
,,Robledo de Corpes. Mujeres. Total habitantes. Personas. ,2021,17.0
,,Robledo de Corpes. Mujeres. Total habitantes. Personas. ,2020,17.0
,,Robledo del Mazo. Total. Total habitantes. Personas. ,2024,252.0
,,Robledo del Mazo. Total. Total habitantes. Personas. ,2023,247.0
,,Robledo del Mazo. Total. Total habitantes. Personas. ,2022,249.0
,,Robledo del Mazo. Total. Total habitantes. Personas. ,2021,260.0
,,Robledo del Mazo. Total. Total habitantes. Personas. ,2020,261.0
,,Robledo del Mazo. Hombres. Total habitantes. Personas. ,2024,140.0
,,Robledo del Mazo. Hombres. Total habitantes. Personas. ,2023,136.0
,,Robledo del Mazo. Hombres. Total habitantes. Personas. ,2022,133.0
,,Robledo del Mazo. Hombres. Total habitantes. Personas. ,2021,144.0
,,Robledo del Mazo. Hombres. Total habitantes. Personas. ,2020,148.0
,,Robledo del Mazo. Mujeres. Total habitantes. Personas. ,2024,112.0
,,Robledo del Mazo. Mujeres. Total habitantes. Personas. ,2023,111.0
,,Robledo del Mazo. Mujeres. Total habitantes. Personas. ,2022,116.0
,,Robledo del Mazo. Mujeres. Total habitantes. Personas. ,2021,116.0
,,Robledo del Mazo. Mujeres. Total habitantes. Personas. ,2020,113.0
,,"Robledo, El. Total. Total habitantes. Personas. ",2024,1049.0
,,"Robledo, El. Total. Total habitantes. Personas. ",2023,1061.0
,,"Robledo, El. Total. Total habitantes. Personas. ",2022,1061.0
,,"Robledo, El. Total. Total habitantes. Personas. ",2021,1058.0
,,"Robledo, El. Total. Total habitantes. Personas. ",2020,1053.0
,,"Robledo, El. Hombres. Total habitantes. Personas. ",2024,551.0
,,"Robledo, El. Hombres. Total habitantes. Personas. ",2023,559.0
,,"Robledo, El. Hombres. Total habitantes. Personas. ",2022,559.0
,,"Robledo, El. Hombres. Total habitantes. Personas. ",2021,552.0
,,"Robledo, El. Hombres. Total habitantes. Personas. ",2020,551.0
,,"Robledo, El. Mujeres. Total habitantes. Personas. ",2024,498.0
,,"Robledo, El. Mujeres. Total habitantes. Personas. ",2023,502.0
,,"Robledo, El. Mujeres. Total habitantes. Personas. ",2022,502.0
,,"Robledo, El. Mujeres. Total habitantes. Personas. ",2021,506.0
,,"Robledo, El. Mujeres. Total habitantes. Personas. ",2020,502.0
,,Robledollano. Total. Total habitantes. Personas. ,2024,320.0
,,Robledollano. Total. Total habitantes. Personas. ,2023,312.0
,,Robledollano. Total. Total habitantes. Personas. ,2022,282.0
,,Robledollano. Total. Total habitantes. Personas. ,2021,286.0
,,Robledollano. Total. Total habitantes. Personas. ,2020,294.0
,,Robledollano. Hombres. Total habitantes. Personas. ,2024,181.0
,,Robledollano. Hombres. Total habitantes. Personas. ,2023,172.0
,,Robledollano. Hombres. Total habitantes. Personas. ,2022,152.0
,,Robledollano. Hombres. Total habitantes. Personas. ,2021,155.0
,,Robledollano. Hombres. Total habitantes. Personas. ,2020,157.0
,,Robledollano. Mujeres. Total habitantes. Personas. ,2024,139.0
,,Robledollano. Mujeres. Total habitantes. Personas. ,2023,140.0
,,Robledollano. Mujeres. Total habitantes. Personas. ,2022,130.0
,,Robledollano. Mujeres. Total habitantes. Personas. ,2021,131.0
,,Robledollano. Mujeres. Total habitantes. Personas. ,2020,137.0
,,Robliza de Cojos. Total. Total habitantes. Personas. ,2024,187.0
,,Robliza de Cojos. Total. Total habitantes. Personas. ,2023,190.0
,,Robliza de Cojos. Total. Total habitantes. Personas. ,2022,199.0
,,Robliza de Cojos. Total. Total habitantes. Personas. ,2021,198.0
,,Robliza de Cojos. Total. Total habitantes. Personas. ,2020,202.0
,,Robliza de Cojos. Hombres. Total habitantes. Personas. ,2024,105.0
,,Robliza de Cojos. Hombres. Total habitantes. Personas. ,2023,103.0
,,Robliza de Cojos. Hombres. Total habitantes. Personas. ,2022,107.0
,,Robliza de Cojos. Hombres. Total habitantes. Personas. ,2021,103.0
,,Robliza de Cojos. Hombres. Total habitantes. Personas. ,2020,105.0
,,Robliza de Cojos. Mujeres. Total habitantes. Personas. ,2024,82.0
,,Robliza de Cojos. Mujeres. Total habitantes. Personas. ,2023,87.0
,,Robliza de Cojos. Mujeres. Total habitantes. Personas. ,2022,92.0
,,Robliza de Cojos. Mujeres. Total habitantes. Personas. ,2021,95.0
,,Robliza de Cojos. Mujeres. Total habitantes. Personas. ,2020,97.0
,,Robregordo. Total. Total habitantes. Personas. ,2024,73.0
,,Robregordo. Total. Total habitantes. Personas. ,2023,79.0
,,Robregordo. Total. Total habitantes. Personas. ,2022,70.0
,,Robregordo. Total. Total habitantes. Personas. ,2021,71.0
,,Robregordo. Total. Total habitantes. Personas. ,2020,65.0
,,Robregordo. Hombres. Total habitantes. Personas. ,2024,40.0
,,Robregordo. Hombres. Total habitantes. Personas. ,2023,45.0
,,Robregordo. Hombres. Total habitantes. Personas. ,2022,39.0
,,Robregordo. Hombres. Total habitantes. Personas. ,2021,42.0
,,Robregordo. Hombres. Total habitantes. Personas. ,2020,40.0
,,Robregordo. Mujeres. Total habitantes. Personas. ,2024,33.0
,,Robregordo. Mujeres. Total habitantes. Personas. ,2023,34.0
,,Robregordo. Mujeres. Total habitantes. Personas. ,2022,31.0
,,Robregordo. Mujeres. Total habitantes. Personas. ,2021,29.0
,,Robregordo. Mujeres. Total habitantes. Personas. ,2020,25.0
,,Robres. Total. Total habitantes. Personas. ,2024,531.0
,,Robres. Total. Total habitantes. Personas. ,2023,523.0
,,Robres. Total. Total habitantes. Personas. ,2022,537.0
,,Robres. Total. Total habitantes. Personas. ,2021,525.0
,,Robres. Total. Total habitantes. Personas. ,2020,514.0
,,Robres. Hombres. Total habitantes. Personas. ,2024,283.0
,,Robres. Hombres. Total habitantes. Personas. ,2023,276.0
,,Robres. Hombres. Total habitantes. Personas. ,2022,280.0
,,Robres. Hombres. Total habitantes. Personas. ,2021,274.0
,,Robres. Hombres. Total habitantes. Personas. ,2020,266.0
,,Robres. Mujeres. Total habitantes. Personas. ,2024,248.0
,,Robres. Mujeres. Total habitantes. Personas. ,2023,247.0
,,Robres. Mujeres. Total habitantes. Personas. ,2022,257.0
,,Robres. Mujeres. Total habitantes. Personas. ,2021,251.0
,,Robres. Mujeres. Total habitantes. Personas. ,2020,248.0
,,Robres del Castillo. Total. Total habitantes. Personas. ,2024,24.0
,,Robres del Castillo. Total. Total habitantes. Personas. ,2023,27.0
,,Robres del Castillo. Total. Total habitantes. Personas. ,2022,26.0
,,Robres del Castillo. Total. Total habitantes. Personas. ,2021,26.0
,,Robres del Castillo. Total. Total habitantes. Personas. ,2020,29.0
,,Robres del Castillo. Hombres. Total habitantes. Personas. ,2024,15.0
,,Robres del Castillo. Hombres. Total habitantes. Personas. ,2023,17.0
,,Robres del Castillo. Hombres. Total habitantes. Personas. ,2022,17.0
,,Robres del Castillo. Hombres. Total habitantes. Personas. ,2021,16.0
,,Robres del Castillo. Hombres. Total habitantes. Personas. ,2020,19.0
,,Robres del Castillo. Mujeres. Total habitantes. Personas. ,2024,9.0
,,Robres del Castillo. Mujeres. Total habitantes. Personas. ,2023,10.0
,,Robres del Castillo. Mujeres. Total habitantes. Personas. ,2022,9.0
,,Robres del Castillo. Mujeres. Total habitantes. Personas. ,2021,10.0
,,Robres del Castillo. Mujeres. Total habitantes. Personas. ,2020,10.0
,,"Roca de la Sierra, La. Total. Total habitantes. Personas. ",2024,1453.0
,,"Roca de la Sierra, La. Total. Total habitantes. Personas. ",2023,1436.0
,,"Roca de la Sierra, La. Total. Total habitantes. Personas. ",2022,1435.0
,,"Roca de la Sierra, La. Total. Total habitantes. Personas. ",2021,1442.0
,,"Roca de la Sierra, La. Total. Total habitantes. Personas. ",2020,1455.0
,,"Roca de la Sierra, La. Hombres. Total habitantes. Personas. ",2024,713.0
,,"Roca de la Sierra, La. Hombres. Total habitantes. Personas. ",2023,709.0
,,"Roca de la Sierra, La. Hombres. Total habitantes. Personas. ",2022,702.0
,,"Roca de la Sierra, La. Hombres. Total habitantes. Personas. ",2021,705.0
,,"Roca de la Sierra, La. Hombres. Total habitantes. Personas. ",2020,711.0
,,"Roca de la Sierra, La. Mujeres. Total habitantes. Personas. ",2024,740.0
,,"Roca de la Sierra, La. Mujeres. Total habitantes. Personas. ",2023,727.0
,,"Roca de la Sierra, La. Mujeres. Total habitantes. Personas. ",2022,733.0
,,"Roca de la Sierra, La. Mujeres. Total habitantes. Personas. ",2021,737.0
,,"Roca de la Sierra, La. Mujeres. Total habitantes. Personas. ",2020,744.0
,,"Roca del Vallès, La. Total. Total habitantes. Personas. ",2024,10962.0
,,"Roca del Vallès, La. Total. Total habitantes. Personas. ",2023,10913.0
,,"Roca del Vallès, La. Total. Total habitantes. Personas. ",2022,10776.0
,,"Roca del Vallès, La. Total. Total habitantes. Personas. ",2021,10676.0
,,"Roca del Vallès, La. Total. Total habitantes. Personas. ",2020,10754.0
,,"Roca del Vallès, La. Hombres. Total habitantes. Personas. ",2024,5507.0
,,"Roca del Vallès, La. Hombres. Total habitantes. Personas. ",2023,5476.0
,,"Roca del Vallès, La. Hombres. Total habitantes. Personas. ",2022,5411.0
,,"Roca del Vallès, La. Hombres. Total habitantes. Personas. ",2021,5334.0
,,"Roca del Vallès, La. Hombres. Total habitantes. Personas. ",2020,5356.0
,,"Roca del Vallès, La. Mujeres. Total habitantes. Personas. ",2024,5455.0
,,"Roca del Vallès, La. Mujeres. Total habitantes. Personas. ",2023,5437.0
,,"Roca del Vallès, La. Mujeres. Total habitantes. Personas. ",2022,5365.0
,,"Roca del Vallès, La. Mujeres. Total habitantes. Personas. ",2021,5342.0
,,"Roca del Vallès, La. Mujeres. Total habitantes. Personas. ",2020,5398.0
,,Rocafort. Total. Total habitantes. Personas. ,2024,7753.0
,,Rocafort. Total. Total habitantes. Personas. ,2023,7570.0
,,Rocafort. Total. Total habitantes. Personas. ,2022,7603.0
,,Rocafort. Total. Total habitantes. Personas. ,2021,7445.0
,,Rocafort. Total. Total habitantes. Personas. ,2020,7314.0
,,Rocafort. Hombres. Total habitantes. Personas. ,2024,3787.0
,,Rocafort. Hombres. Total habitantes. Personas. ,2023,3695.0
,,Rocafort. Hombres. Total habitantes. Personas. ,2022,3709.0
,,Rocafort. Hombres. Total habitantes. Personas. ,2021,3638.0
,,Rocafort. Hombres. Total habitantes. Personas. ,2020,3566.0
,,Rocafort. Mujeres. Total habitantes. Personas. ,2024,3966.0
,,Rocafort. Mujeres. Total habitantes. Personas. ,2023,3875.0
,,Rocafort. Mujeres. Total habitantes. Personas. ,2022,3894.0
,,Rocafort. Mujeres. Total habitantes. Personas. ,2021,3807.0
,,Rocafort. Mujeres. Total habitantes. Personas. ,2020,3748.0
,,Rocafort de Queralt. Total. Total habitantes. Personas. ,2024,246.0
