cod_prov,cod_muni,municipio,year,population
,,Famorca. Hombres. Total habitantes. Personas. ,2024,24.0
,,Famorca. Mujeres. Total habitantes. Personas. ,2024,20.0
,,Fanlo. Total. Total habitantes. Personas. ,2024,118.0
,,Fanlo. Hombres. Total habitantes. Personas. ,2024,68.0
,,Fanlo. Mujeres. Total habitantes. Personas. ,2024,50.0
,,Fanzara. Total. Total habitantes. Personas. ,2024,297.0
,,Fanzara. Hombres. Total habitantes. Personas. ,2024,155.0
,,Fanzara. Mujeres. Total habitantes. Personas. ,2024,142.0
,,"Far d'Empordà, El. Total. Total habitantes. Personas. ",2024,626.0
,,"Far d'Empordà, El. Hombres. Total habitantes. Personas. ",2024,313.0
,,"Far d'Empordà, El. Mujeres. Total habitantes. Personas. ",2024,313.0
,,Faraján. Total. Total habitantes. Personas. ,2024,284.0
,,Faraján. Hombres. Total habitantes. Personas. ,2024,145.0
,,Faraján. Mujeres. Total habitantes. Personas. ,2024,139.0
,,Faramontanos de Tábara. Total. Total habitantes. Personas. ,2024,340.0
,,Faramontanos de Tábara. Hombres. Total habitantes. Personas. ,2024,182.0
,,Faramontanos de Tábara. Mujeres. Total habitantes. Personas. ,2024,158.0
,,Fariza. Total. Total habitantes. Personas. ,2024,496.0
,,Fariza. Hombres. Total habitantes. Personas. ,2024,261.0
,,Fariza. Mujeres. Total habitantes. Personas. ,2024,235.0
,,Farlete. Total. Total habitantes. Personas. ,2024,394.0
,,Farlete. Hombres. Total habitantes. Personas. ,2024,189.0
,,Farlete. Mujeres. Total habitantes. Personas. ,2024,205.0
,,Farrera. Total. Total habitantes. Personas. ,2024,127.0
,,Farrera. Hombres. Total habitantes. Personas. ,2024,72.0
,,Farrera. Mujeres. Total habitantes. Personas. ,2024,55.0
,,Fasnia. Total. Total habitantes. Personas. ,2024,3066.0
,,Fasnia. Hombres. Total habitantes. Personas. ,2024,1607.0
,,Fasnia. Mujeres. Total habitantes. Personas. ,2024,1459.0
,,"Fatarella, La. Total. Total habitantes. Personas. ",2024,852.0
,,"Fatarella, La. Hombres. Total habitantes. Personas. ",2024,425.0
,,"Fatarella, La. Mujeres. Total habitantes. Personas. ",2024,427.0
,,Faura. Total. Total habitantes. Personas. ,2024,3671.0
,,Faura. Hombres. Total habitantes. Personas. ,2024,1814.0
,,Faura. Mujeres. Total habitantes. Personas. ,2024,1857.0
,,Favara. Total. Total habitantes. Personas. ,2024,2701.0
,,Favara. Hombres. Total habitantes. Personas. ,2024,1380.0
,,Favara. Mujeres. Total habitantes. Personas. ,2024,1321.0
,,Fayón. Total. Total habitantes. Personas. ,2024,430.0
,,Fayón. Hombres. Total habitantes. Personas. ,2024,245.0
,,Fayón. Mujeres. Total habitantes. Personas. ,2024,185.0
,,"Fayos, Los. Total. Total habitantes. Personas. ",2024,133.0
,,"Fayos, Los. Hombres. Total habitantes. Personas. ",2024,70.0
,,"Fayos, Los. Mujeres. Total habitantes. Personas. ",2024,63.0
,,"Febró, La. Total. Total habitantes. Personas. ",2024,36.0
,,"Febró, La. Hombres. Total habitantes. Personas. ",2024,22.0
,,"Febró, La. Mujeres. Total habitantes. Personas. ",2024,14.0
,,Felanitx. Total. Total habitantes. Personas. ,2024,18850.0
,,Felanitx. Hombres. Total habitantes. Personas. ,2024,9481.0
,,Felanitx. Mujeres. Total habitantes. Personas. ,2024,9369.0
,,Felix. Total. Total habitantes. Personas. ,2024,770.0
,,Felix. Hombres. Total habitantes. Personas. ,2024,449.0
,,Felix. Mujeres. Total habitantes. Personas. ,2024,321.0
,,Fene. Total. Total habitantes. Personas. ,2024,12530.0
,,Fene. Hombres. Total habitantes. Personas. ,2024,5958.0
,,Fene. Mujeres. Total habitantes. Personas. ,2024,6572.0
,,Férez. Total. Total habitantes. Personas. ,2024,605.0
,,Férez. Hombres. Total habitantes. Personas. ,2024,298.0
,,Férez. Mujeres. Total habitantes. Personas. ,2024,307.0
,,Feria. Total. Total habitantes. Personas. ,2024,1047.0
,,Feria. Hombres. Total habitantes. Personas. ,2024,510.0
,,Feria. Mujeres. Total habitantes. Personas. ,2024,537.0
,,Fermoselle. Total. Total habitantes. Personas. ,2024,1149.0
,,Fermoselle. Hombres. Total habitantes. Personas. ,2024,589.0
,,Fermoselle. Mujeres. Total habitantes. Personas. ,2024,560.0
,,Fernán Caballero. Total. Total habitantes. Personas. ,2024,965.0
,,Fernán Caballero. Hombres. Total habitantes. Personas. ,2024,489.0
,,Fernán Caballero. Mujeres. Total habitantes. Personas. ,2024,476.0
,,Fernán-Núñez. Total. Total habitantes. Personas. ,2024,9638.0
,,Fernán-Núñez. Hombres. Total habitantes. Personas. ,2024,4768.0
,,Fernán-Núñez. Mujeres. Total habitantes. Personas. ,2024,4870.0
,,Ferreira. Total. Total habitantes. Personas. ,2024,303.0
,,Ferreira. Hombres. Total habitantes. Personas. ,2024,157.0
,,Ferreira. Mujeres. Total habitantes. Personas. ,2024,146.0
,,Ferreras de Abajo. Total. Total habitantes. Personas. ,2024,451.0
,,Ferreras de Abajo. Hombres. Total habitantes. Personas. ,2024,220.0
,,Ferreras de Abajo. Mujeres. Total habitantes. Personas. ,2024,231.0
,,Ferreras de Arriba. Total. Total habitantes. Personas. ,2024,358.0
,,Ferreras de Arriba. Hombres. Total habitantes. Personas. ,2024,198.0
,,Ferreras de Arriba. Mujeres. Total habitantes. Personas. ,2024,160.0
,,Ferreries. Total. Total habitantes. Personas. ,2024,5114.0
,,Ferreries. Hombres. Total habitantes. Personas. ,2024,2536.0
,,Ferreries. Mujeres. Total habitantes. Personas. ,2024,2578.0
,,Ferreruela. Total. Total habitantes. Personas. ,2024,419.0
,,Ferreruela. Hombres. Total habitantes. Personas. ,2024,234.0
,,Ferreruela. Mujeres. Total habitantes. Personas. ,2024,185.0
,,Ferreruela de Huerva. Total. Total habitantes. Personas. ,2024,78.0
,,Ferreruela de Huerva. Hombres. Total habitantes. Personas. ,2024,46.0
,,Ferreruela de Huerva. Mujeres. Total habitantes. Personas. ,2024,32.0
,,Ferrol. Total. Total habitantes. Personas. ,2024,64218.0
,,Ferrol. Hombres. Total habitantes. Personas. ,2024,30347.0
,,Ferrol. Mujeres. Total habitantes. Personas. ,2024,33871.0
,,Figaró-Montmany. Total. Total habitantes. Personas. ,2024,1188.0
,,Figaró-Montmany. Hombres. Total habitantes. Personas. ,2024,572.0
,,Figaró-Montmany. Mujeres. Total habitantes. Personas. ,2024,616.0
,,Fígols. Total. Total habitantes. Personas. ,2024,41.0
,,Fígols. Hombres. Total habitantes. Personas. ,2024,21.0
,,Fígols. Mujeres. Total habitantes. Personas. ,2024,20.0
,,Fígols i Alinyà. Total. Total habitantes. Personas. ,2024,243.0
,,Fígols i Alinyà. Hombres. Total habitantes. Personas. ,2024,142.0
,,Fígols i Alinyà. Mujeres. Total habitantes. Personas. ,2024,101.0
,,"Figuera, La. Total. Total habitantes. Personas. ",2024,122.0
,,"Figuera, La. Hombres. Total habitantes. Personas. ",2024,68.0
,,"Figuera, La. Mujeres. Total habitantes. Personas. ",2024,54.0
,,Figueres. Total. Total habitantes. Personas. ,2024,48875.0
,,Figueres. Hombres. Total habitantes. Personas. ,2024,24245.0
,,Figueres. Mujeres. Total habitantes. Personas. ,2024,24630.0
,,Figuerola del Camp. Total. Total habitantes. Personas. ,2024,345.0
,,Figuerola del Camp. Hombres. Total habitantes. Personas. ,2024,170.0
,,Figuerola del Camp. Mujeres. Total habitantes. Personas. ,2024,175.0
,,Figueroles. Total. Total habitantes. Personas. ,2024,518.0
,,Figueroles. Hombres. Total habitantes. Personas. ,2024,257.0
,,Figueroles. Mujeres. Total habitantes. Personas. ,2024,261.0
,,Figueruela de Arriba. Total. Total habitantes. Personas. ,2024,318.0
,,Figueruela de Arriba. Hombres. Total habitantes. Personas. ,2024,162.0
,,Figueruela de Arriba. Mujeres. Total habitantes. Personas. ,2024,156.0
,,Figueruelas. Total. Total habitantes. Personas. ,2024,1270.0
,,Figueruelas. Hombres. Total habitantes. Personas. ,2024,619.0
,,Figueruelas. Mujeres. Total habitantes. Personas. ,2024,651.0
,,Fines. Total. Total habitantes. Personas. ,2024,2286.0
,,Fines. Hombres. Total habitantes. Personas. ,2024,1215.0
,,Fines. Mujeres. Total habitantes. Personas. ,2024,1071.0
,,Finestrat. Total. Total habitantes. Personas. ,2024,9352.0
,,Finestrat. Hombres. Total habitantes. Personas. ,2024,4768.0
,,Finestrat. Mujeres. Total habitantes. Personas. ,2024,4584.0
,,Fiñana. Total. Total habitantes. Personas. ,2024,1984.0
,,Fiñana. Hombres. Total habitantes. Personas. ,2024,1008.0
,,Fiñana. Mujeres. Total habitantes. Personas. ,2024,976.0
,,Firgas. Total. Total habitantes. Personas. ,2024,7688.0
,,Firgas. Hombres. Total habitantes. Personas. ,2024,3886.0
,,Firgas. Mujeres. Total habitantes. Personas. ,2024,3802.0
,,Fiscal. Total. Total habitantes. Personas. ,2024,379.0
,,Fiscal. Hombres. Total habitantes. Personas. ,2024,211.0
,,Fiscal. Mujeres. Total habitantes. Personas. ,2024,168.0
,,Fisterra. Total. Total habitantes. Personas. ,2024,4704.0
,,Fisterra. Hombres. Total habitantes. Personas. ,2024,2393.0
,,Fisterra. Mujeres. Total habitantes. Personas. ,2024,2311.0
,,Fitero. Total. Total habitantes. Personas. ,2024,2222.0
,,Fitero. Hombres. Total habitantes. Personas. ,2024,1125.0
,,Fitero. Mujeres. Total habitantes. Personas. ,2024,1097.0
,,Flaçà. Total. Total habitantes. Personas. ,2024,1145.0
,,Flaçà. Hombres. Total habitantes. Personas. ,2024,548.0
,,Flaçà. Mujeres. Total habitantes. Personas. ,2024,597.0
,,Flix. Total. Total habitantes. Personas. ,2024,3324.0
,,Flix. Hombres. Total habitantes. Personas. ,2024,1684.0
,,Flix. Mujeres. Total habitantes. Personas. ,2024,1640.0
,,Flores de Ávila. Total. Total habitantes. Personas. ,2024,270.0
,,Flores de Ávila. Hombres. Total habitantes. Personas. ,2024,142.0
,,Flores de Ávila. Mujeres. Total habitantes. Personas. ,2024,128.0
,,"Floresta, La. Total. Total habitantes. Personas. ",2024,164.0
,,"Floresta, La. Hombres. Total habitantes. Personas. ",2024,88.0
,,"Floresta, La. Mujeres. Total habitantes. Personas. ",2024,76.0
,,Florida de Liébana. Total. Total habitantes. Personas. ,2024,244.0
,,Florida de Liébana. Hombres. Total habitantes. Personas. ,2024,135.0
,,Florida de Liébana. Mujeres. Total habitantes. Personas. ,2024,109.0
,,Fogars de la Selva. Total. Total habitantes. Personas. ,2024,1680.0
,,Fogars de la Selva. Hombres. Total habitantes. Personas. ,2024,881.0
,,Fogars de la Selva. Mujeres. Total habitantes. Personas. ,2024,799.0
,,Fogars de Montclús. Total. Total habitantes. Personas. ,2024,502.0
,,Fogars de Montclús. Hombres. Total habitantes. Personas. ,2024,275.0
,,Fogars de Montclús. Mujeres. Total habitantes. Personas. ,2024,227.0
,,Foios. Total. Total habitantes. Personas. ,2024,7761.0
,,Foios. Hombres. Total habitantes. Personas. ,2024,3793.0
,,Foios. Mujeres. Total habitantes. Personas. ,2024,3968.0
,,Foixà. Total. Total habitantes. Personas. ,2024,292.0
,,Foixà. Hombres. Total habitantes. Personas. ,2024,150.0
,,Foixà. Mujeres. Total habitantes. Personas. ,2024,142.0
,,Folgoso de la Ribera. Total. Total habitantes. Personas. ,2024,982.0
,,Folgoso de la Ribera. Hombres. Total habitantes. Personas. ,2024,482.0
,,Folgoso de la Ribera. Mujeres. Total habitantes. Personas. ,2024,500.0
,,Folgoso do Courel. Total. Total habitantes. Personas. ,2024,978.0
,,Folgoso do Courel. Hombres. Total habitantes. Personas. ,2024,509.0
,,Folgoso do Courel. Mujeres. Total habitantes. Personas. ,2024,469.0
,,Folgueroles. Total. Total habitantes. Personas. ,2024,2263.0
,,Folgueroles. Hombres. Total habitantes. Personas. ,2024,1141.0
,,Folgueroles. Mujeres. Total habitantes. Personas. ,2024,1122.0
,,Fombellida. Total. Total habitantes. Personas. ,2024,175.0
,,Fombellida. Hombres. Total habitantes. Personas. ,2024,103.0
,,Fombellida. Mujeres. Total habitantes. Personas. ,2024,72.0
,,Fombuena. Total. Total habitantes. Personas. ,2024,55.0
,,Fombuena. Hombres. Total habitantes. Personas. ,2024,33.0
,,Fombuena. Mujeres. Total habitantes. Personas. ,2024,22.0
,,Fompedraza. Total. Total habitantes. Personas. ,2024,111.0
,,Fompedraza. Hombres. Total habitantes. Personas. ,2024,59.0
,,Fompedraza. Mujeres. Total habitantes. Personas. ,2024,52.0
,,Foncea. Total. Total habitantes. Personas. ,2024,93.0
,,Foncea. Hombres. Total habitantes. Personas. ,2024,53.0
,,Foncea. Mujeres. Total habitantes. Personas. ,2024,40.0
,,Fondarella. Total. Total habitantes. Personas. ,2024,805.0
,,Fondarella. Hombres. Total habitantes. Personas. ,2024,402.0
,,Fondarella. Mujeres. Total habitantes. Personas. ,2024,403.0
,,"Fondó de les Neus, el/Hondón de las Nieves. Total. Total habitantes. Personas. ",2024,2696.0
,,"Fondó de les Neus, el/Hondón de las Nieves. Hombres. Total habitantes. Personas. ",2024,1394.0
,,"Fondó de les Neus, el/Hondón de las Nieves. Mujeres. Total habitantes. Personas. ",2024,1302.0
,,Fondón. Total. Total habitantes. Personas. ,2024,1133.0
,,Fondón. Hombres. Total habitantes. Personas. ,2024,587.0
,,Fondón. Mujeres. Total habitantes. Personas. ,2024,546.0
,,Fonelas. Total. Total habitantes. Personas. ,2024,964.0
,,Fonelas. Hombres. Total habitantes. Personas. ,2024,506.0
,,Fonelas. Mujeres. Total habitantes. Personas. ,2024,458.0
,,Fonfría. Total. Total habitantes. Personas. ,2024,763.0
,,Fonfría. Hombres. Total habitantes. Personas. ,2024,408.0
,,Fonfría. Mujeres. Total habitantes. Personas. ,2024,355.0
,,Fonfría. Total. Total habitantes. Personas. ,2024,35.0
,,Fonfría. Hombres. Total habitantes. Personas. ,2024,20.0
,,Fonfría. Mujeres. Total habitantes. Personas. ,2024,15.0
,,Fonollosa. Total. Total habitantes. Personas. ,2024,1585.0
,,Fonollosa. Hombres. Total habitantes. Personas. ,2024,802.0
,,Fonollosa. Mujeres. Total habitantes. Personas. ,2024,783.0
,,"Fonsagrada, A. Total. Total habitantes. Personas. ",2024,3116.0
,,"Fonsagrada, A. Hombres. Total habitantes. Personas. ",2024,1628.0
,,"Fonsagrada, A. Mujeres. Total habitantes. Personas. ",2024,1488.0
,,"Font de la Figuera, la. Total. Total habitantes. Personas. ",2024,2043.0
,,"Font de la Figuera, la. Hombres. Total habitantes. Personas. ",2024,1038.0
,,"Font de la Figuera, la. Mujeres. Total habitantes. Personas. ",2024,1005.0
,,"Font d'en Carròs, la. Total. Total habitantes. Personas. ",2024,3938.0
,,"Font d'en Carròs, la. Hombres. Total habitantes. Personas. ",2024,1979.0
,,"Font d'en Carròs, la. Mujeres. Total habitantes. Personas. ",2024,1959.0
,,Fontanals de Cerdanya. Total. Total habitantes. Personas. ,2024,531.0
,,Fontanals de Cerdanya. Hombres. Total habitantes. Personas. ,2024,277.0
,,Fontanals de Cerdanya. Mujeres. Total habitantes. Personas. ,2024,254.0
,,Fontanar. Total. Total habitantes. Personas. ,2024,2637.0
,,Fontanar. Hombres. Total habitantes. Personas. ,2024,1379.0
,,Fontanar. Mujeres. Total habitantes. Personas. ,2024,1258.0
,,Fontanarejo. Total. Total habitantes. Personas. ,2024,233.0
,,Fontanarejo. Hombres. Total habitantes. Personas. ,2024,132.0
,,Fontanarejo. Mujeres. Total habitantes. Personas. ,2024,101.0
,,Fontanars dels Alforins. Total. Total habitantes. Personas. ,2024,947.0
,,Fontanars dels Alforins. Hombres. Total habitantes. Personas. ,2024,489.0
,,Fontanars dels Alforins. Mujeres. Total habitantes. Personas. ,2024,458.0
,,Fontanilles. Total. Total habitantes. Personas. ,2024,168.0
,,Fontanilles. Hombres. Total habitantes. Personas. ,2024,91.0
,,Fontanilles. Mujeres. Total habitantes. Personas. ,2024,77.0
,,Fontcoberta. Total. Total habitantes. Personas. ,2024,1503.0
,,Fontcoberta. Hombres. Total habitantes. Personas. ,2024,771.0
,,Fontcoberta. Mujeres. Total habitantes. Personas. ,2024,732.0
,,Fontellas. Total. Total habitantes. Personas. ,2024,1022.0
,,Fontellas. Hombres. Total habitantes. Personas. ,2024,520.0
,,Fontellas. Mujeres. Total habitantes. Personas. ,2024,502.0
,,Fontihoyuelo. Total. Total habitantes. Personas. ,2024,31.0
,,Fontihoyuelo. Hombres. Total habitantes. Personas. ,2024,20.0
,,Fontihoyuelo. Mujeres. Total habitantes. Personas. ,2024,11.0
,,Fontioso. Total. Total habitantes. Personas. ,2024,54.0
,,Fontioso. Hombres. Total habitantes. Personas. ,2024,33.0
,,Fontioso. Mujeres. Total habitantes. Personas. ,2024,21.0
,,Fontiveros. Total. Total habitantes. Personas. ,2024,725.0
,,Fontiveros. Hombres. Total habitantes. Personas. ,2024,377.0
,,Fontiveros. Mujeres. Total habitantes. Personas. ,2024,348.0
,,Font-rubí. Total. Total habitantes. Personas. ,2024,1446.0
,,Font-rubí. Hombres. Total habitantes. Personas. ,2024,783.0
,,Font-rubí. Mujeres. Total habitantes. Personas. ,2024,663.0
,,Fonz. Total. Total habitantes. Personas. ,2024,893.0
,,Fonz. Hombres. Total habitantes. Personas. ,2024,467.0
,,Fonz. Mujeres. Total habitantes. Personas. ,2024,426.0
,,Fonzaleche. Total. Total habitantes. Personas. ,2024,124.0
,,Fonzaleche. Hombres. Total habitantes. Personas. ,2024,80.0
,,Fonzaleche. Mujeres. Total habitantes. Personas. ,2024,44.0
,,Foradada. Total. Total habitantes. Personas. ,2024,195.0
,,Foradada. Hombres. Total habitantes. Personas. ,2024,107.0
,,Foradada. Mujeres. Total habitantes. Personas. ,2024,88.0
,,Foradada del Toscar. Total. Total habitantes. Personas. ,2024,169.0
,,Foradada del Toscar. Hombres. Total habitantes. Personas. ,2024,93.0
,,Foradada del Toscar. Mujeres. Total habitantes. Personas. ,2024,76.0
,,Forallac. Total. Total habitantes. Personas. ,2024,1766.0
,,Forallac. Hombres. Total habitantes. Personas. ,2024,857.0
,,Forallac. Mujeres. Total habitantes. Personas. ,2024,909.0
,,Forcall. Total. Total habitantes. Personas. ,2024,477.0
,,Forcall. Hombres. Total habitantes. Personas. ,2024,229.0
,,Forcall. Mujeres. Total habitantes. Personas. ,2024,248.0
,,Forcarei. Total. Total habitantes. Personas. ,2024,3127.0
,,Forcarei. Hombres. Total habitantes. Personas. ,2024,1492.0
,,Forcarei. Mujeres. Total habitantes. Personas. ,2024,1635.0
,,Forès. Total. Total habitantes. Personas. ,2024,40.0
,,Forès. Hombres. Total habitantes. Personas. ,2024,25.0
,,Forès. Mujeres. Total habitantes. Personas. ,2024,15.0
,,Forfoleda. Total. Total habitantes. Personas. ,2024,204.0
,,Forfoleda. Hombres. Total habitantes. Personas. ,2024,112.0
,,Forfoleda. Mujeres. Total habitantes. Personas. ,2024,92.0
,,Formentera. Total. Total habitantes. Personas. ,2024,11389.0
,,Formentera. Hombres. Total habitantes. Personas. ,2024,5831.0
,,Formentera. Mujeres. Total habitantes. Personas. ,2024,5558.0
,,Formentera del Segura. Total. Total habitantes. Personas. ,2024,4749.0
,,Formentera del Segura. Hombres. Total habitantes. Personas. ,2024,2408.0
,,Formentera del Segura. Mujeres. Total habitantes. Personas. ,2024,2341.0
,,Formiche Alto. Total. Total habitantes. Personas. ,2024,158.0
,,Formiche Alto. Hombres. Total habitantes. Personas. ,2024,90.0
,,Formiche Alto. Mujeres. Total habitantes. Personas. ,2024,68.0
,,Fornalutx. Total. Total habitantes. Personas. ,2024,715.0
,,Fornalutx. Hombres. Total habitantes. Personas. ,2024,348.0
,,Fornalutx. Mujeres. Total habitantes. Personas. ,2024,367.0
,,Fornells de la Selva. Total. Total habitantes. Personas. ,2024,2781.0
,,Fornells de la Selva. Hombres. Total habitantes. Personas. ,2024,1387.0
,,Fornells de la Selva. Mujeres. Total habitantes. Personas. ,2024,1394.0
,,Fornelos de Montes. Total. Total habitantes. Personas. ,2024,1637.0
,,Fornelos de Montes. Hombres. Total habitantes. Personas. ,2024,796.0
,,Fornelos de Montes. Mujeres. Total habitantes. Personas. ,2024,841.0
,,Fornes. Total. Total habitantes. Personas. ,2024,531.0
,,Fornes. Hombres. Total habitantes. Personas. ,2024,282.0
