PROV_NAME,SOG_ID,LAU_ID,LAU_NAME,AREA_KM2,POP_2023,stations_count,stations_unique,stations_density_km2,stations_with_operator_share,operator_count,stations_per_10k_pop,stations_within_1km_count,stations_within_5km_count,stations_in_muni_plus_1km_count,stations_in_muni_plus_5km_count,min_distance_km_to_station,mean_distance_km_to_station,accessible_count,accessible_share,category_connectivity,INE_PROV_CODE
Ávila,ES_05010,5010,"Aldehuela, La",8.7630,150.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,5.4190,10.5130,0,0.0000,periferico,5
Ávila,ES_05012,5012,Amavida,8.9950,135.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,12.4190,14.2070,0,0.0000,aislado,5
Ávila,ES_05013,5013,"Arenal, El",35.8240,971.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.6130,18.0900,0,0.0000,aislado,5
Ávila,ES_05014,5014,Arenas de San Pedro,33.4890,6486.0000,1,1,0.0300,1.0000,1,1.5420,0,0,1,2,15.1720,18.3660,0,0.0000,directo,5
Ávila,ES_05016,5016,Arévalo,169.9890,7768.0000,49,49,0.2880,0.0000,0,63.0790,0,52,52,61,1.3170,5.5290,0,0.0000,directo,5
Ávila,ES_05017,5017,Aveinte,5.8370,75.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,5.1060,15.1200,0,0.0000,periferico,5
Ávila,ES_05018,5018,Avellaneda,2.3390,24.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,7.2310,11.2090,0,0.0000,periferico,5
Ávila,ES_05021,5021,"Barco de Ávila, El",180.1900,2289.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,8.8140,12.8540,0,0.0000,aislado,5
Ávila,ES_05022,5022,"Barraco, El",13.0450,2007.0000,1,1,0.0770,0.0000,0,4.9830,0,1,1,3,4.5770,15.2480,0,0.0000,directo,5
Ávila,ES_05023,5023,Barromán,8.7870,176.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,8.4170,13.5090,0,0.0000,periferico,5
Ávila,ES_05024,5024,Becedas,5.0970,164.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,20.1640,0.0000,0,0.0000,aislado,5
Ávila,ES_05025,5025,Becedillas,3.5230,70.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,9.4960,14.6930,0,0.0000,periferico,5
Ávila,ES_05027,5027,"Berlanas, Las",19.5250,326.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,1,4.8270,11.8450,0,0.0000,periferico,5
Ávila,ES_05029,5029,Bernuy-Zapardiel,4.4000,87.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,2,4.7820,13.7670,0,0.0000,periferico,5
Ávila,ES_05030,5030,Berrocalejo de Aragona,5.5500,50.0000,1,1,0.1800,0.0000,0,200.0000,1,4,1,7,0.8270,12.1510,0,0.0000,directo,5
Ávila,ES_05033,5033,Blascomillán,4.2690,169.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,8.4390,15.3250,0,0.0000,periferico,5
Ávila,ES_05034,5034,Blasconuño de Matacabras,1.1560,15.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,16.1520,17.4760,0,0.0000,aislado,5
Ávila,ES_05035,5035,Blascosancho,4.6200,106.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,4,7.3110,13.7040,0,0.0000,periferico,5
Ávila,ES_05036,5036,"Bohodón, El",4.8520,107.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,10.3510,16.9880,0,0.0000,aislado,5
Ávila,ES_05037,5037,Bohoyo,2.8900,215.0000,0,0,0.0000,0.0000,0,0.0000,0,0,1,2,6.4060,9.7130,0,0.0000,funcional,5
Ávila,ES_05039,5039,Brabos,2.2910,42.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,9.2400,15.7470,0,0.0000,aislado,5
Ávila,ES_05040,5040,Bularros,1.8540,57.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,9.6030,18.9130,0,0.0000,aislado,5
Ávila,ES_05041,5041,Burgohondo,22.6450,1253.0000,1,1,0.0440,0.0000,0,7.9810,0,1,1,1,4.1150,10.6890,0,0.0000,directo,5
Ávila,ES_05043,5043,Cabezas del Pozo,4.9520,89.0000,1,1,0.2020,0.0000,0,112.3600,0,1,1,2,1.3570,15.2220,0,0.0000,directo,5
Ávila,ES_05044,5044,Cabezas del Villar,2.2530,248.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,21.8320,0.0000,0,0.0000,aislado,5
Ávila,ES_05045,5045,Cabizuela,4.8480,93.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,9.7690,16.2440,0,0.0000,aislado,5
Ávila,ES_05046,5046,Canales,5.3970,36.0000,1,1,0.1850,0.0000,0,277.7780,0,1,1,2,1.0940,12.5620,0,0.0000,directo,5
Ávila,ES_05047,5047,Candeleda,23.4620,5009.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,26.5120,0.0000,0,0.0000,aislado,5
Ávila,ES_05048,5048,Cantiveros,6.7430,97.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,6.8360,14.3290,0,0.0000,periferico,5
Ávila,ES_05052,5052,Casas del Puerto,3.8340,85.0000,0,0,0.0000,0.0000,0,0.0000,0,1,1,1,2.8140,12.0930,0,0.0000,funcional,5
Ávila,ES_05053,5053,Casasola,3.8140,70.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,6.7970,14.9050,0,0.0000,periferico,5
Ávila,ES_05054,5054,Casavieja,36.1010,1417.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,10.2640,16.1720,0,0.0000,periferico,5
Ávila,ES_05056,5056,Castellanos de Zapardiel,10.8660,138.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,11.2240,14.7250,0,0.0000,aislado,5
Ávila,ES_05057,5057,Cebreros,23.6980,3269.0000,4,4,0.1690,0.0000,0,12.2360,0,4,6,17,3.2890,14.1180,0,0.0000,directo,5
Ávila,ES_05058,5058,Cepeda la Mora,2.1640,68.0000,1,1,0.4620,0.0000,0,147.0590,1,1,1,2,0.4490,11.3020,0,0.0000,directo,5
Ávila,ES_05059,5059,Cillán,4.9370,70.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,20.1260,0.0000,0,0.0000,aislado,5
Ávila,ES_05061,5061,"Colilla, La",33.8340,366.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,170,3.9190,8.3430,0,0.0000,periferico,5
Ávila,ES_05062,5062,Collado de Contreras,7.8630,145.0000,1,1,0.1270,0.0000,0,68.9660,1,3,1,5,0.4960,11.1740,0,0.0000,directo,5
Ávila,ES_05063,5063,Collado del Mirón,5.3780,26.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,11.7480,13.7790,0,0.0000,aislado,5
Ávila,ES_05064,5064,Constanzana,3.6490,98.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,8.3310,13.5750,0,0.0000,periferico,5
Ávila,ES_05066,5066,Cuevas del Valle,26.9630,517.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.8670,17.1340,0,0.0000,aislado,5
Ávila,ES_05067,5067,Chamartín,4.2090,65.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.0360,17.6540,0,0.0000,aislado,5
Ávila,ES_05069,5069,Donjimeno,5.1460,76.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,5.8910,15.0770,0,0.0000,periferico,5
Ávila,ES_05072,5072,Espinosa de Los Caballeros,5.3080,103.0000,1,1,0.1880,0.0000,0,97.0870,1,3,3,51,0.8520,8.6510,0,0.0000,directo,5
Ávila,ES_05073,5073,Flores de Ávila,6.3910,275.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,9.4800,15.5910,0,0.0000,periferico,5
Ávila,ES_05074,5074,Fontiveros,19.6710,716.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,3,6.4940,11.8850,0,0.0000,periferico,5
Ávila,ES_05075,5075,Fresnedilla,4.3760,107.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,10.3730,14.3230,0,0.0000,aislado,5
Ávila,ES_05076,5076,"Fresno, El",45.6810,598.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,174,3.9130,8.9650,0,0.0000,periferico,5
Ávila,ES_05077,5077,Fuente el Saúz,16.1040,158.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,2,3.9190,13.7840,0,0.0000,periferico,5
Ávila,ES_05078,5078,Fuentes de Año,4.4480,89.0000,0,0,0.0000,0.0000,0,0.0000,0,1,1,2,3.9000,8.9080,0,0.0000,funcional,5
Ávila,ES_05079,5079,Gallegos de Altamiros,2.8320,58.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.6870,17.4250,0,0.0000,aislado,5
Ávila,ES_05080,5080,Gallegos de Sobrinos,1.0410,45.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,23.9370,0.0000,0,0.0000,aislado,5
Ávila,ES_05081,5081,Garganta del Villar,2.2550,41.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,5.4380,13.6710,0,0.0000,periferico,5
Ávila,ES_05082,5082,Gavilanes,18.7860,548.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,4,6.2900,14.9580,0,0.0000,periferico,5
Ávila,ES_05084,5084,Gilbuena,3.3060,50.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,16.4170,17.9280,0,0.0000,aislado,5
Ávila,ES_05085,5085,Gil García,2.8460,44.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,17.8220,17.8220,0,0.0000,aislado,5
Ávila,ES_05086,5086,Gimialcón,3.8840,74.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,1,3.6030,14.5340,0,0.0000,periferico,5
Ávila,ES_05087,5087,Gotarrendura,15.7000,167.0000,1,1,0.0640,0.0000,0,59.8800,0,1,1,1,1.0040,15.4650,0,0.0000,directo,5
Ávila,ES_05088,5088,Grandes y San Martín,3.1060,36.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,12.4410,15.2070,0,0.0000,aislado,5
Ávila,ES_05089,5089,Guisando,12.7670,489.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,20.3580,0.0000,0,0.0000,aislado,5
Ávila,ES_05093,5093,Herradón de Pinares,10.5450,510.0000,3,3,0.2850,0.3330,1,58.8240,0,0,3,3,5.2940,18.3780,0,0.0000,directo,5
Ávila,ES_05095,5095,Higuera de las Dueñas,7.8120,274.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,8,7.5260,15.0350,0,0.0000,periferico,5
Ávila,ES_05096,5096,"Hija de Dios, La",6.3930,80.0000,1,1,0.1560,0.0000,0,125.0000,0,2,1,2,1.5560,9.0180,0,0.0000,directo,5
Ávila,ES_05097,5097,"Horcajada, La",9.9700,464.0000,0,0,0.0000,0.0000,0,0.0000,0,0,1,2,6.8960,12.1630,0,0.0000,funcional,5
Ávila,ES_05099,5099,Horcajo de las Torres,9.5950,454.0000,1,1,0.1040,0.0000,0,22.0260,0,1,1,1,2.4210,11.2640,0,0.0000,directo,5
Ávila,ES_05100,5100,"Hornillo, El",11.3980,265.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,14.8530,16.0790,0,0.0000,aislado,5
Ávila,ES_05101,5101,Hoyocasero,6.3130,330.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,6.1360,13.5090,0,0.0000,periferico,5
Ávila,ES_05102,5102,"Hoyo de Pinares, El",26.7670,2164.0000,3,3,0.1120,0.0000,0,13.8630,0,3,3,18,3.2180,15.4500,0,0.0000,directo,5
Ávila,ES_05104,5104,Hoyos del Collado,2.9280,29.0000,2,2,0.6830,0.0000,0,689.6550,0,3,2,3,1.1870,9.3350,0,0.0000,directo,5
Ávila,ES_05105,5105,Hoyos del Espino,6.8200,361.0000,1,1,0.1470,1.0000,1,27.7010,0,1,2,4,4.4700,7.9520,0,0.0000,directo,5
Ávila,ES_05106,5106,Hoyos de Miguel Muñoz,2.1910,26.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,9.8440,13.9670,0,0.0000,aislado,5
Ávila,ES_05108,5108,Junciana,2.8670,43.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,13.1760,15.9080,0,0.0000,aislado,5
Albacete,ES_02019,2019,"Bonillo, El",5.2610,2646.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,20.1850,0.0000,0,0.0000,aislado,2
Albacete,ES_02020,2020,Carcelén,6.4990,490.0000,1,1,0.1540,0.0000,0,20.4080,0,1,1,2,2.3270,5.3620,0,0.0000,directo,2
Albacete,ES_02021,2021,Casas de Juan Núñez,15.1730,1350.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,12.5100,14.3930,0,0.0000,aislado,2
Albacete,ES_02022,2022,Casas de Lázaro,2.9030,326.0000,1,1,0.3450,0.0000,0,30.6750,0,1,1,2,2.5380,11.3180,0,0.0000,directo,2
Albacete,ES_02023,2023,Casas de Ves,4.4750,561.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,12.7340,16.2540,0,0.0000,periferico,2
Albacete,ES_02024,2024,Casas-Ibáñez,44.3070,4575.0000,3,3,0.0680,0.0000,0,6.5570,0,3,3,3,3.8590,10.9240,0,0.0000,directo,2
Albacete,ES_02026,2026,Cenizate,18.3840,1163.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.5050,17.8310,0,0.0000,aislado,2
Albacete,ES_02027,2027,Corral-Rubio,3.1860,302.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,12.8830,13.6420,0,0.0000,aislado,2
Albacete,ES_02028,2028,Cotillas,8.9860,130.0000,0,0,0.0000,0.0000,0,0.0000,0,1,0,1,4.9900,14.8540,0,0.0000,periferico,2
Albacete,ES_02029,2029,Chinchilla de Monte-Aragón,6.7740,4606.0000,6,6,0.8860,0.1670,1,13.0260,0,0,7,8,7.6050,12.3810,0,0.0000,directo,2
Albacete,ES_02030,2030,Elche de la Sierra,14.9090,3570.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,14.4130,15.1750,0,0.0000,periferico,2
Albacete,ES_02031,2031,Férez,4.9050,619.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,11.8440,11.8440,0,0.0000,aislado,2
Albacete,ES_02032,2032,Fuensanta,12.3220,297.0000,1,1,0.0810,0.0000,0,33.6700,1,1,1,1,0.6460,12.7270,0,0.0000,directo,2
Albacete,ES_02035,2035,"Gineta, La",18.9700,2601.0000,3,3,0.1580,0.0000,0,11.5340,3,3,3,4,0.2310,17.0680,0,0.0000,directo,2
Albacete,ES_02036,2036,Golosalvo,3.2650,92.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,8.0930,13.3880,0,0.0000,periferico,2
Albacete,ES_02037,2037,Hellín,39.1370,30499.0000,2,2,0.0510,0.5000,1,0.6560,0,0,2,4,6.9020,11.0930,0,0.0000,directo,2
Albacete,ES_02038,2038,"Herrera, La",4.9480,314.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,13.7050,14.8150,0,0.0000,aislado,2
Albacete,ES_02039,2039,Higueruela,5.5960,1150.0000,0,0,0.0000,0.0000,0,0.0000,0,0,1,2,10.9420,15.4150,0,0.0000,funcional,2
Albacete,ES_02040,2040,Hoya-Gonzalo,5.4460,624.0000,1,1,0.1840,0.0000,0,16.0260,1,1,2,2,0.8530,13.2520,0,0.0000,directo,2
Albacete,ES_02041,2041,Jorquera,5.0790,345.0000,2,2,0.3940,0.0000,0,57.9710,0,2,2,5,3.1840,10.0510,0,0.0000,directo,2
Albacete,ES_02042,2042,Letur,3.5090,928.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,13.9430,13.9430,0,0.0000,periferico,2
Albacete,ES_02043,2043,Lezuza,3.6080,1302.0000,1,1,0.2770,0.0000,0,7.6800,0,0,1,1,5.1630,5.1630,0,0.0000,directo,2
Albacete,ES_02044,2044,Liétor,3.4400,1077.0000,1,1,0.2910,0.0000,0,9.2850,0,0,3,4,12.3900,13.4230,0,0.0000,directo,2
Albacete,ES_02046,2046,Mahora,13.8320,1496.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,10.8930,15.5310,0,0.0000,periferico,2
Albacete,ES_02048,2048,Minaya,20.7770,1455.0000,2,2,0.0960,0.0000,0,13.7460,0,2,2,2,4.1040,11.0010,0,0.0000,directo,2
Albacete,ES_02049,2049,Molinicos,5.7740,829.0000,2,2,0.3460,0.0000,0,24.1250,0,0,2,2,6.7610,9.9420,0,0.0000,directo,2
Albacete,ES_02050,2050,Montalvos,3.6140,89.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,8.6460,11.3960,0,0.0000,aislado,2
Albacete,ES_02051,2051,Montealegre del Castillo,11.5020,2041.0000,1,1,0.0870,0.0000,0,4.9000,0,1,1,1,3.9260,9.8480,0,0.0000,directo,2
Albacete,ES_02052,2052,Motilleja,27.9500,665.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,11.9760,13.5050,0,0.0000,aislado,2
Albacete,ES_02053,2053,Munera,14.7970,3409.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,22.4620,0.0000,0,0.0000,aislado,2
Albacete,ES_02056,2056,Ontur,35.2330,1917.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,11.2130,17.1440,0,0.0000,aislado,2
Albacete,ES_02057,2057,Ossa de Montiel,9.0850,2213.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,39.1750,0.0000,0,0.0000,aislado,2
Albacete,ES_02058,2058,Paterna del Madera,3.1420,353.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,19.0710,19.0710,0,0.0000,aislado,2
Albacete,ES_02059,2059,Peñascosa,1.7490,331.0000,0,0,0.0000,0.0000,0,0.0000,0,0,1,4,17.1880,17.7590,0,0.0000,funcional,2
Albacete,ES_02060,2060,Peñas de San Pedro,9.1850,1458.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,16.0190,16.0190,0,0.0000,periferico,2
Albacete,ES_02061,2061,Pétrola,8.9780,670.0000,1,1,0.1110,0.0000,0,14.9250,0,0,1,1,5.7070,11.1130,0,0.0000,directo,2
Albacete,ES_02062,2062,Povedilla,8.0090,396.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,16.9980,16.9980,0,0.0000,aislado,2
Albacete,ES_02063,2063,Pozohondo,11.3870,1553.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,10.7460,14.1390,0,0.0000,periferico,2
Albacete,ES_02064,2064,Pozo-Lorente,4.8140,390.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,14.3660,16.4170,0,0.0000,aislado,2
Albacete,ES_02065,2065,Pozuelo,3.5060,469.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,14.2200,17.1560,0,0.0000,aislado,2
Albacete,ES_02067,2067,Riópar,16.3340,1323.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,2,11.0670,13.2450,0,0.0000,periferico,2
Albacete,ES_02068,2068,Robledo,3.2970,396.0000,3,3,0.9100,0.0000,0,75.7580,0,3,3,6,1.5520,6.8830,0,0.0000,directo,2
Albacete,ES_02069,2069,"Roda, La",39.3070,15632.0000,2,2,0.0510,0.0000,0,1.2790,0,0,2,3,5.5110,13.5970,0,0.0000,directo,2
Albacete,ES_02070,2070,Salobre,8.7860,435.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,17.2840,17.2840,0,0.0000,aislado,2
Albacete,ES_02071,2071,San Pedro,14.2800,1187.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,6.8030,11.2870,0,0.0000,periferico,2
Albacete,ES_02072,2072,Socovos,12.2440,1704.0000,1,1,0.0820,0.0000,0,5.8690,0,1,1,1,4.0270,4.0270,0,0.0000,directo,2
Albacete,ES_02073,2073,Tarazona de la Mancha,28.9290,6156.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,14.8230,18.1260,0,0.0000,periferico,2
Albacete,ES_02076,2076,Vianos,2.5150,322.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,17.9290,17.9290,0,0.0000,aislado,2
Teruel,ES_44009,44009,Albarracín,2.2460,1016.0000,2,2,0.8910,1.0000,2,19.6850,0,1,2,18,2.6890,11.3430,0,0.0000,directo,44
Teruel,ES_44010,44010,Albentosa,4.4490,302.0000,6,6,1.3490,0.3330,2,198.6750,0,6,6,12,3.3530,11.6180,0,0.0000,directo,44
Teruel,ES_44011,44011,Alcaine,0.8370,48.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,18.9580,18.9580,0,0.0000,aislado,44
Teruel,ES_44012,44012,Alcalá de la Selva,3.6300,381.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,16.8800,16.8800,0,0.0000,aislado,44
Teruel,ES_44013,44013,Alcañiz,34.1200,16108.0000,53,53,1.5530,0.9810,52,32.9030,0,17,54,57,3.5650,6.6880,0,0.0000,directo,44
Teruel,ES_44014,44014,Alcorisa,26.6930,3236.0000,4,4,0.1500,0.5000,2,12.3610,0,4,4,6,2.1870,12.1810,0,0.0000,directo,44
Teruel,ES_44016,44016,Alfambra,3.9280,481.0000,2,2,0.5090,1.0000,2,41.5800,0,2,3,6,3.0980,11.3780,0,0.0000,directo,44
Teruel,ES_44017,44017,Aliaga,1.7710,342.0000,2,2,1.1290,1.0000,2,58.4800,0,2,2,4,3.2410,9.7430,0,0.0000,directo,44
Teruel,ES_44018,44018,Almohaja,0.6650,17.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,7.5930,14.7170,0,0.0000,periferico,44
Teruel,ES_44019,44019,Alobras,2.3110,71.0000,1,1,0.4330,1.0000,1,140.8450,0,2,2,5,1.5480,12.4540,0,0.0000,directo,44
Teruel,ES_44020,44020,Alpeñés,0.8720,25.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,18.4450,18.4450,0,0.0000,aislado,44
Teruel,ES_44023,44023,Allueva,1.4460,27.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,41.6170,0.0000,0,0.0000,aislado,44
Teruel,ES_44024,44024,Anadón,1.3390,33.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,40.7480,0.0000,0,0.0000,aislado,44
Teruel,ES_44025,44025,Andorra,51.0190,7210.0000,1,1,0.0200,1.0000,1,1.3870,0,0,1,2,5.2050,16.0150,0,0.0000,directo,44
Teruel,ES_44026,44026,Arcos de las Salinas,1.0180,115.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.4170,16.9250,0,0.0000,aislado,44
Teruel,ES_44027,44027,Arens de Lledó,6.0500,207.0000,1,1,0.1650,1.0000,1,48.3090,0,1,3,12,2.9080,12.6050,0,0.0000,directo,44
Teruel,ES_44028,44028,Argente,3.0680,192.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,18.9970,18.9970,0,0.0000,aislado,44
Teruel,ES_44029,44029,Ariño,8.0870,663.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,14.1810,14.4210,0,0.0000,aislado,44
Teruel,ES_44031,44031,Azaila,1.2040,98.0000,2,2,1.6610,0.0000,0,204.0820,0,2,2,11,2.7770,14.0900,0,0.0000,directo,44
Teruel,ES_44035,44035,Barrachina,4.8300,120.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,33.6550,0.0000,0,0.0000,aislado,44
Teruel,ES_44036,44036,Bea,1.1980,28.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,51.1450,0.0000,0,0.0000,aislado,44
Teruel,ES_44037,44037,Beceite,5.8850,570.0000,2,2,0.3400,0.0000,0,35.0880,0,2,2,5,4.0440,14.1850,0,0.0000,directo,44
Teruel,ES_44038,44038,Belmonte de San José,3.7390,127.0000,1,1,0.2670,1.0000,1,78.7400,0,2,1,7,1.3750,12.2920,0,0.0000,directo,44
Teruel,ES_44039,44039,Bello,4.1520,218.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,33.0440,0.0000,0,0.0000,aislado,44
Teruel,ES_44040,44040,Berge,5.3230,227.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,5,5.9000,12.8140,0,0.0000,periferico,44
Teruel,ES_44041,44041,Bezas,2.4300,64.0000,1,1,0.4110,1.0000,1,156.2500,0,1,1,1,1.5530,12.9550,0,0.0000,directo,44
Teruel,ES_44044,44044,Bordón,3.7330,112.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,12.8630,15.4980,0,0.0000,aislado,44
Teruel,ES_44045,44045,Bronchales,7.8890,470.0000,1,1,0.1270,1.0000,1,21.2770,0,1,1,3,3.2220,10.6470,0,0.0000,directo,44
Teruel,ES_44046,44046,Bueña,1.3490,55.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,1,10.5020,12.7970,0,0.0000,periferico,44
Teruel,ES_44047,44047,Burbáguena,9.6320,376.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,48.3560,0.0000,0,0.0000,aislado,44
Teruel,ES_44048,44048,Cabra de Mora,2.0700,71.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,18.9410,18.9410,0,0.0000,aislado,44
Teruel,ES_44049,44049,Calaceite,12.0200,977.0000,4,4,0.3330,0.0000,0,40.9420,4,4,4,10,0.4030,12.5750,0,0.0000,directo,44
Teruel,ES_44050,44050,Calamocha,14.1150,4469.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,40.2120,0.0000,0,0.0000,aislado,44
Teruel,ES_44051,44051,Calanda,33.4400,3754.0000,2,2,0.0600,1.0000,2,5.3280,0,2,2,6,1.4410,17.0990,0,0.0000,directo,44
Teruel,ES_44054,44054,Camarena de la Sierra,1.6970,135.0000,2,2,1.1780,1.0000,2,148.1480,0,1,2,4,2.8800,13.1140,0,0.0000,directo,44
Teruel,ES_44055,44055,Camarillas,2.3950,121.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,3,7.7230,13.3960,0,0.0000,periferico,44
Teruel,ES_44056,44056,Caminreal,13.8360,614.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,24.1560,0.0000,0,0.0000,aislado,44
Teruel,ES_44059,44059,Cantavieja,5.7670,718.0000,1,1,0.1730,1.0000,1,13.9280,0,1,1,2,1.2390,11.7640,0,0.0000,directo,44
Teruel,ES_44060,44060,Cañada de Benatanduz,0.9750,34.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,15.0980,15.0980,0,0.0000,aislado,44
Teruel,ES_44061,44061,"Cañada de Verich, La",7.9890,87.0000,1,1,0.1250,1.0000,1,114.9430,0,3,1,5,1.3460,13.3020,0,0.0000,directo,44
Teruel,ES_44065,44065,Castejón de Tornos,2.2640,70.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,45.6320,0.0000,0,0.0000,aislado,44
Teruel,ES_44066,44066,Castel de Cabra,3.0260,89.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,18.1240,18.6590,0,0.0000,aislado,44
Teruel,ES_44067,44067,Castelnou,2.9800,109.0000,1,1,0.3360,1.0000,1,91.7430,0,2,3,7,2.7400,12.4180,0,0.0000,directo,44
Teruel,ES_44068,44068,Castelserás,25.2270,795.0000,1,1,0.0400,1.0000,1,12.5790,0,1,1,3,2.7710,12.7300,0,0.0000,directo,44
Teruel,ES_44070,44070,"Castellar, El",1.0930,55.0000,0,0,0.0000,0.0000,0,0.0000,0,0,0,0,22.7460,0.0000,0,0.0000,aislado,44
