provincia,nombre_municipio,codigo_municipio,anio,nacionalidad,cantidad (personas)
A Coruña,Abegondo,15001,2021,Total,228.0
A Coruña,Abegondo,15001,2022,Total,275.0
A Coruña,Abegondo,15001,2023,Total,215.0
A Coruña,Abegondo,15001,2024,Total,249.0
A Coruña,Ames,15002,2021,Total,1322.0
A Coruña,Ames,15002,2022,Total,1482.0
A Coruña,Ames,15002,2023,Total,1379.0
A Coruña,Ames,15002,2024,Total,1490.0
A Coruña,Aranga,15003,2021,Total,66.0
A Coruña,Aranga,15003,2022,Total,66.0
A Coruña,Aranga,15003,2023,Total,79.0
A Coruña,Aranga,15003,2024,Total,89.0
A Coruña,Ares,15004,2021,Total,293.0
A Coruña,Ares,15004,2022,Total,359.0
A Coruña,Ares,15004,2023,Total,277.0
A Coruña,Ares,15004,2024,Total,310.0
A Coruña,Arteixo,15005,2021,Total,1351.0
A Coruña,Arteixo,15005,2022,Total,1441.0
A Coruña,Arteixo,15005,2023,Total,1526.0
A Coruña,Arteixo,15005,2024,Total,1408.0
A Coruña,Arzúa,15006,2021,Total,156.0
A Coruña,Arzúa,15006,2022,Total,172.0
A Coruña,Arzúa,15006,2023,Total,158.0
A Coruña,Arzúa,15006,2024,Total,180.0
A Coruña,"Baña, A",15007,2021,Total,84.0
A Coruña,"Baña, A",15007,2022,Total,146.0
A Coruña,"Baña, A",15007,2023,Total,108.0
A Coruña,"Baña, A",15007,2024,Total,75.0
A Coruña,Bergondo,15008,2021,Total,405.0
A Coruña,Bergondo,15008,2022,Total,428.0
A Coruña,Bergondo,15008,2023,Total,327.0
A Coruña,Bergondo,15008,2024,Total,417.0
A Coruña,Betanzos,15009,2021,Total,520.0
A Coruña,Betanzos,15009,2022,Total,522.0
A Coruña,Betanzos,15009,2023,Total,594.0
A Coruña,Betanzos,15009,2024,Total,625.0
A Coruña,Boimorto,15010,2021,Total,32.0
A Coruña,Boimorto,15010,2022,Total,45.0
A Coruña,Boimorto,15010,2023,Total,37.0
A Coruña,Boimorto,15010,2024,Total,59.0
A Coruña,Boiro,15011,2021,Total,428.0
A Coruña,Boiro,15011,2022,Total,443.0
A Coruña,Boiro,15011,2023,Total,467.0
A Coruña,Boiro,15011,2024,Total,441.0
A Coruña,Boqueixón,15012,2021,Total,126.0
A Coruña,Boqueixón,15012,2022,Total,127.0
A Coruña,Boqueixón,15012,2023,Total,152.0
A Coruña,Boqueixón,15012,2024,Total,169.0
A Coruña,Brión,15013,2021,Total,414.0
A Coruña,Brión,15013,2022,Total,360.0
A Coruña,Brión,15013,2023,Total,362.0
A Coruña,Brión,15013,2024,Total,364.0
A Coruña,Cabana de Bergantiños,15014,2021,Total,119.0
A Coruña,Cabana de Bergantiños,15014,2022,Total,107.0
A Coruña,Cabana de Bergantiños,15014,2023,Total,111.0
A Coruña,Cabana de Bergantiños,15014,2024,Total,99.0
A Coruña,Cabanas,15015,2021,Total,197.0
A Coruña,Cabanas,15015,2022,Total,179.0
A Coruña,Cabanas,15015,2023,Total,169.0
A Coruña,Cabanas,15015,2024,Total,178.0
A Coruña,Camariñas,15016,2021,Total,112.0
A Coruña,Camariñas,15016,2022,Total,119.0
A Coruña,Camariñas,15016,2023,Total,119.0
A Coruña,Camariñas,15016,2024,Total,113.0
A Coruña,Cambre,15017,2021,Total,967.0
A Coruña,Cambre,15017,2022,Total,1018.0
A Coruña,Cambre,15017,2023,Total,959.0
A Coruña,Cambre,15017,2024,Total,908.0
A Coruña,"Capela, A",15018,2021,Total,22.0
A Coruña,"Capela, A",15018,2022,Total,25.0
A Coruña,"Capela, A",15018,2023,Total,23.0
A Coruña,"Capela, A",15018,2024,Total,19.0
A Coruña,Carballo,15019,2021,Total,740.0
A Coruña,Carballo,15019,2022,Total,717.0
A Coruña,Carballo,15019,2023,Total,819.0
A Coruña,Carballo,15019,2024,Total,958.0
A Coruña,Cariño,15901,2021,Total,66.0
A Coruña,Cariño,15901,2022,Total,108.0
A Coruña,Cariño,15901,2023,Total,78.0
A Coruña,Cariño,15901,2024,Total,95.0
A Coruña,Carnota,15020,2021,Total,102.0
A Coruña,Carnota,15020,2022,Total,111.0
A Coruña,Carnota,15020,2023,Total,78.0
A Coruña,Carnota,15020,2024,Total,93.0
A Coruña,Carral,15021,2021,Total,290.0
A Coruña,Carral,15021,2022,Total,303.0
A Coruña,Carral,15021,2023,Total,269.0
A Coruña,Carral,15021,2024,Total,276.0
A Coruña,Cedeira,15022,2021,Total,211.0
A Coruña,Cedeira,15022,2022,Total,166.0
A Coruña,Cedeira,15022,2023,Total,196.0
A Coruña,Cedeira,15022,2024,Total,198.0
A Coruña,Cee,15023,2021,Total,220.0
A Coruña,Cee,15023,2022,Total,301.0
A Coruña,Cee,15023,2023,Total,285.0
A Coruña,Cee,15023,2024,Total,240.0
A Coruña,Cerceda,15024,2021,Total,185.0
A Coruña,Cerceda,15024,2022,Total,206.0
A Coruña,Cerceda,15024,2023,Total,160.0
A Coruña,Cerceda,15024,2024,Total,222.0
A Coruña,Cerdido,15025,2021,Total,38.0
A Coruña,Cerdido,15025,2022,Total,38.0
A Coruña,Cerdido,15025,2023,Total,40.0
A Coruña,Cerdido,15025,2024,Total,44.0
A Coruña,Coirós,15027,2021,Total,94.0
A Coruña,Coirós,15027,2022,Total,84.0
A Coruña,Coirós,15027,2023,Total,71.0
A Coruña,Coirós,15027,2024,Total,111.0
A Coruña,Corcubión,15028,2021,Total,109.0
A Coruña,Corcubión,15028,2022,Total,77.0
A Coruña,Corcubión,15028,2023,Total,87.0
A Coruña,Corcubión,15028,2024,Total,61.0
A Coruña,Coristanco,15029,2021,Total,142.0
A Coruña,Coristanco,15029,2022,Total,163.0
A Coruña,Coristanco,15029,2023,Total,175.0
A Coruña,Coristanco,15029,2024,Total,173.0
A Coruña,"Coruña, A",15030,2021,Total,6710.0
A Coruña,"Coruña, A",15030,2022,Total,7676.0
A Coruña,"Coruña, A",15030,2023,Total,7234.0
A Coruña,"Coruña, A",15030,2024,Total,7323.0
A Coruña,Culleredo,15031,2021,Total,1287.0
A Coruña,Culleredo,15031,2022,Total,1285.0
A Coruña,Culleredo,15031,2023,Total,1233.0
A Coruña,Culleredo,15031,2024,Total,1292.0
A Coruña,Curtis,15032,2021,Total,186.0
A Coruña,Curtis,15032,2022,Total,207.0
A Coruña,Curtis,15032,2023,Total,208.0
A Coruña,Curtis,15032,2024,Total,214.0
A Coruña,Dodro,15033,2021,Total,57.0
A Coruña,Dodro,15033,2022,Total,92.0
A Coruña,Dodro,15033,2023,Total,75.0
A Coruña,Dodro,15033,2024,Total,59.0
A Coruña,Dumbría,15034,2021,Total,66.0
A Coruña,Dumbría,15034,2022,Total,61.0
A Coruña,Dumbría,15034,2023,Total,37.0
A Coruña,Dumbría,15034,2024,Total,60.0
A Coruña,Fene,15035,2021,Total,337.0
A Coruña,Fene,15035,2022,Total,367.0
A Coruña,Fene,15035,2023,Total,381.0
A Coruña,Fene,15035,2024,Total,404.0
A Coruña,Ferrol,15036,2021,Total,2197.0
A Coruña,Ferrol,15036,2022,Total,2218.0
A Coruña,Ferrol,15036,2023,Total,2721.0
A Coruña,Ferrol,15036,2024,Total,2830.0
A Coruña,Fisterra,15037,2021,Total,132.0
A Coruña,Fisterra,15037,2022,Total,124.0
A Coruña,Fisterra,15037,2023,Total,118.0
A Coruña,Fisterra,15037,2024,Total,120.0
A Coruña,Frades,15038,2021,Total,34.0
A Coruña,Frades,15038,2022,Total,36.0
A Coruña,Frades,15038,2023,Total,27.0
A Coruña,Frades,15038,2024,Total,39.0
A Coruña,Irixoa,15039,2021,Total,45.0
A Coruña,Irixoa,15039,2022,Total,80.0
A Coruña,Irixoa,15039,2023,Total,75.0
A Coruña,Irixoa,15039,2024,Total,70.0
A Coruña,"Laracha, A",15041,2021,Total,348.0
A Coruña,"Laracha, A",15041,2022,Total,348.0
A Coruña,"Laracha, A",15041,2023,Total,382.0
A Coruña,"Laracha, A",15041,2024,Total,456.0
A Coruña,Laxe,15040,2021,Total,83.0
A Coruña,Laxe,15040,2022,Total,85.0
A Coruña,Laxe,15040,2023,Total,79.0
A Coruña,Laxe,15040,2024,Total,88.0
A Coruña,Lousame,15042,2021,Total,83.0
A Coruña,Lousame,15042,2022,Total,78.0
A Coruña,Lousame,15042,2023,Total,68.0
A Coruña,Lousame,15042,2024,Total,71.0
A Coruña,Malpica de Bergantiños,15043,2021,Total,175.0
A Coruña,Malpica de Bergantiños,15043,2022,Total,164.0
A Coruña,Malpica de Bergantiños,15043,2023,Total,181.0
A Coruña,Malpica de Bergantiños,15043,2024,Total,141.0
A Coruña,Mazaricos,15045,2021,Total,76.0
A Coruña,Mazaricos,15045,2022,Total,85.0
A Coruña,Mazaricos,15045,2023,Total,93.0
A Coruña,Mazaricos,15045,2024,Total,103.0
A Coruña,Mañón,15044,2021,Total,49.0
A Coruña,Mañón,15044,2022,Total,49.0
A Coruña,Mañón,15044,2023,Total,48.0
A Coruña,Mañón,15044,2024,Total,50.0
A Coruña,Melide,15046,2021,Total,246.0
A Coruña,Melide,15046,2022,Total,263.0
A Coruña,Melide,15046,2023,Total,271.0
A Coruña,Melide,15046,2024,Total,229.0
A Coruña,Mesía,15047,2021,Total,64.0
A Coruña,Mesía,15047,2022,Total,60.0
A Coruña,Mesía,15047,2023,Total,52.0
A Coruña,Mesía,15047,2024,Total,76.0
A Coruña,Miño,15048,2021,Total,430.0
A Coruña,Miño,15048,2022,Total,428.0
A Coruña,Miño,15048,2023,Total,419.0
A Coruña,Miño,15048,2024,Total,414.0
A Coruña,Moeche,15049,2021,Total,44.0
A Coruña,Moeche,15049,2022,Total,54.0
A Coruña,Moeche,15049,2023,Total,38.0
A Coruña,Moeche,15049,2024,Total,44.0
A Coruña,Monfero,15050,2021,Total,40.0
A Coruña,Monfero,15050,2022,Total,65.0
A Coruña,Monfero,15050,2023,Total,56.0
A Coruña,Monfero,15050,2024,Total,63.0
A Coruña,Mugardos,15051,2021,Total,187.0
A Coruña,Mugardos,15051,2022,Total,211.0
A Coruña,Mugardos,15051,2023,Total,182.0
A Coruña,Mugardos,15051,2024,Total,190.0
A Coruña,Muros,15053,2021,Total,167.0
A Coruña,Muros,15053,2022,Total,137.0
A Coruña,Muros,15053,2023,Total,150.0
A Coruña,Muros,15053,2024,Total,211.0
A Coruña,Muxía,15052,2021,Total,77.0
A Coruña,Muxía,15052,2022,Total,118.0
A Coruña,Muxía,15052,2023,Total,84.0
A Coruña,Muxía,15052,2024,Total,76.0
A Coruña,Narón,15054,2021,Total,1381.0
A Coruña,Narón,15054,2022,Total,1467.0
A Coruña,Narón,15054,2023,Total,1522.0
A Coruña,Narón,15054,2024,Total,1805.0
A Coruña,Neda,15055,2021,Total,156.0
A Coruña,Neda,15055,2022,Total,146.0
A Coruña,Neda,15055,2023,Total,167.0
A Coruña,Neda,15055,2024,Total,196.0
A Coruña,Negreira,15056,2021,Total,216.0
A Coruña,Negreira,15056,2022,Total,271.0
A Coruña,Negreira,15056,2023,Total,218.0
A Coruña,Negreira,15056,2024,Total,235.0
A Coruña,Noia,15057,2021,Total,347.0
A Coruña,Noia,15057,2022,Total,358.0
A Coruña,Noia,15057,2023,Total,408.0
A Coruña,Noia,15057,2024,Total,373.0
A Coruña,Oleiros,15058,2021,Total,1853.0
A Coruña,Oleiros,15058,2022,Total,1927.0
A Coruña,Oleiros,15058,2023,Total,1867.0
A Coruña,Oleiros,15058,2024,Total,1754.0
A Coruña,Ordes,15059,2021,Total,349.0
A Coruña,Ordes,15059,2022,Total,330.0
A Coruña,Ordes,15059,2023,Total,361.0
A Coruña,Ordes,15059,2024,Total,370.0
A Coruña,Oroso,15060,2021,Total,285.0
A Coruña,Oroso,15060,2022,Total,281.0
A Coruña,Oroso,15060,2023,Total,348.0
A Coruña,Oroso,15060,2024,Total,302.0
A Coruña,Ortigueira,15061,2021,Total,131.0
A Coruña,Ortigueira,15061,2022,Total,147.0
A Coruña,Ortigueira,15061,2023,Total,147.0
A Coruña,Ortigueira,15061,2024,Total,168.0
A Coruña,Outes,15062,2021,Total,134.0
A Coruña,Outes,15062,2022,Total,134.0
A Coruña,Outes,15062,2023,Total,159.0
A Coruña,Outes,15062,2024,Total,158.0
A Coruña,Oza-Cesuras,15902,2021,Total,285.0
A Coruña,Oza-Cesuras,15902,2022,Total,217.0
A Coruña,Oza-Cesuras,15902,2023,Total,218.0
A Coruña,Oza-Cesuras,15902,2024,Total,250.0
A Coruña,Paderne,15064,2021,Total,124.0
A Coruña,Paderne,15064,2022,Total,121.0
A Coruña,Paderne,15064,2023,Total,59.0
A Coruña,Paderne,15064,2024,Total,134.0
A Coruña,Padrón,15065,2021,Total,229.0
A Coruña,Padrón,15065,2022,Total,290.0
A Coruña,Padrón,15065,2023,Total,211.0
A Coruña,Padrón,15065,2024,Total,265.0
A Coruña,"Pino, O",15066,2021,Total,103.0
A Coruña,"Pino, O",15066,2022,Total,160.0
A Coruña,"Pino, O",15066,2023,Total,144.0
A Coruña,"Pino, O",15066,2024,Total,142.0
A Coruña,"Pobra do Caramiñal, A",15067,2021,Total,223.0
A Coruña,"Pobra do Caramiñal, A",15067,2022,Total,223.0
A Coruña,"Pobra do Caramiñal, A",15067,2023,Total,229.0
A Coruña,"Pobra do Caramiñal, A",15067,2024,Total,214.0
A Coruña,Ponteceso,15068,2021,Total,169.0
A Coruña,Ponteceso,15068,2022,Total,168.0
A Coruña,Ponteceso,15068,2023,Total,141.0
A Coruña,Ponteceso,15068,2024,Total,164.0
A Coruña,Pontedeume,15069,2021,Total,221.0
A Coruña,Pontedeume,15069,2022,Total,233.0
A Coruña,Pontedeume,15069,2023,Total,207.0
A Coruña,Pontedeume,15069,2024,Total,264.0
A Coruña,"Pontes de García Rodríguez, As",15070,2021,Total,172.0
A Coruña,"Pontes de García Rodríguez, As",15070,2022,Total,192.0
A Coruña,"Pontes de García Rodríguez, As",15070,2023,Total,143.0
A Coruña,"Pontes de García Rodríguez, As",15070,2024,Total,216.0
A Coruña,Porto do Son,15071,2021,Total,284.0
A Coruña,Porto do Son,15071,2022,Total,237.0
A Coruña,Porto do Son,15071,2023,Total,231.0
A Coruña,Porto do Son,15071,2024,Total,213.0
A Coruña,Rianxo,15072,2021,Total,208.0
A Coruña,Rianxo,15072,2022,Total,189.0
A Coruña,Rianxo,15072,2023,Total,189.0
A Coruña,Rianxo,15072,2024,Total,254.0
A Coruña,Ribeira,15073,2021,Total,574.0
A Coruña,Ribeira,15073,2022,Total,482.0
A Coruña,Ribeira,15073,2023,Total,471.0
A Coruña,Ribeira,15073,2024,Total,518.0
A Coruña,Rois,15074,2021,Total,96.0
A Coruña,Rois,15074,2022,Total,132.0
A Coruña,Rois,15074,2023,Total,125.0
A Coruña,Rois,15074,2024,Total,112.0
A Coruña,Sada,15075,2021,Total,887.0
A Coruña,Sada,15075,2022,Total,835.0
A Coruña,Sada,15075,2023,Total,868.0
A Coruña,Sada,15075,2024,Total,888.0
A Coruña,San Sadurniño,15076,2021,Total,92.0
A Coruña,San Sadurniño,15076,2022,Total,95.0
A Coruña,San Sadurniño,15076,2023,Total,85.0
A Coruña,San Sadurniño,15076,2024,Total,115.0
A Coruña,Santa Comba,15077,2021,Total,213.0
A Coruña,Santa Comba,15077,2022,Total,191.0
A Coruña,Santa Comba,15077,2023,Total,205.0
A Coruña,Santa Comba,15077,2024,Total,240.0
A Coruña,Santiago de Compostela,15078,2021,Total,3256.0
A Coruña,Santiago de Compostela,15078,2022,Total,3832.0
A Coruña,Santiago de Compostela,15078,2023,Total,3649.0
A Coruña,Santiago de Compostela,15078,2024,Total,3453.0
A Coruña,Santiso,15079,2021,Total,37.0
A Coruña,Santiso,15079,2022,Total,39.0
A Coruña,Santiso,15079,2023,Total,43.0
A Coruña,Santiso,15079,2024,Total,35.0
A Coruña,Sobrado,15080,2021,Total,41.0
A Coruña,Sobrado,15080,2022,Total,64.0
A Coruña,Sobrado,15080,2023,Total,47.0
A Coruña,Sobrado,15080,2024,Total,66.0
A Coruña,"Somozas, As",15081,2021,Total,47.0
A Coruña,"Somozas, As",15081,2022,Total,32.0
A Coruña,"Somozas, As",15081,2023,Total,46.0
A Coruña,"Somozas, As",15081,2024,Total,34.0
A Coruña,Teo,15082,2021,Total,800.0
A Coruña,Teo,15082,2022,Total,828.0
A Coruña,Teo,15082,2023,Total,801.0
A Coruña,Teo,15082,2024,Total,717.0
A Coruña,Toques,15083,2021,Total,27.0
A Coruña,Toques,15083,2022,Total,24.0
A Coruña,Toques,15083,2023,Total,31.0
A Coruña,Toques,15083,2024,Total,34.0
A Coruña,Tordoia,15084,2021,Total,56.0
A Coruña,Tordoia,15084,2022,Total,80.0
A Coruña,Tordoia,15084,2023,Total,88.0
A Coruña,Tordoia,15084,2024,Total,61.0
A Coruña,Touro,15085,2021,Total,89.0
A Coruña,Touro,15085,2022,Total,104.0
A Coruña,Touro,15085,2023,Total,113.0
A Coruña,Touro,15085,2024,Total,77.0
A Coruña,Trazo,15086,2021,Total,69.0
A Coruña,Trazo,15086,2022,Total,75.0
A Coruña,Trazo,15086,2023,Total,54.0
A Coruña,Trazo,15086,2024,Total,80.0
A Coruña,Val do Dubra,15088,2021,Total,87.0
A Coruña,Val do Dubra,15088,2022,Total,77.0
A Coruña,Val do Dubra,15088,2023,Total,82.0
A Coruña,Val do Dubra,15088,2024,Total,73.0
A Coruña,Valdoviño,15087,2021,Total,345.0
A Coruña,Valdoviño,15087,2022,Total,250.0
A Coruña,Valdoviño,15087,2023,Total,237.0
A Coruña,Valdoviño,15087,2024,Total,249.0
A Coruña,Vedra,15089,2021,Total,155.0
A Coruña,Vedra,15089,2022,Total,191.0
A Coruña,Vedra,15089,2023,Total,127.0
A Coruña,Vedra,15089,2024,Total,124.0
A Coruña,Vilarmaior,15091,2021,Total,65.0
A Coruña,Vilarmaior,15091,2022,Total,43.0
A Coruña,Vilarmaior,15091,2023,Total,56.0
A Coruña,Vilarmaior,15091,2024,Total,60.0
A Coruña,Vilasantar,15090,2021,Total,60.0
A Coruña,Vilasantar,15090,2022,Total,68.0
A Coruña,Vilasantar,15090,2023,Total,63.0
A Coruña,Vilasantar,15090,2024,Total,50.0
A Coruña,Vimianzo,15092,2021,Total,153.0
A Coruña,Vimianzo,15092,2022,Total,155.0
A Coruña,Vimianzo,15092,2023,Total,186.0
A Coruña,Vimianzo,15092,2024,Total,163.0
A Coruña,Zas,15093,2021,Total,75.0
A Coruña,Zas,15093,2022,Total,116.0
A Coruña,Zas,15093,2023,Total,99.0
A Coruña,Zas,15093,2024,Total,90.0
Albacete,Abengibre,2001,2021,Total,17.0
Albacete,Abengibre,2001,2022,Total,56.0
Albacete,Abengibre,2001,2023,Total,57.0
Albacete,Abengibre,2001,2024,Total,34.0
Albacete,Alatoz,2002,2021,Total,27.0
Albacete,Alatoz,2002,2022,Total,23.0
Albacete,Alatoz,2002,2023,Total,21.0
Albacete,Alatoz,2002,2024,Total,24.0
Albacete,Albacete,2003,2021,Total,3372.0
Albacete,Albacete,2003,2022,Total,3811.0
Albacete,Albacete,2003,2023,Total,4108.0
Albacete,Albacete,2003,2024,Total,4000.0
Albacete,Albatana,2004,2021,Total,27.0
Albacete,Albatana,2004,2022,Total,21.0
Albacete,Albatana,2004,2023,Total,32.0
Albacete,Albatana,2004,2024,Total,26.0
Albacete,Alborea,2005,2021,Total,36.0
Albacete,Alborea,2005,2022,Total,39.0
Albacete,Alborea,2005,2023,Total,28.0
Albacete,Alborea,2005,2024,Total,33.0
Albacete,Alcadozo,2006,2021,Total,31.0
Albacete,Alcadozo,2006,2022,Total,49.0
Albacete,Alcadozo,2006,2023,Total,26.0
Albacete,Alcadozo,2006,2024,Total,28.0
Albacete,Alcalá del Júcar,2007,2021,Total,65.0
Albacete,Alcalá del Júcar,2007,2022,Total,43.0
Albacete,Alcalá del Júcar,2007,2023,Total,57.0
Albacete,Alcalá del Júcar,2007,2024,Total,73.0
Albacete,Alcaraz,2008,2021,Total,47.0
Albacete,Alcaraz,2008,2022,Total,70.0
Albacete,Alcaraz,2008,2023,Total,57.0
Albacete,Alcaraz,2008,2024,Total,60.0
Albacete,Almansa,2009,2021,Total,435.0
Albacete,Almansa,2009,2022,Total,483.0
Albacete,Almansa,2009,2023,Total,559.0
Albacete,Almansa,2009,2024,Total,579.0
Albacete,Alpera,2010,2021,Total,55.0
Albacete,Alpera,2010,2022,Total,62.0
Albacete,Alpera,2010,2023,Total,57.0
Albacete,Alpera,2010,2024,Total,67.0
Albacete,Ayna,2011,2021,Total,36.0
Albacete,Ayna,2011,2022,Total,54.0
Albacete,Ayna,2011,2023,Total,25.0
Albacete,Ayna,2011,2024,Total,27.0
Albacete,Balazote,2012,2021,Total,63.0
Albacete,Balazote,2012,2022,Total,93.0
Albacete,Balazote,2012,2023,Total,62.0
Albacete,Balazote,2012,2024,Total,44.0
Albacete,"Ballestero, El",2014,2021,Total,19.0
Albacete,"Ballestero, El",2014,2022,Total,18.0
Albacete,"Ballestero, El",2014,2023,Total,16.0
Albacete,"Ballestero, El",2014,2024,Total,15.0
Albacete,Balsa de Ves,2013,2021,Total,11.0
Albacete,Balsa de Ves,2013,2022,Total,25.0
Albacete,Balsa de Ves,2013,2023,Total,16.0
Albacete,Balsa de Ves,2013,2024,Total,11.0
Albacete,Barrax,2015,2021,Total,58.0
Albacete,Barrax,2015,2022,Total,86.0
Albacete,Barrax,2015,2023,Total,74.0
Albacete,Barrax,2015,2024,Total,66.0
Albacete,Bienservida,2016,2021,Total,11.0
Albacete,Bienservida,2016,2022,Total,21.0
Albacete,Bienservida,2016,2023,Total,12.0
Albacete,Bienservida,2016,2024,Total,16.0
Albacete,Bogarra,2017,2021,Total,30.0
Albacete,Bogarra,2017,2022,Total,43.0
Albacete,Bogarra,2017,2023,Total,55.0
Albacete,Bogarra,2017,2024,Total,19.0
Albacete,Bonete,2018,2021,Total,25.0
Albacete,Bonete,2018,2022,Total,26.0
Albacete,Bonete,2018,2023,Total,45.0
Albacete,Bonete,2018,2024,Total,24.0
Albacete,"Bonillo, El",2019,2021,Total,51.0
Albacete,"Bonillo, El",2019,2022,Total,40.0
Albacete,"Bonillo, El",2019,2023,Total,63.0
Albacete,"Bonillo, El",2019,2024,Total,59.0
Albacete,Carcelén,2020,2021,Total,14.0
Albacete,Carcelén,2020,2022,Total,37.0
Albacete,Carcelén,2020,2023,Total,30.0
Albacete,Carcelén,2020,2024,Total,25.0
Albacete,Casas de Juan Núñez,2021,2021,Total,85.0
Albacete,Casas de Juan Núñez,2021,2022,Total,69.0
Albacete,Casas de Juan Núñez,2021,2023,Total,64.0
Albacete,Casas de Juan Núñez,2021,2024,Total,71.0
Albacete,Casas de Lázaro,2022,2021,Total,7.0
Albacete,Casas de Lázaro,2022,2022,Total,27.0
Albacete,Casas de Lázaro,2022,2023,Total,17.0
Albacete,Casas de Lázaro,2022,2024,Total,13.0
Albacete,Casas de Ves,2023,2021,Total,25.0
Albacete,Casas de Ves,2023,2022,Total,23.0
Albacete,Casas de Ves,2023,2023,Total,28.0
Albacete,Casas de Ves,2023,2024,Total,24.0
Albacete,Casas-Ibáñez,2024,2021,Total,156.0
Albacete,Casas-Ibáñez,2024,2022,Total,174.0
Albacete,Casas-Ibáñez,2024,2023,Total,140.0
Albacete,Casas-Ibáñez,2024,2024,Total,173.0
Albacete,Caudete,2025,2021,Total,265.0
Albacete,Caudete,2025,2022,Total,278.0
Albacete,Caudete,2025,2023,Total,272.0
Albacete,Caudete,2025,2024,Total,290.0
Albacete,Cenizate,2026,2021,Total,25.0
Albacete,Cenizate,2026,2022,Total,31.0
Albacete,Cenizate,2026,2023,Total,30.0
Albacete,Cenizate,2026,2024,Total,25.0
Albacete,Chinchilla de Monte-Aragón,2029,2021,Total,327.0
Albacete,Chinchilla de Monte-Aragón,2029,2022,Total,323.0
Albacete,Chinchilla de Monte-Aragón,2029,2023,Total,290.0
Albacete,Chinchilla de Monte-Aragón,2029,2024,Total,197.0
Albacete,Corral-Rubio,2027,2021,Total,12.0
Albacete,Corral-Rubio,2027,2022,Total,13.0
Albacete,Corral-Rubio,2027,2023,Total,17.0
Albacete,Corral-Rubio,2027,2024,Total,13.0
Albacete,Cotillas,2028,2021,Total,6.0
Albacete,Cotillas,2028,2022,Total,4.0
Albacete,Cotillas,2028,2023,Total,3.0
Albacete,Cotillas,2028,2024,Total,2.0
Albacete,Elche de la Sierra,2030,2021,Total,125.0
Albacete,Elche de la Sierra,2030,2022,Total,116.0
Albacete,Elche de la Sierra,2030,2023,Total,150.0
Albacete,Elche de la Sierra,2030,2024,Total,129.0
Albacete,Fuensanta,2032,2021,Total,23.0
Albacete,Fuensanta,2032,2022,Total,30.0
Albacete,Fuensanta,2032,2023,Total,12.0
Albacete,Fuensanta,2032,2024,Total,13.0
Albacete,Fuente-Álamo,2033,2021,Total,66.0
Albacete,Fuente-Álamo,2033,2022,Total,48.0
Albacete,Fuente-Álamo,2033,2023,Total,45.0
Albacete,Fuente-Álamo,2033,2024,Total,87.0
Albacete,Fuentealbilla,2034,2021,Total,78.0
Albacete,Fuentealbilla,2034,2022,Total,67.0
Albacete,Fuentealbilla,2034,2023,Total,54.0
Albacete,Fuentealbilla,2034,2024,Total,54.0
Albacete,Férez,2031,2021,Total,23.0
Albacete,Férez,2031,2022,Total,25.0
Albacete,Férez,2031,2023,Total,22.0
Albacete,Férez,2031,2024,Total,31.0
Albacete,"Gineta, La",2035,2021,Total,133.0
Albacete,"Gineta, La",2035,2022,Total,151.0
Albacete,"Gineta, La",2035,2023,Total,105.0
Albacete,"Gineta, La",2035,2024,Total,151.0
Albacete,Golosalvo,2036,2021,Total,4.0
Albacete,Golosalvo,2036,2022,Total,2.0
Albacete,Golosalvo,2036,2023,Total,1.0
Albacete,Golosalvo,2036,2024,Total,4.0
Albacete,Hellín,2037,2021,Total,699.0
Albacete,Hellín,2037,2022,Total,672.0
Albacete,Hellín,2037,2023,Total,762.0
Albacete,Hellín,2037,2024,Total,665.0
Albacete,"Herrera, La",2038,2021,Total,16.0
Albacete,"Herrera, La",2038,2022,Total,22.0
Albacete,"Herrera, La",2038,2023,Total,19.0
Albacete,"Herrera, La",2038,2024,Total,15.0
Albacete,Higueruela,2039,2021,Total,45.0
Albacete,Higueruela,2039,2022,Total,51.0
Albacete,Higueruela,2039,2023,Total,60.0
Albacete,Higueruela,2039,2024,Total,33.0
Albacete,Hoya-Gonzalo,2040,2021,Total,18.0
Albacete,Hoya-Gonzalo,2040,2022,Total,65.0
Albacete,Hoya-Gonzalo,2040,2023,Total,35.0
Albacete,Hoya-Gonzalo,2040,2024,Total,23.0
Albacete,Jorquera,2041,2021,Total,21.0
Albacete,Jorquera,2041,2022,Total,18.0
Albacete,Jorquera,2041,2023,Total,30.0
Albacete,Jorquera,2041,2024,Total,17.0
Albacete,Letur,2042,2021,Total,34.0
Albacete,Letur,2042,2022,Total,74.0
Albacete,Letur,2042,2023,Total,54.0
Albacete,Letur,2042,2024,Total,39.0
Albacete,Lezuza,2043,2021,Total,39.0
Albacete,Lezuza,2043,2022,Total,48.0
Albacete,Lezuza,2043,2023,Total,61.0
Albacete,Lezuza,2043,2024,Total,38.0
Albacete,Liétor,2044,2021,Total,39.0
Albacete,Liétor,2044,2022,Total,34.0
Albacete,Liétor,2044,2023,Total,50.0
Albacete,Liétor,2044,2024,Total,37.0
Albacete,Madrigueras,2045,2021,Total,102.0
Albacete,Madrigueras,2045,2022,Total,111.0
Albacete,Madrigueras,2045,2023,Total,108.0
Albacete,Madrigueras,2045,2024,Total,124.0
Albacete,Mahora,2046,2021,Total,74.0
Albacete,Mahora,2046,2022,Total,106.0
Albacete,Mahora,2046,2023,Total,48.0
