nombre_provincia,Nombre,Codigo,Mediana consumo anual,Viviendas con bajo consumo,Viviendas con consumo entre 1.001 y 2.000 kwh,Viviendas con consumo entre 2.001 y 3.000 kwh,Viviendas con consumo entre 3.001 y 4.000 kwh,Viviendas con consumo entre 4.001 y 5.000 kwh,Viviendas con consumo entre 5.001 y 6.000 kwh,Viviendas con consumo entre 6.001 y 7.000 kwh,Viviendas con consumo entre 7.001 y 8.000 kwh,Viviendas con consumo entre 751 y 1.000 kwh,Viviendas con consumo entre 8.001 y 9.000 kwh,Viviendas con consumo entre 9.001 y 10.000 kwh,Viviendas con consumo mayor de 10.000 kwh,Viviendas de uso esporádico,Viviendas de uso esporádico (entre 251 y 500 kwh),Viviendas de uso esporádico (entre 501 y 750 kwh),Viviendas totales,Viviendas vacías,prov_mediana_consumo_anual,prov_viviendas_con_bajo_consumo,prov_viviendas_con_consumo_entre_1.001_y_2.000_kwh,prov_viviendas_con_consumo_entre_2.001_y_3.000_kwh,prov_viviendas_con_consumo_entre_3.001_y_4.000_kwh,prov_viviendas_con_consumo_entre_4.001_y_5.000_kwh,prov_viviendas_con_consumo_entre_5.001_y_6.000_kwh,prov_viviendas_con_consumo_entre_6.001_y_7.000_kwh,prov_viviendas_con_consumo_entre_7.001_y_8.000_kwh,prov_viviendas_con_consumo_entre_751_y_1.000_kwh,prov_viviendas_con_consumo_entre_8.001_y_9.000_kwh,prov_viviendas_con_consumo_entre_9.001_y_10.000_kwh,prov_viviendas_con_consumo_mayor_de_10.000_kwh,prov_viviendas_de_uso_esporádico,prov_viviendas_de_uso_esporádico_(entre_251_y_500_kwh),prov_viviendas_de_uso_esporádico_(entre_501_y_750_kwh),prov_viviendas_totales,prov_viviendas_vacías
"Balears, Illes",Petra,7041,3079,42,248,227,215,145,107,66,54,51,35,16,51,113,54,59,2118,748,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Pobla (Sa),7044,3424,110,849,992,911,794,557,386,224,204,134,74,192,417,217,200,6504,660,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Pollença,7042,3191,259,1719,1655,1548,1201,879,610,388,497,283,186,453,1103,578,525,13772,2991,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Porreres,7043,3385,53,345,411,384,329,212,144,113,86,45,42,84,192,117,75,3319,879,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Puigpunyent,7045,3605,15,130,147,162,126,87,52,42,29,30,15,56,53,25,28,1275,331,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes","Resto de Balears, Illes",7999,2752,75,414,352,298,195,155,91,65,102,51,39,121,312,164,148,3624,1354,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Salines (Ses),7059,1726,278,989,538,423,257,226,137,102,408,67,54,112,917,428,489,4922,414,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Antoni de Portmany,7046,3493,161,1389,1768,1581,1306,804,570,403,280,253,178,554,562,300,262,12116,2307,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Joan,7049,3003,25,176,188,167,117,87,52,34,55,27,11,43,119,59,60,1724,623,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Joan de Labritja,7050,3790,65,388,342,319,247,185,165,130,95,104,98,378,300,166,134,4366,1550,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Josep de sa Talaia,7048,3710,181,1669,1907,1776,1419,1098,733,597,376,415,280,1043,840,452,388,15683,3349,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Llorenç des Cardassar,7051,2814,220,781,706,634,483,319,228,151,223,95,67,145,694,381,313,6529,1783,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sant Lluís,7052,3083,129,720,738,613,504,348,234,162,206,129,80,174,459,244,215,5312,816,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Santa Eugènia,7053,3484,17,114,137,105,90,69,60,30,25,32,13,28,51,22,29,1098,327,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Santa Eulària des Riu,7054,3372,370,2479,2704,2453,1883,1323,882,600,601,437,348,1222,1393,746,647,22810,6115,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Santa Margalida,7055,2564,282,1406,1154,960,706,474,283,204,416,117,62,183,972,483,489,8414,1195,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Santa María del Camí,7056,3628,39,402,554,562,461,308,197,128,90,76,63,135,180,103,77,3644,449,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Santanyí,7057,2981,301,1308,1249,1077,841,590,433,283,459,210,135,428,1021,535,486,12307,3972,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Selva,7058,3708,38,273,334,331,331,200,134,99,53,53,42,93,170,91,79,2990,839,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sencelles,7047,3362,36,307,343,267,227,186,137,65,59,55,31,95,162,81,81,3352,1382,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sineu,7060,3154,49,334,341,335,218,165,111,73,69,40,28,69,142,79,63,2727,753,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Son Servera,7062,2712,237,1194,1208,855,660,377,230,147,283,78,66,181,612,324,288,7830,1702,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Sóller,7061,3121,202,1147,1230,1004,819,553,369,248,270,168,95,289,640,364,276,8124,1090,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Valldemossa,7063,3435,24,159,165,156,130,93,56,47,39,28,19,72,93,46,47,1483,402,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
"Balears, Illes",Vilafranca de Bonany,7065,3485,37,219,238,224,194,133,94,52,47,37,24,46,103,48,55,1707,259,2869,13466,104470,108254,86147,58820,37433,23126,14630,22400,9315,6194,17434,44802,22966,21836,652123,105632
Barcelona,Abrera,8001,2724,74,1131,1181,866,484,277,168,103,173,93,56,123,280,118,162,5266,257,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Aiguafreda,8014,2284,26,340,297,166,69,52,34,20,68,11,13,21,109,52,57,1298,72,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Alella,8003,3213,29,678,720,597,416,249,205,140,118,84,69,234,180,83,97,3958,239,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Ametlla del Vallès (L'),8005,3569,32,438,608,578,436,284,213,133,86,92,70,183,144,71,73,3608,311,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Arenys de Mar,8006,2124,247,2178,1710,997,544,258,170,90,479,61,28,119,793,388,405,8413,739,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Arenys de Munt,8007,2459,116,1051,978,633,344,234,133,70,183,52,34,77,315,172,143,4439,219,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Argentona,8009,2846,85,1003,1139,822,498,341,201,147,189,82,63,146,259,118,141,5223,248,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Artés,8010,2664,63,568,575,407,214,112,87,46,95,37,26,77,149,74,75,2655,199,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Avinyonet del Penedès,8013,3270,12,126,128,137,90,66,32,22,24,17,11,27,49,25,24,898,157,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Avinyó,8012,2801,21,184,209,168,105,69,31,14,37,16,6,25,75,37,38,1113,153,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Avià,8011,2425,39,212,223,148,86,40,28,23,50,13,9,19,118,64,54,1107,99,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Badalona,8015,2151,1693,27018,23298,11921,5105,2237,1111,569,4520,334,227,738,5430,2328,3102,91915,7714,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Badia del Vallès *,8904,2122,57,1787,1464,753,286,111,39,25,257,10,10,26,249,106,143,5447,373,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Bagà *,8016,1760,118,376,232,165,65,40,30,21,125,9,10,37,295,142,153,1696,173,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Balenyà,8017,2366,55,413,415,246,126,49,24,23,77,11,9,22,125,53,72,1730,135,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Balsareny,8018,2339,45,367,346,208,111,61,25,22,54,8,4,21,143,73,70,1710,295,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Barberà del Vallès,8252,2401,199,3636,3680,2228,995,439,224,109,493,65,41,138,543,243,300,13768,978,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Barcelona,8019,2011,16123,253787,182555,89361,40805,19330,10085,5649,46523,3451,2376,7446,55772,23258,32514,808751,75488,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Begues,8020,3367,31,407,569,489,347,250,140,97,70,74,43,129,136,59,77,2935,153,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Berga,8022,2079,367,2336,1887,995,488,221,149,91,522,78,51,159,911,444,467,9010,755,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Bigues i Riells,8023,3386,55,648,723,666,535,360,222,153,127,97,64,154,238,110,128,4417,375,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Bruc (El),8025,2603,31,243,227,166,110,65,46,21,56,11,13,26,100,51,49,1206,91,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cabanyes (Les),8027,3695,0,41,70,61,57,34,25,13,10,11,10,7,12,5,7,375,24,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cabrera d'Anoia,8028,2213,34,237,197,115,89,38,25,20,62,4,9,16,103,48,55,1160,211,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cabrera de Mar,8029,2734,36,406,427,287,166,126,77,64,95,33,27,101,154,73,81,2276,277,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cabrils,8030,3523,22,458,485,485,343,238,164,136,69,106,69,148,127,55,72,3470,620,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Calaf,8031,2225,54,464,358,225,125,54,42,31,92,13,11,32,148,73,75,1907,258,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Calders,8034,2719,23,111,103,71,41,44,17,7,30,8,12,26,47,18,29,583,43,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Caldes d'Estrac,8032,1997,63,453,335,192,90,64,36,23,117,21,13,32,245,122,123,1879,195,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Caldes de Montbui,8033,2969,105,1459,1635,1222,809,530,357,209,243,146,90,240,343,149,194,7708,320,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Calella,8035,2079,388,2594,2079,1245,660,325,212,108,628,72,51,166,1301,653,648,10657,828,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Calldetenes,8037,2676,21,211,254,175,103,45,21,19,46,11,6,21,45,18,27,1025,47,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Callús,8038,2514,30,212,210,116,81,46,31,19,45,13,9,44,75,37,38,1011,80,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Canet de Mar,8040,2196,267,1808,1634,938,491,272,137,78,398,60,36,88,780,372,408,7568,581,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Canovelles,8041,2363,90,1603,1523,828,380,225,112,74,249,60,38,125,311,128,183,6183,565,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Canyelles,8043,3193,44,371,411,356,299,198,130,76,89,64,34,60,201,97,104,2819,486,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Capellades,8044,2372,73,642,619,348,181,99,60,34,120,26,16,46,184,89,95,2773,325,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cardedeu,8046,2603,104,1807,1797,1082,695,375,256,162,288,106,70,194,340,147,193,7654,378,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cardona,8047,2491,76,531,480,313,203,110,61,41,106,37,28,59,213,121,92,2908,650,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Casserres,8049,2741,31,141,170,139,64,45,25,15,43,15,12,27,90,49,41,996,179,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellar del Vallès,8051,2646,132,2294,2554,1745,924,491,286,161,346,103,63,160,453,187,266,10052,340,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellbell i el Vilar,8053,2633,46,371,358,260,168,113,64,44,72,28,26,43,157,76,81,2121,371,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellbisbal,8054,2747,72,1024,1263,884,490,314,147,87,155,59,32,67,254,136,118,5121,273,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castelldefels,8056,2491,399,6785,6640,4158,2296,1265,786,454,1142,295,194,582,1592,747,845,28708,2120,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellet i la Gornal,8058,2427,37,312,267,216,114,63,61,33,79,17,10,24,154,86,68,1693,306,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellgalí,8061,2836,21,196,174,140,100,63,38,26,39,27,21,24,82,44,38,1139,188,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellnou de Bages,8062,3462,11,92,101,87,70,52,32,26,17,22,9,25,40,15,25,682,98,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellterçol,8064,1947,73,399,284,181,81,51,21,19,94,10,9,21,218,92,126,1607,146,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellví de Rosanes,8066,3512,8,108,115,125,103,70,47,37,27,13,11,28,42,18,24,877,143,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Castellví de la Marca,8065,3568,5,85,105,114,73,53,44,30,14,18,15,29,40,26,14,826,201,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Centelles *,8067,2391,105,952,895,560,260,143,67,34,176,27,17,65,216,99,117,3701,184,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cercs,8268,1590,69,190,124,73,36,23,15,11,64,5,2,23,188,108,80,1095,272,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cerdanyola del Vallès,8266,2338,266,6855,6299,3496,1630,891,475,324,1044,208,129,435,1105,427,678,23858,701,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cervelló,8068,3040,43,751,790,665,471,254,183,96,132,74,49,106,179,99,80,4048,255,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Collbató,8069,3276,23,283,377,337,237,147,101,61,53,41,34,56,96,54,42,1971,125,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Corbera de Llobregat,8072,3132,98,1094,1235,1065,732,505,322,196,203,117,92,194,388,188,200,6784,543,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cornellà de Llobregat,8073,2060,707,12051,9180,4873,1906,834,444,280,2104,124,70,276,2438,1016,1422,37034,1747,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cubelles,8074,2028,347,2541,1968,1228,710,423,209,126,793,72,39,102,1424,655,769,10859,877,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Cànoves i Samalús,8042,3185,19,221,236,208,190,101,62,40,57,27,21,46,90,52,38,1462,144,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Dosrius,8075,3151,43,406,458,416,283,176,126,97,105,40,32,81,153,68,85,2722,306,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Esparreguera,8076,2579,191,2264,2285,1533,884,469,260,198,362,114,65,150,544,261,283,9824,505,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Esplugues de Llobregat,8077,2102,319,6188,4844,2351,1069,489,245,147,1002,88,65,258,1185,473,712,19420,1170,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,"Esquirol, L'",8254,2654,33,234,225,150,120,75,30,18,39,13,8,38,108,58,50,1220,129,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Figaró-Montmany,8134,2144,7,134,116,74,34,20,9,6,42,3,1,6,42,20,22,596,102,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Fogars de la Selva *,8082,2620,22,174,183,130,109,57,21,16,52,14,9,20,101,38,63,944,36,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Folgueroles,8083,2831,15,153,206,141,96,51,24,18,24,15,9,23,48,25,23,941,118,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Fonollosa,8084,3019,7,116,123,88,75,56,27,21,19,14,9,26,56,33,23,802,165,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Font-rubí,8085,3086,20,87,117,86,54,64,28,26,30,13,4,28,48,27,21,788,183,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Franqueses del Vallès (Les),8086,2487,149,1987,2034,1226,669,304,202,117,326,72,45,116,394,170,224,7985,344,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Garriga (La) *,8088,2402,106,1974,1783,1059,517,264,162,104,300,74,50,162,339,152,187,7138,244,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Gavà,8089,2366,317,5337,5136,3009,1420,719,378,218,861,159,111,365,1046,487,559,20359,1283,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Gelida,8091,3186,62,549,642,597,432,266,198,101,116,76,50,62,186,91,95,3863,526,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Gironella,8092,2346,81,582,547,338,169,96,54,45,125,27,16,49,224,108,116,2628,275,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Granada (La),8094,3115,15,159,158,150,91,86,46,23,27,19,10,18,50,25,25,1013,161,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Granollers,8096,2262,414,7659,6664,3707,1673,858,464,273,1197,149,121,335,1300,534,766,26298,1484,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Gualba,8097,2748,14,166,132,130,69,51,31,19,38,9,10,20,78,35,43,811,44,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Gurb,8100,4043,7,88,108,127,91,74,61,42,21,26,22,70,34,22,12,907,136,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Hospitalet de Llobregat (L'),8101,1901,2514,37158,25520,11446,4781,2058,933,529,7375,326,189,781,8681,3578,5103,110488,8197,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Hostalets de Pierola (Els),8162,2880,41,268,275,248,165,107,57,39,68,16,16,36,132,67,65,1669,201,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Igualada,8102,2314,365,4847,4407,2588,1217,608,361,211,852,125,83,296,1086,480,606,18257,1211,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Llagosta (La),8105,2181,72,1677,1480,739,309,123,80,29,263,18,9,52,287,107,180,5309,171,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Llinars del Vallès *,8106,2673,89,959,927,661,394,252,135,102,160,76,31,111,233,120,113,4321,191,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Lliçà d'Amunt,8107,3306,78,1005,1206,1106,848,533,381,192,175,127,85,198,366,181,185,6644,344,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Lliçà de Vall,8108,3314,32,407,456,434,357,192,148,81,65,48,41,88,139,70,69,2680,192,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Malgrat de Mar,8110,2066,491,2514,2109,1187,599,270,190,88,583,56,24,128,1221,641,580,10160,700,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Manlleu,8112,2452,181,2005,1896,1254,600,314,152,118,295,86,57,175,422,199,223,8887,1332,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Manresa,8113,2227,983,10132,8261,4398,2256,1218,791,536,1913,373,309,891,2558,1136,1422,40136,5517,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Martorell,8114,2275,191,3129,2792,1521,735,331,178,91,512,66,38,97,527,225,302,10685,477,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Martorelles,8115,2397,40,540,524,279,151,87,48,34,75,18,15,33,115,48,67,2057,98,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Masies de Voltregà (Les),8117,2738,23,250,305,207,95,69,37,13,28,14,4,24,56,27,29,1398,273,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Masnou (El),8118,2355,198,2836,2491,1526,820,414,197,125,435,69,56,125,582,259,323,10410,536,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
Barcelona,Masquefa,8119,2787,78,806,882,715,432,274,134,76,152,58,36,64,284,135,149,4452,461,2229,50219,713236,598823,336168,166971,85070,47468,28283,127119,17732,12064,34801,166090,72913,93177,2597046,213002
