nombre_provincia,Nombre,Codigo,Mediana consumo anual,Viviendas con bajo consumo,Viviendas con consumo entre 1.001 y 2.000 kwh,Viviendas con consumo entre 2.001 y 3.000 kwh,Viviendas con consumo entre 3.001 y 4.000 kwh,Viviendas con consumo entre 4.001 y 5.000 kwh,Viviendas con consumo entre 5.001 y 6.000 kwh,Viviendas con consumo entre 6.001 y 7.000 kwh,Viviendas con consumo entre 7.001 y 8.000 kwh,Viviendas con consumo entre 751 y 1.000 kwh,Viviendas con consumo entre 8.001 y 9.000 kwh,Viviendas con consumo entre 9.001 y 10.000 kwh,Viviendas con consumo mayor de 10.000 kwh,Viviendas de uso esporádico,Viviendas de uso esporádico (entre 251 y 500 kwh),Viviendas de uso esporádico (entre 501 y 750 kwh),Viviendas totales,Viviendas vacías,prov_mediana_consumo_anual,prov_viviendas_con_bajo_consumo,prov_viviendas_con_consumo_entre_1.001_y_2.000_kwh,prov_viviendas_con_consumo_entre_2.001_y_3.000_kwh,prov_viviendas_con_consumo_entre_3.001_y_4.000_kwh,prov_viviendas_con_consumo_entre_4.001_y_5.000_kwh,prov_viviendas_con_consumo_entre_5.001_y_6.000_kwh,prov_viviendas_con_consumo_entre_6.001_y_7.000_kwh,prov_viviendas_con_consumo_entre_7.001_y_8.000_kwh,prov_viviendas_con_consumo_entre_751_y_1.000_kwh,prov_viviendas_con_consumo_entre_8.001_y_9.000_kwh,prov_viviendas_con_consumo_entre_9.001_y_10.000_kwh,prov_viviendas_con_consumo_mayor_de_10.000_kwh,prov_viviendas_de_uso_esporádico,prov_viviendas_de_uso_esporádico_(entre_251_y_500_kwh),prov_viviendas_de_uso_esporádico_(entre_501_y_750_kwh),prov_viviendas_totales,prov_viviendas_vacías
Albacete,Albacete *,2003,1997,3050,25348,20250,9847,4122,1836,1007,604,5284,414,312,739,8663,4233,4430,86881,5405,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Alcalá del Júcar,2007,1576,160,243,155,82,53,32,24,8,87,7,8,22,251,156,95,1504,372,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Alcaraz,2008,1729,151,200,137,83,58,32,17,15,69,10,10,19,214,116,98,1562,547,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Almansa,2009,2247,511,3085,2736,1603,843,441,234,183,669,125,88,228,1236,642,594,13292,1310,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Alpera,2010,2109,81,266,245,162,90,47,22,13,76,7,6,26,213,108,105,1607,353,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Balazote *,2012,2375,68,250,229,177,95,56,33,16,64,8,7,24,154,79,75,1359,178,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Barrax,2015,2443,62,178,158,134,98,53,28,21,45,7,9,30,140,70,70,1215,252,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Bonete,2018,2160,21,120,111,74,40,16,9,8,30,3,6,16,82,40,42,689,153,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Bonillo (El),2019,1974,199,339,305,184,90,51,18,17,91,14,6,37,303,173,130,2218,564,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Casas de Juan Núñez,2021,2293,54,136,113,102,49,28,14,14,41,9,6,16,98,48,50,863,183,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Casas-Ibáñez *,2024,2404,147,500,474,337,197,78,50,35,128,33,33,85,297,162,135,2756,362,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Caudete,2025,2130,347,1313,1039,640,361,193,145,71,315,52,36,77,668,333,335,6365,1108,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Cenizate *,2026,2472,33,111,103,68,52,23,17,14,27,7,9,17,84,49,35,670,105,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Chinchilla de Monte-Aragón,2029,1857,215,720,524,288,148,71,43,31,213,18,20,36,429,241,188,3369,613,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Elche de la Sierra,2030,1962,343,487,423,285,172,92,49,27,165,13,16,32,492,284,208,3823,1227,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Fuente-Álamo,2033,2400,77,254,257,164,115,74,28,21,70,9,3,19,185,90,95,1598,322,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Fuentealbilla,2034,2360,85,202,181,124,77,53,28,17,67,21,18,41,162,95,67,1448,372,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Gineta (La),2035,2290,67,281,275,200,107,42,32,24,64,13,8,22,192,96,96,1555,228,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Hellín,2037,2252,665,3387,3046,2115,1057,524,297,184,788,94,52,181,1628,846,782,16661,2643,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Higueruela,2039,2121,67,126,105,91,55,23,20,11,51,5,12,14,139,77,62,1001,282,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Lezuza,2043,1686,133,199,162,89,56,23,12,5,71,3,6,9,196,117,79,1394,430,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Liétor,2044,1547,134,171,141,80,43,24,9,4,67,1,3,12,225,124,101,1369,455,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Madrigueras *,2045,2635,123,392,402,341,216,126,66,37,98,31,21,64,258,145,113,2627,452,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Mahora,2046,2370,58,160,123,121,68,37,24,12,37,9,6,25,121,68,53,1089,288,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Minaya,2048,2161,87,174,146,93,70,41,34,15,66,17,12,40,162,99,63,1192,235,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Montealegre del Castillo,2051,2299,87,206,177,148,85,49,35,16,57,19,12,17,168,93,75,1385,309,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Munera,2053,2223,167,411,352,244,135,70,42,39,106,21,10,50,250,143,107,2618,721,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Nerpio,2055,1428,146,234,121,84,31,23,10,2,67,4,5,15,236,145,91,1435,457,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Ontur,2056,2394,70,211,190,149,82,53,25,16,67,12,5,24,142,73,69,1404,358,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Ossa de Montiel,2057,1847,170,349,257,174,101,45,20,13,102,6,5,30,285,166,119,2046,489,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Peñas de San Pedro,2060,1563,80,176,121,62,42,17,8,5,53,4,2,8,165,88,77,1072,329,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Pozo Cañada,2901,2597,52,251,267,219,98,70,40,23,48,8,5,19,165,81,84,1561,296,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Pozohondo,2063,1808,140,238,192,140,51,28,14,14,94,5,5,13,197,108,89,1535,404,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Resto de Albacete,2999,1491,2243,3170,2016,1314,713,379,235,141,1192,96,68,255,3666,2142,1524,24429,8941,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Riópar,2067,1272,186,272,175,90,29,20,9,13,96,4,5,11,326,188,138,1654,418,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Roda (La),2069,2291,323,1760,1713,1068,554,283,138,71,413,77,60,154,870,466,404,8901,1417,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,San Pedro,2071,2157,57,142,137,88,52,31,16,8,39,3,2,8,127,69,58,861,151,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Socovos,2072,1969,109,232,197,125,82,20,21,6,68,5,5,14,193,98,95,1445,368,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Tarazona de la Mancha *,2073,2295,237,662,586,409,246,138,69,51,180,45,28,99,489,285,204,3854,615,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Tobarra,2074,2169,309,947,789,564,362,157,125,69,262,46,20,55,638,344,294,5791,1448,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Valdeganga,2075,2178,75,201,187,130,92,37,21,20,70,17,5,17,172,90,82,1271,227,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Villalgordo del Júcar *,2078,1997,82,152,116,83,44,31,15,7,41,11,2,16,133,72,61,888,155,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Villamalea *,2079,2642,116,402,363,310,213,100,52,44,97,34,21,54,238,132,106,2360,316,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Villarrobledo,2081,2262,616,2995,2699,1657,885,413,270,193,641,145,117,312,1424,765,659,15102,2735,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Albacete,Yeste,2086,1331,372,534,304,150,90,48,30,15,192,11,3,14,654,363,291,3594,1177,2051,12575,52187,42799,24692,12319,6028,3455,2173,12568,1503,1098,3016,27130,14402,12728,241313,39770
Alicante/Alacant,Agost,3002,2350,103,576,519,358,202,126,51,26,134,21,10,39,255,129,126,2936,516,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Aigües,3004,2044,45,177,115,87,58,34,26,12,57,6,5,17,109,63,46,931,183,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Albatera *,3005,2672,188,1295,1207,936,622,402,232,133,262,75,44,116,512,263,249,6689,665,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Alcalalí,3006,2726,26,170,175,141,78,56,37,28,41,6,4,10,88,47,41,1094,234,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Alcoy/Alcoi,3009,2075,1139,8997,7733,3882,1612,681,347,205,1702,106,74,187,2805,1332,1473,33876,4406,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Alfàs del Pi (l'),3011,2555,318,2321,1974,1470,877,634,386,267,577,201,165,404,1184,602,582,12727,1949,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Algorfa,3012,2139,244,603,490,348,254,149,76,44,180,12,14,49,528,271,257,4240,1249,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Algueña,3013,2119,41,166,159,100,62,28,13,8,43,2,4,8,132,72,60,944,178,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Alicante/Alacant,3014,2137,7516,46531,39641,24002,12318,5815,2751,1390,10386,817,443,1301,19364,9765,9599,187658,15383,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Almoradí,3015,2526,307,2140,2024,1489,959,532,270,123,489,71,47,120,826,413,413,10977,1580,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Altea,3018,2190,652,3914,2940,2052,1134,733,434,301,1069,173,128,422,2080,1026,1054,18309,2277,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Aspe,3019,2513,294,2293,2360,1614,949,496,287,161,466,78,66,149,848,419,429,11541,1480,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Banyeres de Mariola,3021,2077,220,965,801,442,200,131,67,42,214,33,23,56,447,238,209,4448,807,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Beneixama,3023,2427,69,220,176,144,81,61,34,27,66,19,10,44,142,80,62,1356,263,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benejúzar,3024,2730,75,456,495,418,259,140,89,44,109,22,9,41,214,113,101,2657,286,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benferri,3025,3349,18,132,154,154,133,70,57,32,31,21,15,16,67,32,35,1113,213,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Beniarbeig,3026,3030,32,194,207,178,145,92,54,27,36,17,13,24,104,45,59,1372,249,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Beniarrés,3028,1996,48,176,138,109,37,20,14,5,57,0,1,5,97,54,43,898,191,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benidoleig,3030,3017,23,111,115,107,84,49,40,23,33,9,14,19,79,38,41,941,235,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benidorm,3031,1661,5283,12995,8768,4905,2458,1168,673,323,3914,243,157,534,10292,5710,4582,60479,8766,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benijófar,3034,2840,54,361,403,337,219,125,90,47,91,33,20,37,182,103,79,2378,379,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benissa,3041,3068,205,1321,1515,1229,914,646,380,213,301,162,105,280,611,306,305,10660,2778,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Benitachell/Poble Nou de Benitatxel,3042,2647,222,759,761,605,406,291,174,130,235,69,53,114,601,338,263,5830,1410,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Biar,3043,2571,94,435,355,326,203,122,90,48,121,34,8,3,247,141,106,2879,793,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Bigastro,3044,2870,80,526,581,480,338,210,130,55,124,21,14,42,246,119,127,3294,447,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Busot,3046,3073,48,311,373,345,222,172,80,63,77,35,21,49,157,73,84,2344,391,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Callosa d'en Sarrià,3048,2097,190,1054,833,506,236,153,71,44,252,33,19,60,500,250,250,4801,850,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Callosa de Segura,3049,2624,206,1866,1607,1317,872,487,272,166,387,84,39,142,637,331,306,9142,1060,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Calp,3047,1856,1838,4443,3297,2139,1397,849,486,330,1485,188,115,420,4392,2440,1952,26156,4777,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Campello (el),3050,1863,1739,5370,4045,2652,1490,852,422,254,1783,162,112,287,4407,2306,2101,26801,3226,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Castalla,3053,2033,330,1788,1397,824,395,232,129,68,443,47,30,84,848,455,393,8029,1414,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Catral,3055,3314,62,629,758,653,545,379,236,139,125,98,50,120,263,130,133,4644,587,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Cañada,3052,3212,26,86,95,101,58,46,39,24,20,15,4,34,80,42,38,757,129,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Cocentaina,3056,2282,243,1521,1404,876,496,246,120,80,324,44,43,94,699,347,352,7071,881,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Cox,3058,2963,84,626,565,497,375,237,153,93,128,66,41,112,272,135,137,3531,282,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Crevillent,3059,2626,326,3031,3071,2321,1494,796,398,233,566,132,34,71,1014,507,507,15357,1870,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Daya Nueva,3061,2463,72,209,198,163,97,53,37,20,55,13,5,10,144,71,73,1468,392,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Dolores,3064,2675,130,765,706,590,370,246,132,72,174,44,24,67,337,172,165,4421,764,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Dénia,3063,1987,2198,8590,5991,4549,2947,1878,1080,680,3056,468,328,771,7210,3668,3542,45237,5491,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Elche/Elx,3065,2347,3127,26587,25241,16729,9163,4292,2096,1198,5821,683,432,1247,9775,4726,5049,116080,9689,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Elda,3066,2590,734,5491,5973,4366,2506,1293,680,323,1042,198,110,284,2008,1013,995,27488,2480,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Finestrat,3069,2248,361,1100,928,628,430,234,152,92,328,74,44,119,778,433,345,6560,1292,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Fondó de les Neus (el)/Hondón de la,3077,2384,90,436,338,245,186,104,70,43,117,25,13,37,228,118,110,2401,469,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Formentera del Segura,3070,2231,211,491,453,353,194,110,53,27,123,16,14,31,427,244,183,3658,1155,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Gata de Gorgos,3071,2465,144,760,670,477,294,191,125,52,168,28,22,70,380,199,181,3916,535,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Granja de Rocamora,3074,2819,33,192,214,176,110,87,35,22,49,10,5,23,79,39,40,1182,147,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Guardamar del Segura,3076,1185,3508,3393,2198,1465,875,502,260,140,1550,80,37,130,5922,3620,2302,25514,5454,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Hondón de los Frailes,3078,2502,32,159,145,118,75,44,32,21,34,5,6,10,106,58,48,1131,344,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Ibi,3079,2075,373,3392,2802,1436,605,272,152,80,607,50,44,140,1112,554,558,12057,992,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Jacarilla,3080,2732,59,199,224,155,116,67,39,17,44,18,12,22,113,55,58,1327,242,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Jijona/Xixona,3083,2074,229,1076,897,493,264,134,53,33,234,14,18,29,496,246,250,5418,1448,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Jávea/Xàbia,3082,2550,832,4566,3775,2837,2044,1419,904,614,1403,413,304,834,2888,1457,1431,26819,3986,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Monforte del Cid,3088,2518,149,978,895,684,448,238,111,64,201,47,25,61,417,217,200,5007,689,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Montesinos (Los),3903,2416,162,625,590,402,287,141,77,38,133,27,18,44,364,202,162,3430,522,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Monóvar/Monòver,3089,2527,221,1340,1371,1034,625,322,176,86,311,43,41,88,672,355,317,8110,1780,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Muro de Alcoy,3092,2158,168,1302,1076,673,281,162,91,53,251,33,16,58,500,252,248,5093,429,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Mutxamel,3090,2764,264,2443,2751,2215,1349,796,402,243,489,145,92,193,978,494,484,13355,995,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Novelda,3093,2530,405,2793,2731,2030,1346,584,301,163,574,109,48,162,1144,577,567,13780,1390,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Nucia (la),3094,2987,190,1485,1620,1340,987,599,373,217,285,136,99,225,623,325,298,9562,1383,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Ondara,3095,2827,72,610,720,551,372,261,143,72,138,45,24,61,293,157,136,3936,574,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Onil,3096,2102,195,1182,969,589,301,142,84,47,276,22,19,41,467,239,228,4914,580,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Orba,3097,2903,43,265,255,215,160,108,70,40,69,26,16,32,122,63,59,1837,416,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Orihuela,3099,1919,5302,13292,9814,7344,4611,2635,1497,864,4730,568,310,898,12360,6771,5589,88508,24283,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Parcent,3100,2320,38,148,123,87,57,28,23,15,40,3,7,15,91,51,40,844,169,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Pedreguer,3101,2694,166,1020,943,733,484,350,185,128,221,90,52,152,540,296,244,6741,1677,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Pego,3102,2513,229,1234,1223,915,557,312,167,91,265,59,33,91,620,328,292,7321,1525,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Petrer *,3104,2787,370,2954,3770,2951,1800,869,423,240,616,141,75,186,1043,497,546,16474,1036,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Pilar de la Horadada,3902,1482,1497,4629,2814,1890,1267,770,421,227,2136,141,97,222,4959,2567,2392,24534,3464,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Pinós (el)/Pinoso,3105,2529,198,867,849,676,409,221,137,75,214,51,28,90,528,261,267,5040,697,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
Alicante/Alacant,Poblets (els),3901,2766,73,407,378,322,248,139,112,72,106,28,25,64,294,169,125,2930,662,2170,70281,260773,221826,150061,87339,47560,25484,14571,69773,8898,5608,15117,163228,87690,75538,1350006,209487
