_id,periodo,provincia,tipo_de_segmento_de_mercado_gas,Consumo (MWh),Total
1414,2020,Teruel,Consumo Doméstico  Comercial,277774.0,1465202.0
1415,2020,Zaragoza,Consumo eléctrico,4443926.0,16025478.0
1416,2020,Zaragoza,Consumo Industrial,9200361.0,16025478.0
1417,2020,Zaragoza,Consumo Doméstico  Comercial,2381191.0,16025478.0
1418,2020,Asturias,Consumo eléctrico,4769739.0,12023129.0
1419,2020,Asturias,Consumo Industrial,5292118.0,12023129.0
1420,2020,Asturias,Consumo Doméstico  Comercial,1961272.0,12023129.0
1421,2020,"Balears, Illes",Consumo eléctrico,6621639.0,7357197.0
1422,2020,"Balears, Illes",Consumo Industrial,77842.0,7357197.0
1423,2020,"Balears, Illes",Consumo Doméstico  Comercial,657716.0,7357197.0
1424,2020,Cantabria,Consumo Industrial,3979436.0,5058932.0
1425,2020,Cantabria,Consumo Doméstico  Comercial,1079496.0,5058932.0
1426,2020,Albacete,Consumo Industrial,844384.0,1378523.0
1427,2020,Albacete,Consumo Doméstico  Comercial,534139.0,1378523.0
1428,2020,Ciudad Real,Consumo Industrial,7569603.0,8179903.0
1429,2020,Ciudad Real,Consumo Doméstico  Comercial,610300.0,8179903.0
1430,2020,Cuenca,Consumo Industrial,729644.0,983509.0
1431,2020,Cuenca,Consumo Doméstico  Comercial,253865.0,983509.0
1432,2020,Guadalajara,Consumo Industrial,1095696.0,1600575.0
1433,2020,Guadalajara,Consumo Doméstico  Comercial,504879.0,1600575.0
1434,2020,Toledo,Consumo eléctrico,4509991.0,7532177.0
1435,2020,Toledo,Consumo Industrial,2186583.0,7532177.0
1436,2020,Toledo,Consumo Doméstico  Comercial,835603.0,7532177.0
1437,2020,Ávila,Consumo Industrial,49279.0,339992.0
1438,2020,Ávila,Consumo Doméstico  Comercial,290713.0,339992.0
1439,2020,Burgos,Consumo Industrial,5436752.0,6538717.0
1440,2020,Burgos,Consumo Doméstico  Comercial,1101965.0,6538717.0
1441,2020,León,Consumo Industrial,1606308.0,2514105.0
1442,2020,León,Consumo Doméstico  Comercial,907797.0,2514105.0
1443,2020,Palencia,Consumo Industrial,1165874.0,1712100.0
1444,2020,Palencia,Consumo Doméstico  Comercial,546226.0,1712100.0
1445,2020,Salamanca,Consumo Industrial,1296852.0,2126352.0
1446,2020,Salamanca,Consumo Doméstico  Comercial,829500.0,2126352.0
1447,2020,Segovia,Consumo Industrial,977503.0,1258528.0
1448,2020,Segovia,Consumo Doméstico  Comercial,281025.0,1258528.0
1449,2020,Soria,Consumo Industrial,1253786.0,1581974.0
1450,2020,Soria,Consumo Doméstico  Comercial,328188.0,1581974.0
1451,2020,Valladolid,Consumo Industrial,2902528.0,4742619.0
1452,2020,Valladolid,Consumo Doméstico  Comercial,1840091.0,4742619.0
1453,2020,Zamora,Consumo Industrial,298785.0,660715.0
1454,2020,Zamora,Consumo Doméstico  Comercial,361930.0,660715.0
1455,2020,Barcelona,Consumo eléctrico,9324940.0,33400564.0
1456,2020,Barcelona,Consumo Industrial,13220890.0,33400564.0
1457,2020,Barcelona,Consumo Doméstico  Comercial,10854734.0,33400564.0
1458,2020,Girona,Consumo Industrial,2663398.0,4376759.0
1459,2020,Girona,Consumo Doméstico  Comercial,1713361.0,4376759.0
1460,2020,Lleida,Consumo Industrial,5129084.0,6046128.0
1461,2020,Lleida,Consumo Doméstico  Comercial,917044.0,6046128.0
1462,2020,Tarragona,Consumo eléctrico,3126354.0,18689780.0
1463,2020,Tarragona,Consumo Industrial,14514623.0,18689780.0
1464,2020,Tarragona,Consumo Doméstico  Comercial,1048803.0,18689780.0
1465,2020,Badajoz,Consumo Industrial,2113497.0,2458140.0
1466,2020,Badajoz,Consumo Doméstico  Comercial,344643.0,2458140.0
1467,2020,Cáceres,Consumo Industrial,305048.0,514552.0
1468,2020,Cáceres,Consumo Doméstico  Comercial,209504.0,514552.0
1469,2020,"Coruña, A",Consumo eléctrico,4772675.0,11975163.0
1470,2020,"Coruña, A",Consumo Industrial,6276281.0,11975163.0
1471,2020,"Coruña, A",Consumo Doméstico  Comercial,926207.0,11975163.0
1472,2020,Lugo,Consumo Industrial,4064717.0,4379912.0
1473,2020,Lugo,Consumo Doméstico  Comercial,315195.0,4379912.0
1474,2020,Ourense,Consumo Industrial,264210.0,467414.0
1475,2020,Ourense,Consumo Doméstico  Comercial,203204.0,467414.0
1476,2020,Pontevedra,Consumo Industrial,543202.0,1276448.0
1477,2020,Pontevedra,Consumo Doméstico  Comercial,733246.0,1276448.0
1478,2020,"Rioja, La",Consumo eléctrico,1353219.0,3067558.0
1479,2020,"Rioja, La",Consumo Industrial,711483.0,3067558.0
1480,2020,"Rioja, La",Consumo Doméstico  Comercial,1002856.0,3067558.0
1481,2020,Madrid,Consumo Industrial,5416393.0,22988842.0
1482,2020,Madrid,Consumo Doméstico  Comercial,17572449.0,22988842.0
1483,2020,Murcia,Consumo eléctrico,12799806.0,30709385.0
1484,2020,Murcia,Consumo Industrial,17318905.0,30709385.0
1485,2020,Murcia,Consumo Doméstico  Comercial,590674.0,30709385.0
1486,2020,Navarra,Consumo eléctrico,4718812.0,12390711.0
1487,2020,Navarra,Consumo Industrial,5441077.0,12390711.0
1488,2020,Navarra,Consumo Doméstico  Comercial,2230822.0,12390711.0
1489,2020,Araba/Álava,Consumo Industrial,2933774.0,4066037.0
1490,2020,Araba/Álava,Consumo Doméstico  Comercial,1132263.0,4066037.0
1491,2020,Gipuzkoa,Consumo Industrial,4485752.0,6185648.0
1492,2020,Gipuzkoa,Consumo Doméstico  Comercial,1699896.0,6185648.0
1493,2020,Bizkaia,Consumo eléctrico,6085203.0,17023368.0
1494,2020,Bizkaia,Consumo Industrial,8833751.0,17023368.0
1495,2020,Bizkaia,Consumo Doméstico  Comercial,2104414.0,17023368.0
1496,2020,Alicante/Alacant,Consumo Industrial,2009672.0,2727718.0
1497,2020,Alicante/Alacant,Consumo Doméstico  Comercial,718046.0,2727718.0
1498,2020,Castellón/Castelló,Consumo eléctrico,4482778.0,24236008.0
1499,2020,Castellón/Castelló,Consumo Industrial,19305153.0,24236008.0
1500,2020,Castellón/Castelló,Consumo Doméstico  Comercial,448077.0,24236008.0
1501,2020,Valencia/València,Consumo eléctrico,4293544.0,11030418.0
1502,2020,Valencia/València,Consumo Industrial,4667177.0,11030418.0
1503,2020,Valencia/València,Consumo Doméstico  Comercial,2069697.0,11030418.0
1504,2020,"Palmas, Las",Consumo Industrial,10466.0,10478.0
1505,2020,"Palmas, Las",Consumo Doméstico  Comercial,12.0,10478.0
1506,2020,Santa Cruz de Tenerife,Consumo Industrial,2020.0,2021.0
1507,2020,Santa Cruz de Tenerife,Consumo Doméstico  Comercial,1.0,2021.0
1508,2020,Ceuta,Consumo Industrial,0.0,0.0
1509,2020,Ceuta,Consumo Doméstico  Comercial,0.0,0.0
1510,2020,Melilla,Consumo Industrial,0.0,0.0
1511,2020,Melilla,Consumo Doméstico  Comercial,0.0,0.0
